scaffold_id	Dim_1	Dim_2	color
scaffold.15317	3.6766934	-7.579951	1
scaffold.15619	19.920208	-13.101353	1
scaffold.16412	13.744135	-17.980768	1
scaffold.15712	8.567134	-21.74126	1
scaffold.15054	9.441874	-23.519033	1
scaffold.17727	19.17143	-17.018585	1
scaffold.16852	14.428731	-18.796576	1
scaffold.16773	19.179089	-16.96945	1
scaffold.15253	18.614037	-16.82914	1
scaffold.15892	18.613512	-16.829231	1
scaffold.16378	18.02254	-16.541636	1
scaffold.15116	3.750341	-7.999307	1
scaffold.16426	4.2802625	-4.9089723	1
scaffold.18189	19.191225	-16.866068	1
scaffold.21749	4.6886654	-9.631634	1
scaffold.17441	-1.033747	-8.336898	1
scaffold.27520	-30.614685	-17.524824	1
scaffold.22885	-14.189701	-29.762196	1
scaffold.25752	-13.245659	-29.405167	1
scaffold.22590	-13.3937845	-29.344862	1
scaffold.22888	-19.493633	-31.135506	1
scaffold.23206	-19.427874	-31.219917	1
scaffold.34162	-8.18001	-20.023155	1
scaffold.14832	10.911451	-8.838189	1
scaffold.14834	10.679415	-9.131987	1
scaffold.15793	10.306164	-9.713753	1
scaffold.15272	11.494424	-7.139882	1
scaffold.16591	14.865193	-7.488537	1
scaffold.24476	-4.501014	-15.09359	1
scaffold.24491	-4.3213773	-15.017155	1
scaffold.25846	-4.2505555	-14.998263	1
scaffold.23662	-35.775967	-23.971745	1
scaffold.22225	-4.5094886	-15.093085	1
scaffold.60745	-3.0022807	-2.0201147	2
scaffold.60821	17.748884	-19.468342	2
scaffold.61927	17.748663	-19.469141	2
scaffold.60717	-4.767467	-1.0288771	2
scaffold.64681	14.964961	-16.271864	2
scaffold.62040	19.457363	-18.398037	2
scaffold.61009	19.457352	-18.398048	2
scaffold.62033	19.25551	-19.550539	2
scaffold.65051	19.255651	-19.550594	2
scaffold.65392	17.018385	-17.893192	2
scaffold.62796	17.018385	-17.893192	2
scaffold.63713	8.733523	-22.507277	2
scaffold.59998	8.056687	-15.798587	2
scaffold.61155	17.011065	-19.366116	2
scaffold.60103	17.815683	-19.515705	2
scaffold.60092	17.800163	-19.50888	2
scaffold.62031	16.952848	-19.37506	2
scaffold.61760	17.361633	-18.850023	2
scaffold.66619	15.467366	-18.560923	2
scaffold.66137	15.467373	-18.561024	2
scaffold.70532	17.806368	-19.489878	2
scaffold.63151	2.307043	-51.764816	2
scaffold.66124	-4.867234	-2.2094433	2
scaffold.61657	14.064475	-38.553314	2
scaffold.81887	1.6622093	-25.794952	2
scaffold.78828	-3.5739696	-27.889692	2
scaffold.78832	-4.312091	-44.46933	2
scaffold.78827	-5.8465056	-42.653973	2
scaffold.104851	50.36684	4.0988708	2
scaffold.117068	17.596113	3.1770873	2
scaffold.131240	49.71252	4.542398	2
scaffold.59848	10.345893	-8.960694	2
scaffold.60358	12.650341	-4.5285044	2
scaffold.62291	16.441822	-9.492526	2
scaffold.60754	11.015544	-10.932804	2
scaffold.78877	-3.8877618	-14.713173	2
scaffold.85317	-1.9154681	-14.622291	2
scaffold.117198	50.18921	4.823462	2
scaffold.73504	15.401099	-17.458845	2
scaffold.63674	19.131384	-19.59392	2
scaffold.63779	2.0922656	-26.627232	2
scaffold.61535	10.223308	-12.151796	2
scaffold.78018	10.232952	-12.094427	2
scaffold.70115	9.279336	-23.75743	2
scaffold.71034	15.525798	-18.567932	2
scaffold.65390	12.9781065	-28.499907	2
scaffold.67877	13.922531	-38.54772	2
scaffold.62731	12.9657345	-28.636442	2
scaffold.60676	19.061285	-13.144575	2
scaffold.61006	2.3266582	-26.644386	2
scaffold.61290	-2.5691538	-42.038624	2
scaffold.65095	19.38193	-18.919806	2
scaffold.60652	19.503378	-18.226313	2
scaffold.63175	8.101929	-31.904285	2
scaffold.62287	13.245616	-27.708725	2
scaffold.62346	-4.9441967	-2.3024457	2
scaffold.64488	8.206484	-5.896761	2
scaffold.61731	22.899055	-48.916313	2
scaffold.90794	-26.562023	-25.211092	2
scaffold.82578	-16.389805	-19.142485	2
scaffold.78868	-14.60082	-14.681341	2
scaffold.80409	1.4623828	-26.639805	2
scaffold.79837	-23.35839	-36.87698	2
scaffold.81737	14.810049	-57.209145	2
scaffold.79578	-5.792257	-48.838886	2
scaffold.81258	-4.446213	-43.23992	2
scaffold.80295	-25.661974	-26.094763	2
scaffold.83236	-2.4548736	-29.444347	2
scaffold.79653	-25.006712	-24.078062	2
scaffold.85413	-4.0020313	-41.666206	2
scaffold.79925	-17.758595	-36.33147	2
scaffold.80298	-0.99163896	-40.6538	2
scaffold.82426	-5.546848	-42.4796	2
scaffold.94734	44.916813	14.005985	2
scaffold.102134	39.963318	18.99693	2
scaffold.103930	39.68331	18.928648	2
scaffold.114145	56.544033	25.260538	2
scaffold.157204	-5.584479	-28.778315	2
scaffold.157206	-6.423083	-39.99411	2
scaffold.78016	10.50146	-9.36912	2
scaffold.61144	12.36957	-4.8478103	2
scaffold.60166	12.427701	-4.9715896	2
scaffold.61825	12.671611	-4.5592895	2
scaffold.64545	14.958047	-54.484352	2
scaffold.60812	16.643074	-9.705771	2
scaffold.60730	14.367882	-30.264332	2
scaffold.61010	12.332545	-4.900253	2
scaffold.61854	16.07424	-11.014161	2
scaffold.62873	26.952377	-15.667572	2
scaffold.84640	14.210115	-53.85253	2
scaffold.81618	15.799682	-11.697598	2
scaffold.106168	56.51699	25.204128	2
scaffold.59999	7.839397	-15.780265	2
scaffold.67128	-17.651026	-59.6972	2
scaffold.70783	-3.9158008	-61.5681	2
scaffold.70260	18.312864	-14.859767	2
scaffold.70143	39.864025	-5.6034875	2
scaffold.86650	-5.1746707	3.6261554	2
scaffold.81952	34.018555	-0.63390934	2
scaffold.65494	14.429712	-59.316723	2
scaffold.61146	15.516409	-17.414726	2
scaffold.87542	-18.020756	-65.15195	3
scaffold.112278	5.6601233	-32.338554	3
scaffold.110934	5.3118353	-32.324245	3
scaffold.95547	-29.638668	2.9118981	3
scaffold.101307	-36.330105	4.9639697	3
scaffold.84460	-14.574074	53.955208	3
scaffold.62313	-30.576677	-4.9421477	3
scaffold.169097	-40.21401	22.8474	3
scaffold.147341	-51.949966	25.04805	3
scaffold.62147	-0.36084977	-10.169737	3
scaffold.103049	-3.4507267	-22.363815	3
scaffold.67311	0.18611687	21.117937	3
scaffold.61349	21.532265	18.39086	3
scaffold.102975	-32.149254	3.842257	3
scaffold.111504	-37.38922	-2.1944704	3
scaffold.107219	-37.494846	-2.8748019	3
scaffold.104864	-31.27578	-51.66052	3
scaffold.134824	-42.98462	-4.373632	3
scaffold.92174	-30.952183	-53.075912	3
scaffold.101000	-59.754707	-35.97774	3
scaffold.109634	-43.15779	12.767062	3
scaffold.169220	-49.30295	38.40974	3
scaffold.64660	15.331197	0.41113028	3
scaffold.68796	-0.6291851	-4.1673007	3
scaffold.85769	16.084753	19.136616	3
scaffold.70858	-0.04735158	1.1774372	3
scaffold.85194	18.032593	51.37524	3
scaffold.80732	18.032593	51.37524	3
scaffold.83591	14.562384	56.324257	3
scaffold.95420	-38.395756	6.9829926	3
scaffold.104478	5.8448615	26.633835	3
scaffold.64390	14.531495	56.136593	3
scaffold.61587	3.4070184	-0.62877107	3
scaffold.79022	-54.111217	13.072015	3
scaffold.93235	-33.90575	-50.759567	3
scaffold.111295	-32.381844	3.8253052	3
scaffold.100938	-33.925278	2.0038593	3
scaffold.112112	-41.668636	11.259781	3
scaffold.102575	-44.207054	23.398865	3
scaffold.60631	3.5671308	-0.9180979	3
scaffold.86062	-39.739254	-3.5159867	3
scaffold.109486	-42.691017	18.545744	3
scaffold.110488	-42.72281	13.636339	3
scaffold.109280	-38.521645	-0.78669196	3
scaffold.109236	-42.351868	11.902779	3
scaffold.109241	-36.41465	-0.70300424	3
scaffold.135711	-37.152473	-1.6591679	3
scaffold.109167	-44.197834	23.342155	3
scaffold.111244	-41.935276	17.504162	3
scaffold.111053	-40.10938	8.639073	3
scaffold.94442	-35.35153	-1.7911197	3
scaffold.109702	-33.749718	-20.121334	3
scaffold.73771	9.839994	54.439022	3
scaffold.80915	-1.6084201	28.913694	3
scaffold.80916	-1.608361	28.913723	3
scaffold.80610	-23.436619	23.491789	3
scaffold.102519	-28.994576	16.139297	3
scaffold.100896	-33.367916	20.019289	3
scaffold.62833	-2.239494	18.320412	3
scaffold.84437	-22.869123	-2.7500918	3
scaffold.109751	-30.213612	13.413899	3
scaffold.109434	-30.828835	20.65388	3
scaffold.107004	-29.007925	16.16914	3
scaffold.65855	-1.5752614	17.961548	3
scaffold.89606	-26.956192	0.082966365	3
scaffold.85527	-22.898724	-2.0248191	3
scaffold.110268	-25.584448	18.65115	3
scaffold.66801	-1.8690813	17.73945	3
scaffold.66498	-2.2401452	17.479816	3
scaffold.85798	-7.1325364	10.971283	3
scaffold.84439	-22.845577	-2.667287	3
scaffold.109064	-25.33047	18.599373	3
scaffold.109206	-30.216963	13.40301	3
scaffold.67690	-5.0031333	22.077822	3
scaffold.109324	-25.6461	17.065222	3
scaffold.84266	-25.992144	3.1666455	3
scaffold.110601	-25.9534	2.8314128	3
scaffold.118382	-29.44951	16.635748	3
scaffold.67020	-7.9889984	-5.9529595	3
scaffold.89440	-26.486643	2.391209	3
scaffold.98426	-22.853184	10.622359	3
scaffold.109679	-25.38044	1.1066257	3
scaffold.65411	-1.5384977	17.83848	3
scaffold.83719	-26.990046	0.08508757	3
scaffold.67084	-2.075331	17.29669	3
scaffold.88089	-7.120118	10.98881	3
scaffold.67178	-4.995367	22.024143	3
scaffold.135670	-43.157017	-4.2514606	3
scaffold.137796	-32.469128	3.717886	3
scaffold.134205	-43.385365	-4.125207	3
scaffold.82762	15.009227	0.14367181	3
scaffold.88302	-45.944633	-18.11896	3
scaffold.109521	-45.94128	-18.10857	3
scaffold.86061	-45.82169	-18.24527	3
scaffold.94706	-30.594894	-53.265446	3
scaffold.107179	-32.444244	-48.83761	3
scaffold.138604	-23.3189	-5.649182	3
scaffold.110264	-23.320679	-5.6286116	3
scaffold.109066	-35.920692	-24.837374	3
scaffold.87457	-20.516346	-57.36001	3
scaffold.84254	1.8163533	10.099883	3
scaffold.141364	10.407648	-42.119324	4
scaffold.163336	10.42755	-42.28275	4
scaffold.162848	-26.052105	-28.555456	4
scaffold.162600	-40.41533	32.447952	4
scaffold.162860	-25.880611	-28.526705	4
scaffold.134056	35.56862	-43.606197	4
scaffold.162853	-25.906204	-29.829967	4
scaffold.159193	-40.41586	32.46159	4
scaffold.163046	-25.572685	-30.036678	4
scaffold.164087	-26.128717	-29.850412	4
scaffold.164121	-25.563234	-30.126682	4
scaffold.153700	-11.635068	-26.770597	4
scaffold.133233	35.585205	-43.604557	4
scaffold.143176	15.055385	-2.1074147	4
scaffold.163887	-40.41441	32.45432	4
scaffold.155289	-11.631834	-26.776356	4
scaffold.225136	-27.727215	31.118158	4
scaffold.129583	15.045879	-2.1173844	4
scaffold.142884	15.100425	-2.04609	4
scaffold.222371	-25.950493	-28.607365	4
scaffold.222441	-26.409788	-29.779856	4
scaffold.189282	-29.858501	-36.871647	4
scaffold.140398	18.7939	-19.55552	4
scaffold.138445	17.23841	-18.428553	4
scaffold.140381	17.220253	-19.087227	4
scaffold.140303	17.35196	-18.77534	4
scaffold.127875	60.342182	-11.476693	4
scaffold.128419	44.348095	14.073914	4
scaffold.158334	-1.0404327	-23.369675	4
scaffold.156946	-4.1728244	-26.800743	4
scaffold.187934	58.97829	-1.0007987	4
scaffold.162627	-2.3213942	-23.577148	4
scaffold.205084	8.733995	-20.682571	4
scaffold.234112	-5.2883863	-28.590574	4
scaffold.151512	-3.8371065	-4.767719	4
scaffold.130110	17.635921	-8.948027	4
scaffold.139282	12.665802	-39.078465	4
scaffold.140019	60.30156	-12.124517	4
scaffold.193639	3.2681358	31.461771	4
scaffold.159254	-1.0434676	-23.638788	4
scaffold.163582	-20.696762	6.4381566	4
scaffold.133705	13.788863	-4.328166	4
scaffold.145701	13.826591	-4.274893	4
scaffold.125758	12.723991	-4.5700536	4
scaffold.125754	13.772754	-4.340956	4
scaffold.165929	-15.117835	-7.9477034	4
scaffold.160854	-14.8471365	-7.7567587	4
scaffold.212091	8.727808	-20.657082	4
scaffold.160962	-3.8994768	-14.658827	4
scaffold.162264	-15.352222	-8.213228	4
scaffold.181671	-24.060673	-28.927984	4
scaffold.160878	-17.799768	-39.385143	4
scaffold.154249	-18.624134	-43.708435	4
scaffold.141087	14.647126	-21.244036	4
scaffold.127660	11.777205	-53.87049	4
scaffold.164508	-1.8193917	-31.244091	4
scaffold.166409	0.34146973	-52.701614	4
scaffold.127666	37.1383	-55.452118	4
scaffold.135314	-2.4717772	-60.811707	4
scaffold.132222	21.2328	-20.498148	4
scaffold.131151	41.792816	-31.766424	4
scaffold.164175	-12.163795	-26.640965	4
scaffold.162551	0.3343797	-52.735237	4
scaffold.164022	0.33180138	-52.7445	4
scaffold.151984	15.356344	-17.32926	4
scaffold.134903	-5.709242	-54.397774	4
scaffold.131403	5.8205056	-59.63118	4
scaffold.136428	-10.4164505	-60.464092	4
scaffold.152009	25.304867	-22.295868	4
scaffold.137507	13.573892	7.5675097	4
scaffold.131273	42.211735	-35.55377	4
scaffold.139346	34.15853	-36.452507	4
scaffold.131278	10.477223	-39.842335	4
scaffold.136212	-20.935955	-62.09543	4
scaffold.139600	21.239496	-20.497513	4
scaffold.152287	19.29021	-19.658054	4
scaffold.151867	25.279783	-22.325441	4
scaffold.134544	42.15241	-35.649387	4
scaffold.142738	22.507618	-23.58033	4
scaffold.142860	16.515696	-9.76466	4
scaffold.132394	22.511131	-23.56619	4
scaffold.231822	2.661488	-29.528402	4
scaffold.135262	35.757828	-47.580944	4
scaffold.150807	25.592123	-21.913115	4
scaffold.132593	22.514812	-23.568956	4
scaffold.126642	19.047071	-50.605362	4
scaffold.150802	25.70004	-21.994528	4
scaffold.150808	25.589895	-21.88374	4
scaffold.150805	25.616505	-21.934473	4
scaffold.186534	1.4513656	-29.936333	4
scaffold.186533	1.6334211	-29.950485	4
scaffold.187513	0.6180277	-28.365313	4
scaffold.187512	0.47618288	-28.186422	4
scaffold.192931	-1.6604526	-38.665264	4
scaffold.188089	17.753931	-8.963551	4
scaffold.150813	25.595001	-21.927036	4
scaffold.135376	37.448242	-34.910683	4
scaffold.192247	0.58201283	-28.317379	4
scaffold.189278	0.479468	-28.179697	4
scaffold.201471	0.46565464	-28.18572	4
scaffold.187863	0.47342122	-28.184278	4
scaffold.287696	-53.11435	-33.14213	5
scaffold.162773	-49.9283	-53.310966	5
scaffold.223888	-54.358105	-24.691654	5
scaffold.226610	-51.74265	-28.462425	5
scaffold.224655	-21.667215	-47.771423	5
scaffold.181658	17.617332	9.636537	5
scaffold.185724	39.02069	43.62852	5
scaffold.162472	-49.849415	-53.300064	5
scaffold.181666	-45.313656	45.205944	5
scaffold.158610	-10.47876	-7.6353693	5
scaffold.182508	-45.3389	45.182903	5
scaffold.181801	-45.346516	45.172993	5
scaffold.181900	-45.3371	45.183987	5
scaffold.182058	-45.337067	45.183975	5
scaffold.183656	-41.626095	-57.58059	5
scaffold.224455	-58.985954	-0.8899941	5
scaffold.221516	-57.623867	-0.40532634	5
scaffold.127260	45.84725	-41.05736	5
scaffold.151856	12.944871	-1.9235085	5
scaffold.161907	26.709791	-61.983097	5
scaffold.212856	-57.350098	-22.620508	5
scaffold.181883	-7.8092017	-2.5196495	5
scaffold.202301	-32.41276	19.675201	5
scaffold.160180	-38.064766	35.14042	5
scaffold.161173	-38.064816	35.140453	5
scaffold.194412	37.73583	21.487724	5
scaffold.195083	37.718555	21.518436	5
scaffold.226879	-48.583973	11.219048	5
scaffold.193128	-49.730022	11.314657	5
scaffold.174837	-6.912483	27.334965	5
scaffold.155638	-6.864739	27.27198	5
scaffold.192321	-49.274498	11.468942	5
scaffold.169610	-3.9510565	16.856047	5
scaffold.153647	-46.088013	23.133995	5
scaffold.155068	-45.97368	23.06416	5
scaffold.153834	-38.91794	9.448158	5
scaffold.153557	-46.24917	23.868565	5
scaffold.137138	0.048031487	21.36827	5
scaffold.189157	-32.576782	-53.690277	5
scaffold.130307	-0.14864254	-12.297028	5
scaffold.126293	14.347949	26.057402	5
scaffold.126292	14.347949	26.057402	5
scaffold.164109	-16.801157	0.08787607	5
scaffold.188439	-17.17193	-24.770746	5
scaffold.192677	-49.259804	11.398292	5
scaffold.195154	-46.821808	8.289862	5
scaffold.192958	-46.60939	8.055592	5
scaffold.126111	-3.4353433	17.3798	5
scaffold.130309	-0.16632116	-12.243312	5
scaffold.130308	-0.20437776	-12.220765	5
scaffold.165004	-3.2400267	-7.642789	5
scaffold.163217	-0.2226826	-13.242902	5
scaffold.224135	-47.914604	11.781969	5
scaffold.130946	5.343189	37.947346	5
scaffold.162959	-15.033822	-60.04558	5
scaffold.136659	-8.736464	-5.3038936	5
scaffold.171567	-41.84317	-30.479593	5
scaffold.162631	-29.635647	2.8201382	5
scaffold.195148	-30.628155	-39.015633	5
scaffold.200436	-27.05016	-44.772873	5
scaffold.200935	-26.998558	-44.805588	5
scaffold.200917	-49.110157	10.625269	5
scaffold.193269	-12.520062	-24.378437	5
scaffold.192562	-38.931824	-38.867092	5
scaffold.214350	-32.755436	37.793236	5
scaffold.224731	-49.09367	10.761597	5
scaffold.163390	-33.567574	-29.796297	5
scaffold.162916	-38.200073	-38.06564	5
scaffold.192657	-33.90495	-28.205746	5
scaffold.195183	-46.79727	8.579422	5
scaffold.183580	-6.9404535	19.229485	5
scaffold.163454	-25.635677	-59.18687	5
scaffold.162497	-22.8292	-58.83142	5
scaffold.171079	-28.740551	1.3962896	5
scaffold.164643	-8.670295	-66.348335	5
scaffold.162817	-10.505553	-64.48786	5
scaffold.178381	-18.069124	-17.112394	5
scaffold.165037	-53.637928	47.42225	5
scaffold.140253	-2.3455873	-6.2370358	5
scaffold.145485	-3.113336	18.645067	5
scaffold.149322	-1.1993567	20.618156	5
scaffold.158667	-12.122424	-21.662727	5
scaffold.196953	-34.988495	-36.72841	5
scaffold.159908	-24.886759	-0.20579107	5
scaffold.181451	-23.235964	-12.257262	5
scaffold.166315	-22.79903	-58.949875	5
scaffold.162901	-22.699722	-58.97192	5
scaffold.158670	-12.110333	-21.704681	5
scaffold.162487	-32.527325	-37.28042	5
scaffold.200443	-8.592492	5.749954	5
scaffold.228187	-29.692314	37.024258	5
scaffold.161052	-24.852962	2.526943	5
scaffold.140216	-2.3322878	-6.1943054	5
scaffold.162747	-26.929667	-31.62073	5
scaffold.173564	-26.307125	-43.77059	5
scaffold.163579	-0.42606187	-13.2326975	5
scaffold.194106	-29.792315	24.608227	5
scaffold.172020	-28.422913	-9.55431	5
scaffold.172018	-28.42253	-9.649157	5
scaffold.159971	-19.903957	-28.606133	5
scaffold.164698	-20.098852	-63.948433	5
scaffold.243621	20.460989	-1.0321736	6
scaffold.243681	52.48293	-27.100819	6
scaffold.234536	58.744865	-22.144777	6
scaffold.231711	52.17139	-31.673607	6
scaffold.243194	20.472506	-1.0522721	6
scaffold.235153	58.764614	-22.140228	6
scaffold.243270	19.2792	-25.829138	6
scaffold.232847	32.725998	20.51095	6
scaffold.231123	49.795963	-3.7429152	6
scaffold.217298	33.593975	-17.219128	6
scaffold.223531	49.3002	41.638927	6
scaffold.269851	14.351913	37.1928	6
scaffold.214198	0.27614543	10.481318	6
scaffold.222863	7.3589106	40.02614	6
scaffold.216626	34.116177	-22.461102	6
scaffold.243428	56.59425	-27.535944	6
scaffold.280558	51.04891	14.172458	6
scaffold.294351	51.45886	13.881199	6
scaffold.242466	39.149765	-32.75641	6
scaffold.218623	26.317554	19.875015	6
scaffold.242061	59.026447	-22.051826	6
scaffold.214805	48.098843	-0.6108042	6
scaffold.218179	42.081757	35.335426	6
scaffold.216291	48.047344	-0.6577901	6
scaffold.219305	50.0505	0.09832707	6
scaffold.219657	49.750134	-1.3045219	6
scaffold.216296	48.171528	-0.50785315	6
scaffold.216290	48.168312	-0.49623314	6
scaffold.224832	42.792473	35.177143	6
scaffold.224837	45.585632	-4.6440396	6
scaffold.222249	36.475857	19.00076	6
scaffold.225576	38.84458	-3.3555667	6
scaffold.233671	51.983864	-12.682944	6
scaffold.235175	30.684147	-15.660648	6
scaffold.274897	48.289124	-8.880231	6
scaffold.274890	48.22353	-8.965387	6
scaffold.275621	49.38724	-9.411889	6
scaffold.215053	42.492992	-10.863393	6
scaffold.215057	42.858387	-10.776045	6
scaffold.233451	44.006927	-8.096029	6
scaffold.221098	30.822407	-15.716531	6
scaffold.223532	8.635695	3.9304225	6
scaffold.214325	53.27945	-17.537779	6
scaffold.229642	29.084192	-25.384428	6
scaffold.215052	26.723244	-25.32452	6
scaffold.216100	28.589294	-25.330633	6
scaffold.221845	27.92426	-27.318928	6
scaffold.218160	43.323105	-17.446314	6
scaffold.219303	27.49455	-21.161112	6
scaffold.230578	27.929222	-27.0303	6
scaffold.294698	59.036926	-1.1270788	6
scaffold.221172	12.4468155	-39.772	6
scaffold.276879	7.640125	-37.734962	6
scaffold.222170	34.53252	-26.379372	6
scaffold.231445	34.542534	-26.371235	6
scaffold.241256	39.18701	-38.416656	6
scaffold.219659	27.963652	-27.025438	6
scaffold.241257	39.24249	-38.308006	6
scaffold.226496	18.109882	-22.98816	6
scaffold.243096	27.434647	-20.929516	6
scaffold.216693	45.061184	-38.784283	6
scaffold.218418	46.100704	-21.24056	6
scaffold.282645	21.247541	21.83499	6
scaffold.235266	38.864845	-11.857218	6
scaffold.235427	17.863018	-25.331861	6
scaffold.223708	55.075974	-25.14164	6
scaffold.220091	48.836384	-42.45196	6
scaffold.225749	44.489357	-38.630367	6
scaffold.219274	37.836857	-29.673815	6
scaffold.243333	29.012062	65.575096	6
scaffold.243250	29.060434	65.61055	6
scaffold.272697	29.0763	65.60095	6
scaffold.252451	41.39009	58.11412	6
scaffold.273179	29.129446	65.47771	6
scaffold.272375	28.965942	65.27626	6
scaffold.218835	8.019477	52.14681	6
scaffold.250454	35.53462	4.8126493	6
scaffold.226474	32.3452	1.0398811	6
scaffold.214284	41.448406	10.353296	6
scaffold.252509	50.273937	-16.4558	6
scaffold.265009	63.402966	1.1378587	6
scaffold.221456	38.24807	30.405603	6
scaffold.252990	36.33579	29.019896	6
scaffold.218130	44.495487	-10.204217	6
scaffold.234541	64.065025	10.892641	6
scaffold.234602	64.31557	11.272742	6
scaffold.241905	59.5875	31.338732	6
scaffold.260476	44.09126	37.963642	6
scaffold.272203	57.277416	-19.196085	6
scaffold.272199	57.276234	-19.189919	6
scaffold.223137	59.4842	-15.706631	6
scaffold.217162	59.46801	-15.715267	6
scaffold.220050	59.467705	-15.715953	6
scaffold.265123	59.460056	-15.720961	6
scaffold.214263	59.40991	-15.749346	6
scaffold.220053	59.409924	-15.749371	6
scaffold.216061	59.13317	-15.908153	6
scaffold.265773	66.81594	6.215551	6
scaffold.265776	66.78994	6.1452885	6
scaffold.235398	66.799965	5.9995127	6
scaffold.218793	28.755167	21.136908	6
scaffold.326147	74.311295	-7.098198	7
scaffold.346508	16.573902	41.04628	7
scaffold.332830	69.070244	19.829208	7
scaffold.367361	53.794285	40.02322	7
scaffold.321987	-3.4314134	69.92732	7
scaffold.350266	-30.485647	44.001553	7
scaffold.360538	3.5105207	-25.732206	7
scaffold.369463	-6.437119	62.30152	7
scaffold.350050	54.749268	-39.09554	7
scaffold.350755	33.24828	-9.151229	7
scaffold.350948	33.24828	-9.151229	7
scaffold.337535	-20.009312	-40.29856	7
scaffold.326821	4.1942077	-39.78167	7
scaffold.336941	-20.011684	-40.2994	7
scaffold.369068	16.574419	41.04417	7
scaffold.356559	-7.264381	7.1612706	7
scaffold.306149	-15.5402355	29.197845	7
scaffold.331860	-15.537362	29.194689	7
scaffold.339077	-5.3141947	49.154736	7
scaffold.309805	61.704975	-13.073381	7
scaffold.387199	-7.2634835	7.1594653	7
scaffold.302988	-0.80850023	23.35636	7
scaffold.315743	18.80023	19.40952	7
scaffold.303921	35.840534	11.156831	7
scaffold.351556	-30.495514	44.024483	7
scaffold.303941	-10.369402	28.395327	7
scaffold.317934	46.106506	38.59785	7
scaffold.337150	-16.52159	45.249107	7
scaffold.318030	17.969229	4.3346553	7
scaffold.360898	36.457592	41.124542	7
scaffold.337590	-14.724426	3.3826227	7
scaffold.302870	45.917538	38.413113	7
scaffold.338575	36.16782	30.475613	7
scaffold.323443	-53.621784	19.38764	7
scaffold.307262	58.228935	-30.639	7
scaffold.326897	57.864506	-25.570906	7
scaffold.318737	55.959778	-27.381626	7
scaffold.338074	16.115978	8.807117	7
scaffold.324202	34.588028	-37.918674	7
scaffold.317937	10.073847	54.051807	7
scaffold.303018	52.298748	-35.59005	7
scaffold.303017	52.339798	-35.53379	7
scaffold.303010	52.352566	-35.51444	7
scaffold.326599	54.079037	-33.26439	7
scaffold.304268	40.703796	-44.194885	7
