scaffold_id	structure	bms	sk_struct	idx	closest_order	bucket_id	embedded_hs_coordinates	Dim_1	Dim_2
scaffold.294351	O=C1C=C2OCC(n3cc(-c4ccccc4)nn3)c3cccc(c32)C1=O	O=C1C=C2OCC(n3cc(-c4ccccc4)nn3)c3cccc(c32)C1=O	24 0 0 5 0 6 4 1 6 0 0 1 5 6 0 0 3 3 0 2 1 0 2 0 1 2 5 1 3 5 2 5	523	34967	41209	206;194	206	194
scaffold.242466	c1ccc(-c2cn3c(-c4ccc5c(c4)OCO5)cnc3cn2)cc1	c1ccc(-c2cn3c(-c4ccc5c(c4)OCO5)cnc3cn2)cc1	24 0 0 5 0 6 4 1 7 0 0 2 5 5 0 0 2 3 0 0 0 2 5 0 0 0 5 2 2 9 0 9	524	34968	41210	206;195	206	195
scaffold.218623	c1ccc(C2=NN(c3nc4nc5ccccc5nc4s3)CC2)cc1	c1ccc(C2=NN(c3nc4nc5ccccc5nc4s3)CC2)cc1	24 0 0 5 0 6 4 1 8 0 1 0 7 6 0 1 0 5 0 1 0 5 5 0 1 0 3 4 0 8 0 8	525	34969	41211	207;195	207	195
scaffold.242061	c1ccc(-c2ncn3ncnc(N4CCc5[nH]ncc5C4)c23)cc1	c1ccc(-c2ncn3ncnc(N4CCc5[nH]ncc5C4)c23)cc1	24 0 0 5 0 6 4 1 11 0 0 0 11 7 0 0 0 7 0 2 0 3 3 0 0 0 6 1 5 8 0 8	526	34970	41212	207;194	207	194
scaffold.214805	c1ccc(-c2ccc3c(c2)CCc2cc4ccccc4nc2-3)cc1	c1ccc(-c2ccc3c(c2)CCc2cc4ccccc4nc2-3)cc1	24 0 0 5 0 6 4 2 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 5 3 2 10 0 10	527	34971	41213	207;193	207	193
scaffold.218179	c1ccc([C@H]2Cc3ccccc3-c3ncc4ccccc4c32)cc1	c1ccc([C@H]2Cc3ccccc3-c3ncc4ccccc4c32)cc1	24 0 0 5 0 6 4 2 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 7 1 7 11 0 11	528	34972	41215	206;192	206	192
scaffold.216291	c1ccc(-c2ccc3c(n2)CCc2cc4ccccc4nc2-3)cc1	c1ccc(-c2ccc3c(n2)CCc2cc4ccccc4nc2-3)cc1	24 0 0 5 0 6 4 2 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 5 3 2 10 0 10	529	34973	41216	207;192	207	192
scaffold.219305	c1ccc(-c2ccc(-c3n[nH]c4c3Cc3ccccc3-4)cc2)cc1	c1ccc(-c2ccc(-c3n[nH]c4c3Cc3ccccc3-4)cc2)cc1	24 0 0 5 0 6 4 2 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 0 0 6 1 4 9 0 9	530	34974	41217	208;192	208	192
scaffold.219657	c1ccc(-c2c3c(nc4ccccc24)-c2ccccc2OC3)cc1	c1ccc(-c2c3c(nc4ccccc24)-c2ccccc2OC3)cc1	24 0 0 5 0 6 4 2 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 7 1 7 10 0 10	531	34975	41218	208;193	208	193
scaffold.216296	c1ccc(-c2ccc3c(c2)SCc2cc4ccccc4nc2-3)cc1	c1ccc(-c2ccc3c(c2)SCc2cc4ccccc4nc2-3)cc1	24 0 0 5 0 6 4 2 2 0 1 0 1 2 0 1 0 1 0 0 0 0 0 0 0 0 5 3 2 10 0 10	532	34976	41219	209;193	209	193
scaffold.216290	c1ccc(-c2ccc3c(c2)CSc2cc4ccccc4nc2-3)cc1	c1ccc(-c2ccc3c(c2)CSc2cc4ccccc4nc2-3)cc1	24 0 0 5 0 6 4 2 2 0 1 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 5 3 2 10 0 10	533	34977	41221	210;192	210	192
scaffold.224832	c1ccc(C2c3cncnc3Oc3ccc4ccccc4c32)cc1	c1ccc(C2c3cncnc3Oc3ccc4ccccc4c32)cc1	24 0 0 5 0 6 4 2 3 0 0 1 2 3 0 0 1 2 0 0 0 2 0 0 0 0 7 1 8 11 0 11	534	34978	41222	211;192	211	192
scaffold.224837	c1ccc(-c2nc3c(s2)CCc2onc(-c4ccccc4)c2-3)cc1	c1ccc(-c2nc3c(s2)CCc2onc(-c4ccccc4)c2-3)cc1	24 0 0 5 0 6 4 2 4 0 1 1 2 4 0 1 1 2 0 1 0 1 1 0 0 0 6 2 5 11 0 11	535	34979	41223	211;193	211	193
scaffold.222249	C1=C(c2nc3ccccc3[nH]2)C(c2ccccc2)n2nccc2N1	C1=C(c2nc3ccccc3[nH]2)C(c2ccccc2)n2nccc2N1	24 0 0 5 0 6 4 2 7 0 0 0 7 5 0 0 0 5 0 1 0 2 1 0 1 0 4 2 2 5 0 5	536	34980	41224	210;193	210	193
scaffold.225576	c1ccc(-[n+]2c(-c3cccs3)cn3c2CCc2ccccc2-3)cc1	c1ccc(-[n+]2c(-c3cccs3)cn3c2CCc2ccccc2-3)cc1	24 0 0 5 0 6 4 2 7 0 1 0 6 3 0 1 0 2 0 0 0 1 2 0 0 0 7 1 7 11 0 11	537	34981	41225	210;194	210	194
scaffold.233671	c1ccc(-c2cccc3c2ccc2c4ccccc4c[nH+]c32)cc1	c1ccc(-c2cccc3c2ccc2c4ccccc4c[nH+]c32)cc1	24 0 0 5 0 6 5 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 7 0 6 7 0 7	538	34982	41226	211;194	211	194
scaffold.235175	c1ccc2[nH]c(-c3ccc(-c4cc5ccccc5[nH]4)cc3)cc2c1	c1ccc2[nH]c(-c3ccc(-c4cc5ccccc5[nH]4)cc3)cc2c1	24 0 0 5 0 6 5 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 4 4 0 10 0 10	539	34983	41228	210;195	210	195
scaffold.274897	O=C1C=C(c2c[nH]c3ccccc23)C(=O)C=C1c1c[nH]c2ccccc12	O=C1C=C(c2c[nH]c3ccccc23)C(=O)C=C1c1c[nH]c2ccccc12	24 0 0 5 0 6 5 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 0 4 4 0 2 2 2 2	540	34984	41229	209;195	209	195
scaffold.274890	O=C1C(=O)C(c2c[nH]c3ccccc23)=CC=C1c1c[nH]c2ccccc12	O=C1C(=O)C(c2c[nH]c3ccccc23)=CC=C1c1c[nH]c2ccccc12	24 0 0 5 0 6 5 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 0 4 4 0 2 2 2 2	541	34984	41229	209;195	209	195
scaffold.275621	O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cccc2ccccc12	O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cccc2ccccc12	24 0 0 5 0 6 5 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 2 2 4 0 2 1 2 1	542	34986	41231	208;194	208	194
scaffold.215053	c1ccc2cc(-c3ccc(-c4cc5ccccc5o4)[nH]3)ccc2c1	c1ccc2cc(-c3ccc(-c4cc5ccccc5o4)[nH]3)ccc2c1	24 0 0 5 0 6 5 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 4 4 0 10 0 10	543	34987	41232	208;195	208	195
scaffold.215057	c1ccc2oc(-c3ccc(-c4cccc5ccccc45)[nH]3)cc2c1	c1ccc2oc(-c3ccc(-c4cccc5ccccc45)[nH]3)cc2c1	24 0 0 5 0 6 5 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 5 3 2 8 0 8	544	34988	41233	208;196	208	196
scaffold.233451	c1ccc(-c2ccc3cc[n+]4cc5ccccc5cc4c3c2)cc1	c1ccc(-c2ccc3cc[n+]4cc5ccccc5cc4c3c2)cc1	24 0 0 5 0 6 5 0 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 5 3 2 11 0 11	545	34989	41235	209;197	209	197
scaffold.221098	c1ccc2[nH]c(-c3cncc(-c4cc5ccccc5[nH]4)c3)cc2c1	c1ccc2[nH]c(-c3cncc(-c4cc5ccccc5[nH]4)c3)cc2c1	24 0 0 5 0 6 5 0 3 0 0 0 3 3 0 0 0 3 0 0 0 0 0 0 0 0 4 5 0 10 0 10	546	34990	41236	208;197	208	197
scaffold.223532	c1ccc(-c2nc(-c3ccc4oc5ccccc5c4c3)cs2)cc1	c1ccc(-c2nc(-c3ccc4oc5ccccc5c4c3)cs2)cc1	24 0 0 5 0 6 5 0 3 0 1 1 1 3 0 1 1 1 0 0 0 1 1 0 0 0 5 3 2 10 0 10	547	34991	41237	208;198	208	198
scaffold.214325	c1ccc(-c2n[n+]3ccccc3c3ccc4ccccc4c23)cc1	c1ccc(-c2n[n+]3ccccc3c3ccc4ccccc4c23)cc1	24 0 0 5 0 6 5 0 4 0 0 0 4 2 0 0 0 2 0 1 0 0 0 0 0 0 7 1 7 11 0 11	548	34992	41238	208;199	208	199
scaffold.229642	c1ccc(-c2ccc3[nH]c(-c4ccc5nc[nH]c5c4)nc3c2)cc1	c1ccc(-c2ccc3[nH]c(-c4ccc5nc[nH]c5c4)nc3c2)cc1	24 0 0 5 0 6 5 0 4 0 0 0 4 4 0 0 0 4 0 0 0 2 2 0 0 0 4 4 0 10 0 10	549	34993	41239	209;199	209	199
scaffold.215052	c1ccc2[nH]c(-c3ccc(-c4nc5ccccc5[nH]4)cc3)nc2c1	c1ccc2[nH]c(-c3ccc(-c4nc5ccccc5[nH]4)cc3)nc2c1	24 0 0 5 0 6 5 0 4 0 0 0 4 4 0 0 0 4 0 0 0 2 2 0 0 0 4 4 0 10 0 10	550	34993	41239	209;199	209	199
scaffold.216100	c1ccc(-c2nc3cc(-c4nc5ccccc5[nH]4)ccc3[nH]2)cc1	c1ccc(-c2nc3cc(-c4nc5ccccc5[nH]4)ccc3[nH]2)cc1	24 0 0 5 0 6 5 0 4 0 0 0 4 4 0 0 0 4 0 0 0 2 2 0 0 0 4 5 0 11 0 11	551	34995	41242	210;199	210	199
scaffold.221845	c1ccc(-c2ccc3c(-c4nc5ccccc5[nH]4)n[nH]c3c2)cc1	c1ccc(-c2ccc3c(-c4nc5ccccc5[nH]4)n[nH]c3c2)cc1	24 0 0 5 0 6 5 0 4 0 0 0 4 4 0 0 0 4 0 1 0 1 3 0 0 0 5 3 2 9 0 9	552	34996	41243	211;199	211	199
scaffold.218160	c1csc(-c2nc3cc4ccccc4cc3nc2-c2cccs2)c1	c1csc(-c2nc3cc4ccccc4cc3nc2-c2cccs2)c1	24 0 0 5 0 6 5 0 4 0 2 0 2 4 0 2 0 2 0 0 0 0 4 0 0 0 5 4 2 11 0 11	553	34997	41244	211;198	211	198
scaffold.219303	c1ccc(-c2nc3ccc(-c4nc5ccccc5s4)cc3s2)cc1	c1ccc(-c2nc3ccc(-c4nc5ccccc5s4)cc3s2)cc1	24 0 0 5 0 6 5 0 4 0 2 0 2 4 0 2 0 2 0 0 0 2 2 0 0 0 4 5 0 11 0 11	554	34998	41245	211;197	211	197
scaffold.230578	c1cncc(-c2ccc3[nH]nc(-c4nc5ccccc5[nH]4)c3c2)c1	c1cncc(-c2ccc3[nH]nc(-c4nc5ccccc5[nH]4)c3c2)c1	24 0 0 5 0 6 5 0 5 0 0 0 5 5 0 0 0 5 0 1 0 1 3 0 0 0 5 3 2 10 0 10	555	34999	41246	210;197	210	197
scaffold.294698	O=C1NC(=O)c2ccc(-n3cc(-c4ccccc4)cn3)c3cccc1c23	O=C1NC(=O)c2ccc(-n3cc(-c4ccccc4)cn3)c3cccc1c23	24 0 0 5 0 6 5 0 5 0 0 0 5 5 0 0 2 3 0 1 0 0 0 0 2 0 6 1 5 7 2 7	556	35000	41248	211;196	211	196
scaffold.221172	c1ccc(-c2nc(-c3nnco3)cc3c2[nH]c2ccccc23)cc1	c1ccc(-c2nc(-c3nnco3)cc3c2[nH]c2ccccc23)cc1	24 0 0 5 0 6 5 0 5 0 0 1 4 5 0 0 1 4 0 1 0 2 3 0 0 0 6 3 4 12 0 12	557	35001	41249	212;196	212	196
scaffold.276879	O=C1c2ccccc2C(=O)N1c1cccc(-c2nc3ccccc3o2)c1	O=C1c2ccccc2C(=O)N1c1cccc(-c2nc3ccccc3o2)c1	24 0 0 5 0 6 5 0 5 0 0 1 4 5 0 0 3 2 0 0 0 1 1 0 2 0 4 3 0 10 2 10	558	35002	41250	213;196	213	196
scaffold.222170	c1ccc2[nH]c(-c3ccc(-c4cn5ccccc5n4)cc3)nc2c1	c1ccc2[nH]c(-c3ccc(-c4cn5ccccc5n4)cc3)nc2c1	24 0 0 5 0 6 5 0 6 0 0 0 6 4 0 0 0 4 0 0 0 2 2 0 0 0 4 4 0 10 0 10	559	35003	41251	213;197	213	197
scaffold.231445	c1cc(-c2cn3ccccc3n2)cc(-c2nc3ccccc3[nH]2)c1	c1cc(-c2cn3ccccc3n2)cc(-c2nc3ccccc3[nH]2)c1	24 0 0 5 0 6 5 0 6 0 0 0 6 4 0 0 0 4 0 0 0 2 2 0 0 0 4 5 0 10 0 10	560	35004	41252	212;197	212	197
scaffold.241256	c1ccc(-c2nc3ccccn3c2-c2nc3ccccc3[nH]2)cc1	c1ccc(-c2nc3ccccn3c2-c2nc3ccccc3[nH]2)cc1	24 0 0 5 0 6 5 0 6 0 0 0 6 4 0 0 0 4 0 0 0 2 4 0 0 0 6 3 5 11 0 11	561	35005	41254	212;199	212	199
scaffold.219659	c1cncc(-c2cnc3[nH]nc(-c4nc5ccccc5[nH]4)c3c2)c1	c1cncc(-c2cnc3[nH]nc(-c4nc5ccccc5[nH]4)c3c2)c1	24 0 0 5 0 6 5 0 6 0 0 0 6 6 0 0 0 6 0 1 0 2 3 0 0 0 5 3 2 10 0 10	562	35006	41255	213;199	213	199
scaffold.241257	c1ccc(-c2nc3ncccn3c2-c2nc3ccccc3[nH]2)cc1	c1ccc(-c2nc3ncccn3c2-c2nc3ccccc3[nH]2)cc1	24 0 0 5 0 6 5 0 7 0 0 0 7 5 0 0 0 5 0 0 0 4 4 0 0 0 6 3 5 11 0 11	563	35007	41256	213;198	213	198
scaffold.226496	c1ccc(-n2c(-c3ccco3)nc3nc4ccccc4nc32)cc1	c1ccc(-n2c(-c3ccco3)nc3nc4ccccc4nc32)cc1	24 0 0 5 0 6 5 0 7 0 0 1 6 5 0 0 1 4 0 0 0 3 7 0 0 0 6 3 5 12 0 12	564	35008	41257	214;198	214	198
scaffold.243096	c1ccc2sc(-c3ccc(-n4nnc5ccccc54)cc3)nc2c1	c1ccc2sc(-c3ccc(-n4nnc5ccccc54)cc3)nc2c1	24 0 0 5 0 6 5 0 7 0 1 0 6 5 0 1 0 4 0 2 1 1 2 0 0 0 5 2 2 8 0 8	565	35009	41258	214;199	214	199
scaffold.216693	c1ccc(-c2ccc(-c3nc4c5nc[nH]c5ncn4n3)cc2)cc1	c1ccc(-c2ccc(-c3nc4c5nc[nH]c5ncn4n3)cc2)cc1	24 0 0 5 0 6 5 0 8 0 0 0 8 6 0 0 0 6 0 1 0 5 4 0 0 0 5 2 2 9 0 9	566	35010	41259	215;199	215	199
scaffold.218418	c1ccc(-c2nn3ccccc3c2-c2cc3cn[nH]c3nn2)cc1	c1ccc(-c2nn3ccccc3c2-c2cc3cn[nH]c3nn2)cc1	24 0 0 5 0 6 5 0 8 0 0 0 8 6 0 0 0 6 0 3 0 1 0 0 0 0 6 2 5 10 0 10	567	35011	41261	215;197	215	197
scaffold.282645	O=C1c2cnc3c(cnn3-c3ccccc3)c2C(=O)N1c1ccccc1	O=C1c2cnc3c(cnn3-c3ccccc3)c2C(=O)N1c1ccccc1	24 0 0 5 0 6 5 0 8 0 0 0 8 6 0 0 2 4 0 1 0 1 0 0 2 0 6 0 4 10 2 10	568	35012	41262	214;197	214	197
scaffold.235266	c1[nH]nnc1-c1ccc2ccc3ccc(-c4c[nH]nn4)nc3c2n1	c1[nH]nnc1-c1ccc2ccc3ccc(-c4c[nH]nn4)nc3c2n1	24 0 0 5 0 6 5 0 8 0 0 0 8 8 0 0 0 8 0 4 2 0 5 0 0 0 5 2 2 10 0 10	569	35013	41263	214;196	214	196
scaffold.235427	c1ccc2c(c1)nc(-c1nccs1)n2-c1ccc2cncnc2c1	c1ccc2c(c1)nc(-c1nccs1)n2-c1ccc2cncnc2c1	24 0 0 5 0 6 5 0 8 0 1 0 7 6 0 1 0 5 0 0 0 3 6 0 0 0 6 2 5 10 0 10	570	35014	41264	215;196	215	196
scaffold.223708	c1ccc(-c2cc3c(ncn4ncnc34)n2-c2ccccc2)cc1	c1ccc(-c2cc3c(ncn4ncnc34)n2-c2ccccc2)cc1	24 0 0 5 0 6 5 0 9 0 0 0 9 5 0 0 0 5 0 1 0 4 0 0 0 0 7 1 7 11 0 11	571	35015	41265	215;195	215	195
scaffold.220091	c1ccc(-c2cn(-c3ccccc3)c3ncn4ncnc4c23)cc1	c1ccc(-c2cn(-c3ccccc3)c3ncn4ncnc4c23)cc1	24 0 0 5 0 6 5 0 9 0 0 0 9 5 0 0 0 5 0 1 0 4 0 0 0 0 7 1 7 12 0 12	572	35016	41266	215;194	215	194
scaffold.225749	c1ccc(-c2nc3c4cnn(-c5ccccc5)c4ncn3n2)cc1	c1ccc(-c2nc3c4cnn(-c5ccccc5)c4ncn3n2)cc1	24 0 0 5 0 6 5 0 10 0 0 0 10 6 0 0 0 6 0 2 0 4 0 0 0 0 6 2 4 10 0 10	573	35017	41268	214;195	214	195
scaffold.219274	c1ccc(-c2nnc3n2ccc2nnc(-c4ccccc4)n23)cc1	c1ccc(-c2nnc3n2ccc2nnc(-c4ccccc4)n23)cc1	24 0 0 5 0 6 5 0 10 0 0 0 10 6 0 0 0 6 0 2 0 6 0 0 0 0 7 0 7 9 0 9	574	35018	41269	213;195	213	195
scaffold.243333	C1=C(c2cccnc2)C2CC[C@@H]3C4CCCCC[C@@H]4CC[C@H]3[C@@H]2C1	C1=C(c2cccnc2)C2CC[C@@H]3C4CCCCC[C@@H]4CC[C@H]3[C@@H]2C1	24 0 0 5 0 7 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 5 0 4 6 0 6	575	35019	41270	212;195	212	195
scaffold.243250	C1=C(c2cccnc2)C2CC[C@@H]3C4CCCCCN4CC[C@H]3[C@@H]2C1	C1=C(c2cccnc2)C2CC[C@@H]3C4CCCCCN4CC[C@H]3[C@@H]2C1	24 0 0 5 0 7 1 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 0 0 0 0 5 0 4 6 0 6	576	35020	41271	212;194	212	194
scaffold.272697	O=C1CCCCC2[C@H]3CCC4C(c5cccnc5)=CC[C@H]4[C@@H]3CCN12	O=C1CCCCC2[C@H]3CCC4C(c5cccnc5)=CC[C@H]4[C@@H]3CCN12	24 0 0 5 0 7 1 1 4 0 0 0 4 3 0 0 1 2 0 0 0 0 0 0 1 0 5 0 4 6 1 6	577	35021	41272	213;194	213	194
scaffold.252451	O=C1C=C2CC[C@@H]3C(=C2CC1)[C@@H](c1ccccc1)OCC1CCC[C@H]13	O=C1C=C2CC[C@@H]3C(=C2CC1)[C@@H](c1ccccc1)OCC1CCC[C@H]13	24 0 0 5 0 7 1 2 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 2 3 0 1 3 1 3	578	35022	41274	212;193	212	193
scaffold.273179	O=C1C=C2CC[C@@H]3[C@H](CCC4C(c5cccnc5)=CC[C@H]43)C2CCN1	O=C1C=C2CC[C@@H]3[C@H](CCC4C(c5cccnc5)=CC[C@H]43)C2CCN1	24 0 0 5 0 7 1 2 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 1 4 0 3 4 1 4	579	35023	41275	212;192	212	192
scaffold.272375	O=C1C=C2CC[C@H]3C4=CC=C(c5cccnc5)C4CC[C@@H]3C2CCN1	O=C1C=C2CC[C@H]3C4=CC=C(c5cccnc5)C4CC[C@@H]3C2CCN1	24 0 0 5 0 7 1 3 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 2 2 0 1 2 1 2	580	35024	41276	213;192	213	192
scaffold.218835	c1ccc2c(c1)NCCn1c-2c(C2CCCCC2)c2ccccc21	c1ccc2c(c1)NCCn1c-2c(C2CCCCC2)c2ccccc21	24 0 0 5 0 7 3 2 4 0 0 0 4 2 0 0 0 2 0 0 0 0 1 0 0 0 8 0 10 12 0 12	581	35025	41277	214;192	214	192
scaffold.250454	O=C1OCCN1c1ccc2c(c1)CCCc1c(-c3ccno3)n[nH]c1-2	O=C1OCCN1c1ccc2c(c1)CCCc1c(-c3ccno3)n[nH]c1-2	24 0 0 5 0 7 3 2 8 0 0 2 6 7 0 0 3 4 0 2 0 1 2 0 2 0 6 1 4 7 1 7	582	35026	41278	214;193	214	193
scaffold.226474	c1ccc(C2=C3CCCCn4c(-c5ccccc5)c[n+](c43)C2)cc1	c1ccc(C2=C3CCCCn4c(-c5ccccc5)c[n+](c43)C2)cc1	24 0 0 5 0 7 3 3 6 0 0 0 6 2 0 0 0 2 0 0 0 1 1 0 0 0 4 1 3 6 0 6	583	35027	41279	215;193	215	193
scaffold.214284	c1ccc2c(c1)Cn1c(cc3ccccc31)C(N1CCNCC1)=N2	c1ccc2c(c1)Cn1c(cc3ccccc31)C(N1CCNCC1)=N2	24 0 0 5 0 7 3 3 8 0 0 0 8 4 0 0 0 4 0 0 0 0 3 0 1 0 4 2 2 7 0 7	584	35028	41281	216;192	216	192
scaffold.252509	O=C1NCCNc2c1sc1ccc3nc(-c4ccccc4)ccc3c21	O=C1NCCNc2c1sc1ccc3nc(-c4ccccc4)ccc3c21	24 0 0 5 0 7 4 1 4 0 1 0 3 5 0 1 1 3 0 0 0 0 3 0 1 0 6 2 5 10 1 10	585	35029	41282	217;192	217	192
scaffold.265009	O=C1Cc2c([nH]c3ccccc23)-c2cc(-c3ccccc3)ccc2N1	O=C1Cc2c([nH]c3ccccc23)-c2cc(-c3ccccc3)ccc2N1	24 0 0 5 0 7 4 2 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 6 2 4 10 1 10	586	35030	41283	217;193	217	193
scaffold.221456	C1=C2C(=Nc3ccccc3SC2c2ccccc2)c2ccccc21	C1=C2C(=Nc3ccccc3SC2c2ccccc2)c2ccccc21	24 0 0 5 0 7 4 2 2 0 1 0 1 2 0 1 0 1 0 0 0 0 1 0 0 1 3 1 0 3 0 3	587	35031	41284	216;193	216	193
scaffold.252990	O=C1C2=C(Nc3ccccc3SC2c2ccccc2)c2ccccc21	O=C1C2=C(Nc3ccccc3SC2c2ccccc2)c2ccccc21	24 0 0 5 0 7 4 2 2 0 1 0 1 3 0 1 1 1 0 0 0 0 1 0 1 1 3 1 0 4 1 4	588	35032	41285	216;194	216	194
scaffold.218130	C1=C[N+]2=C(C=C(c3cccc4ccccc34)Oc3ccccc32)C1	C1=C[N+]2=C(C=C(c3cccc4ccccc34)Oc3ccccc32)C1	24 0 0 5 0 7 4 2 4 0 0 1 3 2 0 0 1 1 0 0 0 0 1 0 2 2 3 0 1 1 0 1	589	35033	41287	217;195	217	195
scaffold.234541	c1n[nH]c(-c2nc3c(s2)CCOc2cc(-c4cn[nH]c4)ccc2-3)n1	c1n[nH]c(-c2nc3c(s2)CCOc2cc(-c4cn[nH]c4)ccc2-3)n1	24 0 0 5 0 7 4 2 8 0 1 1 6 8 0 1 1 6 0 2 0 3 5 0 0 0 5 3 2 9 0 9	590	35034	41288	217;194	217	194
scaffold.234602	c1n[nH]c(-c2cn3c(n2)-c2ccc(-c4cn[nH]c4)cc2OCC3)n1	c1n[nH]c(-c2cn3c(n2)-c2ccc(-c4cn[nH]c4)cc2OCC3)n1	24 0 0 5 0 7 4 2 10 0 0 1 9 8 0 0 1 7 0 2 0 3 4 0 0 0 5 3 2 9 0 9	591	35035	41289	218;194	218	194
scaffold.241905	c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1	c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1	24 0 0 5 0 7 5 0 7 0 0 0 7 5 0 0 0 5 0 1 0 3 2 0 0 0 7 1 7 10 0 10	592	35036	41290	218;195	218	195
scaffold.260476	O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1OCO2)OCO3	O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1OCO2)OCO3	24 0 0 5 0 8 2 4 5 0 0 5 0 6 0 0 6 0 0 0 0 2 2 0 2 1 4 2 2 6 1 6	593	35037	41291	219;195	219	195
scaffold.272203	O=C1NC[C@@H]2CCCCNc3cnc4cccc(c4n3)-c3cc1c2[nH]3	O=C1NC[C@@H]2CCCCNc3cnc4cccc(c4n3)-c3cc1c2[nH]3	24 0 0 5 0 13 3 6 5 0 0 0 5 6 0 0 1 5 0 0 0 1 3 0 1 0 5 3 3 9 1 9	594	35038	41292	219;194	219	194
scaffold.272199	O=C1NC[C@@H]2CC=CCNc3cnc4cccc(c4n3)-c3cc1c2[nH]3	O=C1NC[C@@H]2CC=CCNc3cnc4cccc(c4n3)-c3cc1c2[nH]3	24 0 0 5 0 13 3 7 5 0 0 0 5 6 0 0 1 5 0 0 0 1 3 0 1 0 5 3 3 9 1 9	595	35039	41294	218;193	218	193
scaffold.223137	c1cc2cc3nc(cc4ccc(cc5nc(cc1[nH]2)CC5)[nH]4)CC3	c1cc2cc3nc(cc4ccc(cc5nc(cc1[nH]2)CC5)[nH]4)CC3	24 0 0 5 0 16 3 4 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 4 0 4	596	35040	41295	218;192	218	192
scaffold.217162	c1cc2cc3ccc(cc4ccc(cc5nc(cc1n2)CC5)[nH]4)[nH]3	C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)CC5)[nH]4)[nH]3	24 0 0 5 0 16 4 2 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 3 0 3	597	35041	41296	219;192	219	192
scaffold.220050	c1cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)CC4)[nH]3	C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)CC4)[nH]3	24 0 0 5 0 16 4 2 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 3 0 3	598	35041	41296	219;192	219	192
scaffold.265123	C=C1Cc2cc3ccc(cc4ccc(cc5ccc(cc1n2)[nH]5)n4)[nH]3	C=C1Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3	24 0 0 5 0 16 4 2 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 3 1 3	599	35043	41298	220;193	220	193
scaffold.214263	c1cc2cc3ccc(cc4ccc(cc5ccc(cc1n2)n5)[nH]4)[nH]3	C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3	24 0 0 5 0 16 5 0 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 2 0 2	600	35044	41299	221;193	221	193
scaffold.220053	c1cc2cc3ccc(cc4ccc(cc5ccc(cc1n2)[nH]5)n4)[nH]3	C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3	24 0 0 5 0 16 5 0 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 0 0 8 0 2 0 2	601	35044	41299	221;193	221	193
