scaffold_id	structure	bms	sk_struct	idx	closest_order	bucket_id	embedded_hs_coordinates	Dim_1	Dim_2
scaffold.15887	C(=C\c1ccccn1)\c1ccccc1	C(=C\c1ccccn1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	27	4976	93	13;3	13	3
scaffold.14840	C(=C/c1ccccn1)\c1ccccc1	C(=C/c1ccccn1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	28	4976	93	13;3	13	3
scaffold.17519	C(=C/c1cccc[nH+]1)\c1ccccc1	C(=C/c1cccc[nH+]1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	29	4976	93	13;3	13	3
scaffold.17502	C(=Cc1cccc[nH+]1)c1ccccc1	C(=Cc1cccc[nH+]1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	30	4976	93	13;3	13	3
scaffold.17494	C(=Cc1cc[nH+]cc1)c1ccccc1	C(=Cc1cc[nH+]cc1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	31	4976	93	13;3	13	3
scaffold.14842	C(=C/c1ccncc1)\c1ccccc1	C(=C/c1ccncc1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	32	4976	93	13;3	13	3
scaffold.15817	C(=C/c1cc[nH+]cc1)\c1ccccc1	C(=C/c1cc[nH+]cc1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	33	4976	93	13;3	13	3
scaffold.14825	C(=C/c1cccnc1)\c1ccccc1	C(=C/c1cccnc1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	34	4976	93	13;3	13	3
scaffold.14833	C(=C/c1ccc[nH+]c1)\c1ccccc1	C(=C/c1ccc[nH+]c1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	35	4976	93	13;3	13	3
scaffold.15776	C(=C\c1cccnc1)\c1ccccc1	C(=C\c1cccnc1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	36	4976	93	13;3	13	3
scaffold.19251	C(=Cc1cccnc1)c1ccccc1	C(=Cc1cccnc1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	37	4976	93	13;3	13	3
scaffold.15770	C(=N\c1ccccc1)\c1ccccc1	C(=N\c1ccccc1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	38	4976	93	13;3	13	3
scaffold.18059	C(=[NH+]/c1ccccc1)\c1ccccc1	C(=[NH+]/c1ccccc1)\c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	39	4976	93	13;3	13	3
scaffold.17517	C(=Nc1ccccc1)c1ccccc1	C(=Nc1ccccc1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	40	4976	93	13;3	13	3
scaffold.14837	c1ccc(CCc2cccnc2)cc1	c1ccc(CCc2cccnc2)cc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1	41	4990	93	13;3	13	3
scaffold.15339	c1ccc(C[NH2+]c2ccccc2)cc1	c1ccc(C[NH2+]c2ccccc2)cc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1	42	4990	93	13;3	13	3
scaffold.15252	c1ccc(CCc2ccccn2)cc1	c1ccc(CCc2ccccn2)cc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1	43	4990	93	13;3	13	3
scaffold.15607	c1ccc(CCc2ccncc2)cc1	c1ccc(CCc2ccncc2)cc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1	44	4990	93	13;3	13	3
scaffold.26165	C=C(Nc1ccccc1)c1ccccc1	C=C(Nc1ccccc1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1	45	4994	93	13;3	13	3
scaffold.22790	N=C(Nc1ccccc1)c1ccccc1	N=C(Nc1ccccc1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 2 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 1 1	46	4995	93	13;3	13	3
scaffold.27856	O=C(Cc1ccncc1)c1ccccc1	O=C(Cc1ccncc1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1	47	4996	93	13;3	13	3
scaffold.23460	O=C(Cc1ccccn1)c1ccccc1	O=C(Cc1ccccn1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1	48	4996	93	13;3	13	3
scaffold.22553	O=C(Cc1cccnc1)c1ccccc1	O=C(Cc1cccnc1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1	49	4996	93	13;3	13	3
scaffold.27154	O=C1C=CC(=CC=C2C=CNC=C2)C=C1	O=C1C=CC(=CC=C2C=CNC=C2)C=C1	14 2 3 2 0 6 2 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 2 7 0 0 0 0 3 0	50	4999	93	13;3	13	3
scaffold.23079	S=C(Nc1ccccc1)c1ccccc1	S=C(Nc1ccccc1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 2 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1	51	5000	93	13;3	13	3
scaffold.34771	O=C(C(=O)c1ccccn1)c1ccccc1	O=C(C(=O)c1ccccn1)c1ccccc1	14 2 3 2 0 6 2 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 1 2 1	52	5001	93	13;3	13	3
scaffold.39528	O=C1C=CC(=O)C(CNc2ccccc2)=C1	O=C1C=CC(=O)C(CNc2ccccc2)=C1	14 2 3 2 0 6 2 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 0 4 0 0 0 0 2 0	53	5002	93	13;3	13	3
scaffold.17363	c1ccc(C[SH+]c2ccccc2)cc1	c1ccc(C[SH+]c2ccccc2)cc1	14 2 3 2 0 6 2 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	54	5003	93	13;3	13	3
scaffold.20088	C(=N/c1ccccc1)\c1cccnc1	C(=N/c1ccccc1)\c1cccnc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	55	5004	93	13;3	13	3
scaffold.18094	C(=Nc1ccccc1)c1cccnc1	C(=Nc1ccccc1)c1cccnc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	56	5004	93	13;3	13	3
scaffold.15881	C(=N/c1ccccc1)\c1ccccn1	C(=N/c1ccccc1)\c1ccccn1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	57	5004	93	13;3	13	3
scaffold.19298	C(=N/c1ccccc1)\c1ccncc1	C(=N/c1ccccc1)\c1ccncc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	58	5004	93	13;3	13	3
scaffold.18198	C(=[NH+]/c1ccccc1)\c1ccncc1	C(=[NH+]/c1ccccc1)\c1ccncc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	59	5004	93	13;3	13	3
scaffold.15464	C(=C/c1ccccn1)\c1ccccn1	C(=C/c1ccccn1)\c1ccccn1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	60	5004	93	13;3	13	3
scaffold.15870	C(=C/c1cccnc1)\c1ccncc1	C(=C/c1cccnc1)\c1ccncc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	61	5004	93	13;3	13	3
scaffold.19284	C(=Cc1cccnc1)c1ccncc1	C(=Cc1cccnc1)c1ccncc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	62	5004	93	13;3	13	3
scaffold.20197	C(=N\c1ccncc1)\c1ccccc1	C(=N\c1ccncc1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0	63	5004	93	13;3	13	3
scaffold.15801	c1ccc(NCc2cccnc2)cc1	c1ccc(NCc2cccnc2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1	64	5013	93	13;3	13	3
scaffold.15440	c1cc(CCc2ccncc2)ccn1	c1cc(CCc2ccncc2)ccn1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1	65	5013	93	13;3	13	3
scaffold.16411	c1ccc(CCc2cccnc2)nc1	c1ccc(CCc2cccnc2)nc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1	66	5013	93	13;3	13	3
scaffold.14948	c1ccc(NCc2ccncc2)cc1	c1ccc(NCc2ccncc2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1	67	5013	93	13;3	13	3
scaffold.16001	c1ccc(CNc2ccncc2)cc1	c1ccc(CNc2ccncc2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1	68	5013	93	13;3	13	3
scaffold.15317	c1cncc(CCc2cccnc2)c1	c1cncc(CCc2cccnc2)c1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1	69	5013	93	13;3	13	3
scaffold.15619	c1ccc(N=[NH+]c2ccccc2)cc1	c1ccc(N=[NH+]c2ccccc2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0	70	5019	93	13;3	13	3
scaffold.16412	C(=N/c1cccnc1)\c1ccccc1	C(=N/c1cccnc1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0	71	5020	93	13;3	13	3
scaffold.15712	c1ccc(NCc2ccccn2)cc1	c1ccc(NCc2ccccn2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 1	72	5021	93	13;3	13	3
scaffold.15054	c1ccc(CNc2cccnc2)cc1	c1ccc(CNc2cccnc2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 1	73	5021	93	13;3	13	3
scaffold.17727	C(=C/c1cnccn1)\c1ccccc1	C(=C/c1cnccn1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0	74	5023	93	13;3	13	3
scaffold.16852	C(=N/c1ccccn1)\c1ccccc1	C(=N/c1ccccn1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0	75	5024	93	13;3	13	3
scaffold.16773	C(=C/c1ccncn1)\c1ccccc1	C(=C/c1ccncn1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0	76	5024	93	13;3	13	3
scaffold.15253	C(=C/c1ncccn1)\c1ccccc1	C(=C/c1ncccn1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0	77	5024	93	13;3	13	3
scaffold.15892	C(=C\c1ncccn1)\c1ccccc1	C(=C\c1ncccn1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0	78	5024	93	13;3	13	3
scaffold.16378	C(=C/c1cncnc1)\c1ccccc1	C(=C/c1cncnc1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0	79	5024	93	13;3	13	3
scaffold.15116	c1ccc(CCc2ccncn2)cc1	c1ccc(CCc2ccncn2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 1	80	5029	94	13;2	13	2
scaffold.16426	c1ccc(CCc2cncnc2)cc1	c1ccc(CCc2cncnc2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 1	81	5029	94	13;2	13	2
scaffold.18189	C(=C/c1cccnn1)\c1ccccc1	C(=C/c1cccnn1)\c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0	82	5031	94	13;2	13	2
scaffold.21749	c1ccc(CCc2cccnn2)cc1	c1ccc(CCc2cccnn2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 1	83	5032	94	13;2	13	2
scaffold.17441	c1ccc(NNc2ccccc2)cc1	c1ccc(NNc2ccccc2)cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 1	84	5032	94	13;2	13	2
scaffold.27520	N=C(Nc1ccccc1)c1cccnc1	N=C(Nc1ccccc1)c1cccnc1	14 2 3 2 0 6 2 0 2 0 0 0 2 3 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 1 1 1	85	5034	94	13;2	13	2
scaffold.22885	O=C(Nc1ccccc1)c1ccncc1	O=C(Nc1ccccc1)c1ccncc1	14 2 3 2 0 6 2 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 1 1 1	86	5035	94	13;2	13	2
scaffold.25752	O=C(Nc1ccccc1)c1cc[nH+]cc1	O=C(Nc1ccccc1)c1cc[nH+]cc1	14 2 3 2 0 6 2 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 1 1 1	87	5035	94	13;2	13	2
scaffold.22590	O=C(Nc1ccccc1)c1ccc[nH+]c1	O=C(Nc1ccccc1)c1ccc[nH+]c1	14 2 3 2 0 6 2 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 1 1 1	88	5035	94	13;2	13	2
scaffold.22888	O=C(Nc1ccccc1)c1ccccn1	O=C(Nc1ccccc1)c1ccccn1	14 2 3 2 0 6 2 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 0 0 0 1 1 1	89	5038	94	13;2	13	2
scaffold.23206	S=C(Nc1ccccc1)c1ccccn1	S=C(Nc1ccccc1)c1ccccn1	14 2 3 2 0 6 2 0 2 0 0 0 2 3 0 1 0 2 0 0 0 0 1 0 1 0 0 0 0 1 1 1	90	5039	94	13;2	13	2
scaffold.34162	O=C(C(=O)c1ccccn1)c1ccccn1	O=C(C(=O)c1ccccn1)c1ccccn1	14 2 3 2 0 6 2 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 0 1 0 0 0 1 2 1	91	5040	94	13;2	13	2
scaffold.14832	c1ccc(OCc2cccnc2)cc1	c1ccc(OCc2cccnc2)cc1	14 2 3 2 0 6 2 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1	92	5041	94	13;2	13	2
scaffold.14834	c1ccc(OCc2ccncc2)cc1	c1ccc(OCc2ccncc2)cc1	14 2 3 2 0 6 2 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1	93	5041	94	13;2	13	2
scaffold.15793	c1ccc(OCc2cccc[nH+]2)cc1	c1ccc(OCc2cccc[nH+]2)cc1	14 2 3 2 0 6 2 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1	94	5043	94	13;2	13	2
scaffold.15272	c1ccc(COc2cccnc2)cc1	c1ccc(COc2cccnc2)cc1	14 2 3 2 0 6 2 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1	95	5043	94	13;2	13	2
scaffold.16591	c1ccc(COc2ccccn2)cc1	c1ccc(COc2ccccn2)cc1	14 2 3 2 0 6 2 0 2 0 0 1 1 2 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1	96	5045	94	13;2	13	2
scaffold.24476	O=C(Oc1ccccc1)c1cccnc1	O=C(Oc1ccccc1)c1cccnc1	14 2 3 2 0 6 2 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1	97	5046	94	13;2	13	2
scaffold.24491	O=C(Oc1ccccc1)c1ccncc1	O=C(Oc1ccccc1)c1ccncc1	14 2 3 2 0 6 2 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1	98	5046	94	13;2	13	2
scaffold.25846	O=C(Oc1ccncc1)c1ccccc1	O=C(Oc1ccncc1)c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1	99	5046	94	13;2	13	2
scaffold.23662	O=C(Oc1ccccc1)c1ccccn1	O=C(Oc1ccccc1)c1ccccn1	14 2 3 2 0 6 2 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1	100	5049	94	13;2	13	2
scaffold.22225	O=C(Oc1cccnc1)c1ccccc1	O=C(Oc1cccnc1)c1ccccc1	14 2 3 2 0 6 2 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1	101	5049	94	13;2	13	2
scaffold.60745	c1ccc(CCc2ccc3ccccc3c2)cc1	c1ccc(CCc2ccc3ccccc3c2)cc1	18 2 3 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3 0 3	102	14950	276	5;16	5	16
scaffold.60821	C(=C/c1cccc2ccccc12)\c1ccccc1	C(=C/c1cccc2ccccc12)\c1ccccc1	18 2 3 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0	103	14951	276	5;16	5	16
scaffold.61927	C(=C\c1cccc2ccccc12)\c1ccccc1	C(=C\c1cccc2ccccc12)\c1ccccc1	18 2 3 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0	104	14951	276	5;16	5	16
scaffold.60717	c1ccc(CCc2cccc3ccccc23)cc1	c1ccc(CCc2cccc3ccccc23)cc1	18 2 3 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 1	105	14953	276	5;16	5	16
scaffold.64681	C(=N/c1ccccc1)\c1ccc2ccccc2c1	C(=N/c1ccccc1)\c1ccc2ccccc2c1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2	106	14954	276	5;16	5	16
scaffold.62040	C(=C\c1cnc2ccccc2c1)\c1ccccc1	C(=C\c1cnc2ccccc2c1)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2	107	14954	276	5;16	5	16
scaffold.61009	C(=C/c1cnc2ccccc2c1)\c1ccccc1	C(=C/c1cnc2ccccc2c1)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2	108	14954	276	5;16	5	16
scaffold.62033	C(=C\c1ccc2ccccc2n1)\c1ccccc1	C(=C\c1ccc2ccccc2n1)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2	109	14954	276	5;16	5	16
scaffold.65051	C(=Cc1ccc2ccccc2n1)c1ccccc1	C(=Cc1ccc2ccccc2n1)c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2	110	14954	276	5;16	5	16
scaffold.65392	C(=Cc1ccc2ccccc2[nH+]1)c1ccccc1	C(=Cc1ccc2ccccc2[nH+]1)c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2	111	14954	276	5;16	5	16
scaffold.62796	C(=C/c1ccc2ccccc2[nH+]1)\c1ccccc1	C(=C/c1ccc2ccccc2[nH+]1)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2	112	14954	276	5;16	5	16
scaffold.63713	c1ccc(NCc2ccc3ccccc3c2)cc1	c1ccc(NCc2ccc3ccccc3c2)cc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3	113	14961	276	5;16	5	16
scaffold.59998	c1ccc(CCc2ccc3ccccc3n2)cc1	c1ccc(CCc2ccc3ccccc3n2)cc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3	114	14961	276	5;16	5	16
scaffold.61155	C(=C/c1cccc2ncccc12)\c1ccccc1	C(=C/c1cccc2ncccc12)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	115	14963	276	5;16	5	16
scaffold.60103	C(=C/c1cccc2ccccc12)\c1ccncc1	C(=C/c1cccc2ccccc12)\c1ccncc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	116	14963	276	5;16	5	16
scaffold.60092	C(=C/c1cccc2ccccc12)\c1cc[nH+]cc1	C(=C/c1cccc2ccccc12)\c1cc[nH+]cc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	117	14963	276	5;16	5	16
scaffold.62031	C(=C\c1ccnc2ccccc12)\c1ccccc1	C(=C\c1ccnc2ccccc12)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	118	14963	276	5;16	5	16
scaffold.61760	C(=C/c1cc[nH+]c2ccccc12)\c1ccccc1	C(=C/c1cc[nH+]c2ccccc12)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	119	14963	276	5;16	5	16
scaffold.66619	C(=N\c1cccc2ccccc12)\c1ccccc1	C(=N\c1cccc2ccccc12)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	120	14963	276	5;16	5	16
scaffold.66137	C(=N/c1cccc2ccccc12)\c1ccccc1	C(=N/c1cccc2ccccc12)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	121	14963	276	5;16	5	16
scaffold.70532	C(=C/c1nccc2ccccc12)\c1ccccc1	C(=C/c1nccc2ccccc12)\c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	122	14963	276	5;16	5	16
scaffold.63151	C(=N/c1ccccc1)\c1cccc2ccccc12	C(=N/c1ccccc1)\c1cccc2ccccc12	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0	123	14963	276	5;16	5	16
scaffold.66124	c1ccc(NCc2cccc3ccccc23)cc1	c1ccc(NCc2cccc3ccccc23)cc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1	124	14972	276	5;16	5	16
scaffold.61657	c1ccc(CNc2cccc3ccccc23)cc1	c1ccc(CNc2cccc3ccccc23)cc1	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1	125	14972	276	5;16	5	16
scaffold.81887	O=C(Cc1ccccc1)c1ccc2ncccc2c1	O=C(Cc1ccccc1)c1ccc2ncccc2c1	18 2 3 3 0 6 3 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 1 3	126	14974	276	5;16	5	16
scaffold.78828	O=C(Nc1ccc2ccccc2c1)c1ccccc1	O=C(Nc1ccc2ccccc2c1)c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 3 1 3	127	14975	276	5;16	5	16
scaffold.78832	O=C(Nc1cccc2ccccc12)c1ccccc1	O=C(Nc1cccc2ccccc12)c1ccccc1	18 2 3 3 0 6 3 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 2 0 1 1 1 1	128	14976	276	5;16	5	16
scaffold.78827	O=C(Nc1ccccc1)c1cccc2ccccc12	O=C(Nc1ccccc1)c1cccc2ccccc12	18 2 3 3 0 6 3 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 2 0 1 1 1 1	129	14976	276	5;16	5	16
