ID	Structure	bms	sk_struct	idx	closest_order	bucket_id	embedded_hs_coordinates	Dim_1	Dim_2
NCGC00488542-01	CC(C)=CCC[C@]1(C)C2CC1[C@]3(CO3)C(=O)C2	O=C1CC2CC(C2)[C@]12CO2	9 0 0 4 1 6 0 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 1 2 0 3 1 3	222	722	14	1;2	1	2
NCGC00488739-01	CCOC(=O)C(C)C1CC[C@](C)(O1)C=C	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	223	31	2	0;1	0	1
NCGC00488643-01	CC1C(O)CC=CCCC=CC(=O)OC1C(C)=CC(C)C(=O)CCCC2CC(=O)NC(=O)C2	O=C(CC=CC1CCCC=CCCC=CC(=O)O1)CCCC1CC(=O)NC(=O)C1	25 7 8 2 0 12 0 2 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 1 0 0 0 0 4 0	224	40345	743	24;18	24	18
NCGC00488474-01	CC1CC(OC(=O)C(C)=C)C2=C(COC(C)=O)C(=O)OC2C3O[C@]3(C)CCC1OC(C)=O	O=C1C=C2CCCCCCC3OC3C2O1	14 0 0 3 0 10 0 1 2 0 0 2 0 3 0 0 3 0 0 0 0 0 1 0 1 1 2 1 1 1 1 1	225	4599	86	15;0	15	0
NCGC00024683-06	CC1=CCC[C@@]2(C)OC2C3OC(=O)C(=C)C3CC1	C=C1C(=O)OC2C1CCC=CCCC1OC12	14 0 0 3 0 10 0 1 2 0 0 2 0 3 0 0 3 0 0 0 0 0 1 0 1 1 3 1 2 2 2 2	226	4602	86	15;0	15	0
NCGC00488633-01	CC(=O)C1=C(O)C2=C(C=C1C)C(=O)C3=C(C(=CC(=C3)O)O)C2=O	O=C1c2ccccc2C(=O)c2ccccc21	14 0 0 3 0 6 3 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 4 2 4	227	4409	82	12;1	12	1
NCGC00488560-01	CC1C[C@]23OC(=C(C)C2=O)CC(C)(C)C=CC(=O)C(=CC3=C1)C	O=C1C=CCCC2=CC(=O)[C@]3(CCC=C3C=C1)O2	16 0 0 3 1 11 0 4 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 4 0 0 0 0 2 0	228	8263	153	14;10	14	10
NCGC00488554-01	COC1=CC(=C2COC(=O)C3=C2C1=C(C)C=C3O)O	O=C1OCc2cccc3cccc1c23	13 0 0 3 0 6 2 2 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 3 0 3 0 1 0	229	2849	53	5;3	5	3
NCGC00488504-01	COC(=O)[C@@]12C(=C)[C@@](C)(CC3C4(C)CCC(O)C(C)(C)C4CCC13C)C(=O)C(C)(O)C2=O	C=C1C2CC3C4CCCCC4CCC3C1C(=O)CC2=O	17 0 0 4 0 6 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 4 1 3 6 3 6	230	10672	197	5;15	5	15
NCGC00095897-04	OC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	231	7909	146	12;9	12	9
NCGC00488737-01	C[C@@]12CC(CC3C1C(OC(=O)C4=CC=CC=C4)C(OC3=O)C5=COC=C5)OC2=O	O=C(OC1C(c2ccoc2)OC(=O)C2CC3CC(C(=O)O3)C21)c1ccccc1	25 2 3 5 0 6 2 0 4 0 0 4 0 7 0 0 7 0 0 0 0 0 1 0 3 0 5 2 5 8 3 8	232	38970	718	29;22	29	22
NCGC00488738-01	C[C@@]12CC(CC3C1C(OC(=O)C4=CC=CC=C4)C(OC3=O)C5=COC=C5)OC2=O	O=C(OC1C(c2ccoc2)OC(=O)C2CC3CC(C(=O)O3)C21)c1ccccc1	25 2 3 5 0 6 2 0 4 0 0 4 0 7 0 0 7 0 0 0 0 0 1 0 3 0 5 2 5 8 3 8	233	38970	718	29;22	29	22
NCGC00488593-01	COC1=CC(=CC(=C1OC)OC)C2C3=C(CC4=CC5=C(OCO5)C=C24)C(=O)OC3	O=C1OCC2=C1Cc1cc3c(cc1C2c1ccccc1)OCO3	22 0 0 5 0 6 2 4 3 0 0 3 0 4 0 0 4 0 0 0 0 1 1 0 1 1 4 2 2 6 1 6	234	27827	513	16;16	16	16
NCGC00488639-01	COC1CC(C)C(OC(=O)CCCCC=C1)C(C)=CC(C)C(=O)CC(O)CC2CC(=O)NC(=O)C2	O=C(CC=CC1CCCC=CCCCCC(=O)O1)CCCC1CC(=O)NC(=O)C1	25 7 8 2 0 12 0 1 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 0 0 0 0 0 4 0	235	40345	743	24;18	24	18
NCGC00356841-02	CC(C1CC(=C(C)C(=O)O1)C)C2(O)CCC3C4C(CCC23C)C5(C)C(=O)C=CCC5(O)C6OC46	O=C1C=CCC(CC2CCC3C2CCC2C4C(=O)C=CCC4C4OC4C32)O1	25 1 2 6 0 6 0 2 2 0 0 2 0 4 0 0 4 0 0 0 0 0 0 0 1 2 9 2 10 16 2 16	236	38584	711	30;20	30	20
NCGC00016435-20	COC1=CC2=C(C=C1)C3=CC=NC(=C3[NH]2)C	c1ccc2c(c1)[nH]c1cnccc12	13 0 0 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 3 1 2 3 0 3	237	2916	55	4;2	4	2
NCGC00163439-04	CC1CCCC(O)C=CC(=O)O[C@]23C(C=CC1)C(O)C(=C)C(C)C2C(CC4=CC=CC=C4)NC3=O	C=C1CC2C=CCCCCCCC=CC(=O)O[C@]23C(=O)NC(Cc2ccccc2)C3C1	28 1 2 4 1 14 1 2 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 1 3 1 2 3 3 3	238	45741	842	21;12	21	12
NCGC00488594-01	CCC(=O)CCCCCC1NC(=O)C2CCCCN2C(=O)C(NC(=O)C(CC3=C[N](OC)C4=C3C=CC=C4)NC1=O)C(C)C	O=C1CNC(=O)C2CCCCN2C(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)N1	26 1 2 4 0 12 2 0 7 0 0 0 7 9 0 0 4 5 0 0 0 0 4 0 4 0 3 1 1 2 4 2	239	41206	759	29;19	29	19
NCGC00488471-01	CC(=O)C1C(O)CC2[C@]3(C)CCC4C(C)(C)CCC[C@]4(CO)C3CC5OC(=O)C1[C@]25C	O=C1OC2CC3C4CCCCC4CCC3C3CCCC1C23	20 0 0 5 0 6 0 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 7 1 7 10 1 10	240	20410	376	5;26	5	26
NCGC00488510-01	COC1=CC=C(C=C1)\C=C2/COC3=CC(=CC=C3C2=O)O	O=C1/C(=C/c2ccccc2)COc2ccccc21	17 1 2 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0	241	11346	210	6;11	6	11
NCGC00488571-01	CC1=CC[C@]2(CC1=O)C(=C)CCC(Br)C2(C)C	C=C1CCCC[C@]12CC=CC(=O)C2	11 0 0 2 1 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0	242	1556	30	2;5	2	5
NCGC00488487-01	CC(C1CC[C@@](C)(O1)C=C)C(=O)C(C)(C)C=C	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	243	31	2	0;1	0	1
NCGC00488456-01	CC(C1CC[C@](C)(O1)C=C)C(=O)C(C)(C)C=C	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	244	31	2	0;1	0	1
NCGC00165733-12	CCC(C)C1NC(=O)C(CC2=C[N](OC)C3=CC=CC=C23)NC(=O)C(CCCCCC(=O)CC)NC(=O)C4CCCCN4C1=O	O=C1CNC(=O)C2CCCCN2C(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)N1	26 1 2 4 0 12 2 0 7 0 0 0 7 9 0 0 4 5 0 0 0 0 4 0 4 0 3 1 1 2 4 2	245	41206	759	29;19	29	19
NCGC00488540-01	CC(C)=CCCC(C)(O)C1CC=C(C)C(O)C1	C1=CCCCC1	6 0 0 1 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	246	191	5	2;0	2	0
NCGC00489136-01	CC(C1CC[C@](C)(O1)C=C)C(=O)CC=C(C)C	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	247	31	2	0;1	0	1
NCGC00488493-01	CC1CCC2(OC1)OC3CC4C5CC(=O)[C@]6(O)CC(O)CC[C@@]6(C)C5CC[C@@]4(C)C3C2C	O=C1CC2C(CCC3C4CC5(CCCCO5)OC4CC32)C2CCCCC12	25 0 0 6 1 6 0 0 2 0 0 2 0 3 0 0 3 0 0 0 0 1 0 0 0 0 7 3 6 13 1 13	248	38234	704	31;24	31	24
NCGC00488595-01	CCC(O)CCCCCC1NC(=O)C2CCCCN2C(=O)C(NC(=O)C(CC3=C[N](OC)C4=C3C=CC=C4)NC1=O)C(C)CC	O=C1CNC(=O)C2CCCCN2C(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)N1	26 1 2 4 0 12 2 0 7 0 0 0 7 9 0 0 4 5 0 0 0 0 4 0 4 0 3 1 1 2 4 2	249	41206	759	29;19	29	19
NCGC00488601-01	CC=CC(=O)C(C)C1=CC(=O)C2=C(O[C@@]34CCC(O)C(C)(C)C3CCC(C)[C@@]4(C)C2)C1=O	O=C1C=CC(=O)C2=C1CC1CCCC3CCCC[C@]31O2	18 0 0 4 1 6 1 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 4 2 0 1 0 2 0	250	13527	250	3;14	3	14
NCGC00488505-01	COC(=O)C1=C[C@]23CC(C)CCC2[C@@]4(C)CCC(C(C)C)[C@@](O)(O3)C14	C1=C[C@]23CCCCC2C2CCCC(O3)C12	15 0 0 5 1 6 0 2 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 4 1 3 4 0 4	251	6514	121	9;5	9	5
NCGC00488544-01	OC1=CC=C(C=C1)C=C2C(C(C3=CC=C(O)C=C3)C4=C(O)C=C(O)C=C24)C5=CC(=CC(=C5)O)O	C(=C1c2ccccc2C(c2ccccc2)C1c1ccccc1)c1ccccc1	28 1 2 5 0 6 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 7 1 7	252	45895	845	20;14	20	14
NCGC00488553-01	CC(=C)CCC(CC1=C2OC(CC(=O)C2=C(O)C=C1O)C3=CC=C(O)C=C3O)C(C)=C	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	253	7909	146	12;9	12	9
NCGC00488484-01	CCC(=O)NC(CC(C)C(Cl)(Cl)Cl)C(=O)N1C(CC(C)C)C(=CC1=O)OC	O=C1C=CCN1	5 0 0 1 0 5 0 1 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0	254	89	3	1;1	1	1
NCGC00488615-01	OC1=CC=C(C=C1)C2OC3=C(C=C(C=CC4=CC(=CC(=C4)O)O)C=C3)C2C5=CC(=CC(=C5)O)O	C(=Cc1ccc2c(c1)C(c1ccccc1)C(c1ccccc1)O2)c1ccccc1	29 2 3 5 0 6 4 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 2 5 10 0 10	255	47713	879	19;9	19	9
NCGC00488475-01	CCCCCCC(CCCCCC(O)C(N)=O)OC(=O)C1CC=CN1C(=O)C2=CC=CC=C2O	O=C(c1ccccc1)N1C=CCC1	12 1 2 2 0 6 1 1 3 0 0 0 3 2 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0	256	2293	43	7;7	7	7
NCGC00488483-01	CCC(=O)NC(CC(C)C(Cl)(Cl)Cl)C(=O)N1C(CC(C)CCl)C(=CC1=O)OC	O=C1C=CCN1	5 0 0 1 0 5 0 1 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0	257	89	3	1;1	1	1
NCGC00247524-06	CC1(C)OC2=C(C=C1)C3=C(CC(CO3)C4=C(O)C=C(O)C=C4)C=C2	C1=Cc2c(ccc3c2OCC(c2ccccc2)C3)OC1	20 0 0 4 0 6 2 3 2 0 0 2 0 2 0 0 2 0 0 0 0 0 0 0 0 0 4 1 2 5 0 5	258	19988	369	7;27	7	27
NCGC00488489-01	CC(C)C=CC(=O)C(C)C1CC[C@@](C)(O1)C=C	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	259	31	2	0;1	0	1
NCGC00488488-01	CC(C)C=CC(=O)C(C)C1CC[C@](C)(O1)C=C	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	260	31	2	0;1	0	1
NCGC00488564-01	COC1=C(OC)C=C(C=C1)C2C(C)C(C)C(=O)C3=C2C=C4OCOC4=C3	O=C1CCC(c2ccccc2)c2cc3c(cc21)OCO3	19 0 0 4 0 6 2 2 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 0 4 2 2 6 1 6	261	16524	305	3;23	3	23
NCGC00488561-01	COC1=CC2=C(C=C1OC)C(=O)C(C)C(C)C2C3=CC4=C(OCO4)C=C3	O=C1CCC(c2ccc3c(c2)OCO3)c2ccccc21	19 0 0 4 0 6 2 2 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 0 4 1 2 4 1 4	262	16532	305	3;23	3	23
NCGC00488562-01	COC1=CC2=C(C=C1OC)C(=O)C(C)C(C)C2C3=CC4=C(OCO4)C=C3	O=C1CCC(c2ccc3c(c2)OCO3)c2ccccc21	19 0 0 4 0 6 2 2 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 0 4 1 2 4 1 4	263	16532	305	3;23	3	23
NCGC00488563-01	COC1=C(OC)C=C(C=C1)C2C(C)C(C)C(=O)C3=C2C=C4OCOC4=C3	O=C1CCC(c2ccccc2)c2cc3c(cc21)OCO3	19 0 0 4 0 6 2 2 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 0 4 2 2 6 1 6	264	16524	305	3;23	3	23
NCGC00488546-01	CC1=C2CC[C@]3(C)C(CC=C4C5CC(C)(C)CCC5C(=O)C(O)[C@@]34C)[C@@]2(C)C=C(O)C1=O	O=C1C=CC2C(=C1)CCC1C3CC(=O)C4CCCCC4C3=CCC21	22 0 0 5 0 6 0 3 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 4 0 2 4 2 4	265	27777	512	15;16	15	16
NCGC00488482-01	CCC(=O)NC(CC(C)C(Cl)(Cl)Cl)C(=O)N1C(CC(C)C(Cl)Cl)C(=CC1=O)OC	O=C1C=CCN1	5 0 0 1 0 5 0 1 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0	266	89	3	1;1	1	1
NCGC00380825-02	C\C=C(\C)C1=CC(=C(C)C2=C1OC3=CC(=CC(=C3C(=O)O2)C)O)O	O=C1Oc2ccccc2Oc2ccccc21	15 0 0 3 0 7 3 0 2 0 0 2 0 3 0 0 3 0 0 0 0 0 1 0 1 0 2 1 0 3 1 3	267	6418	119	10;4	10	4
NCGC00488463-01	[NH]1C2=CC=CC=C2C3=NC4=C(C=CC=C4)C=C13	c1ccc2nc3c(cc2c1)[nH]c1ccccc13	17 0 0 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 4 3 2 8 0 8	268	11003	203	4;12	4	12
NCGC00488565-01	COC1=C(OC)C=C(C=C1)C2C(C)C(C)C(=O)C3=C2C=C(OC)C(=C3)OC	O=C1CCC(c2ccccc2)c2ccccc21	16 0 0 3 0 6 2 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 3 0 2 1 1 1	269	7860	146	12;9	12	9
NCGC00488566-01	COC1=C(OC)C=C(C=C1)C2C(C)C(C)C(=O)C3=C2C=C(OC)C(=C3)OC	O=C1CCC(c2ccccc2)c2ccccc21	16 0 0 3 0 6 2 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 3 0 2 1 1 1	270	7860	146	12;9	12	9
NCGC00488480-01	CCC1C(C)C(C(C)C(C2=C(OC)C=C(OC)C(=C2)OC)[C@@]13C=C(OC)C(=O)C=C3OC)C4=CC(=C(OC)C=C4OC)OC	O=C1C=CC2(C=C1)CCC(c1ccccc1)CC2c1ccccc1	23 0 0 4 1 6 2 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 3 1 1 4 1 4	271	31384	578	16;25	16	25
NCGC00488479-01	CCC1C(C)C(C(C)C(C2=C(OC)C=C(OC)C(=C2)OC)[C@]13C=C(OC)C(=O)C=C3OC)C4=CC(=C(OC)C=C4OC)OC	O=C1C=CC2(C=C1)CCC(c1ccccc1)CC2c1ccccc1	23 0 0 4 1 6 2 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 3 1 1 4 1 4	272	31384	578	16;25	16	25
NCGC00488478-01	CCC1C(C)C(C(C)C(C2=C(OC)C=C(OC)C(=C2)OC)[C@@]13C=C(OC)C(=O)C=C3OC)C4=CC(=C(OC)C=C4OC)OC	O=C1C=CC2(C=C1)CCC(c1ccccc1)CC2c1ccccc1	23 0 0 4 1 6 2 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 3 1 1 4 1 4	273	31384	578	16;25	16	25
NCGC00488498-01	COC1=CC(=CC=C1O)CC(COC(=O)C=CC2=CC=C(O)C(=C2)OC)C(COC(=O)C=CC3=CC(=C(O)C=C3)OC)CC4=CC(=C(O)C=C4)OC	O=C(C=Cc1ccccc1)OCC(Cc1ccccc1)C(COC(=O)C=Cc1ccccc1)Cc1ccccc1	38 14 17 4 0 6 4 0 2 0 0 2 0 4 0 0 4 0 5 0 0 0 0 0 2 2 1 2 0 2 2 2	274	54106	996	28;5	28	5
NCGC00488468-01	CC(CCC=C(C)CO)C1CC[C@]2(C)C3=CCC4C(C)(C)C(O)CC(O)[C@]4(C)C3C(O)C[C@@]12C	C1=C2C3CCCC3CCC2C2CCCCC2C1	17 0 0 4 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 3 0 3	275	10682	198	4;15	4	15
NCGC00347528-03	CC(C)CC1C2=C(O)C(=C(O)C=C2OC3=C1C(=O)C(C)(C)C(=O)C3(C)C)C(=O)CC(C)C	O=C1CC(=O)C2=C(C1)Oc1ccccc1C2	14 0 0 3 0 6 1 3 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 1 0 0 0 2 0	276	4167	78	10;1	10	1
NCGC00488541-01	CC(C)=CCC[C@]1(C)C2CC1C(=C)C(=O)C2	C=C1C(=O)CC2CC1C2	7 0 0 3 0 6 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 2 0	277	319	7	3;1	3	1
NCGC00488451-01	CCC1C[C@@]2(CC)OC(=O)[C@@]3(CC)C(CC)C1C23	O=C1OC2CCC3CC1C32	9 0 0 3 0 5 0 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 3 1 3 3 1 3	278	462	9	2;2	2	2
NCGC00488552-01	CC(=C)CCC(CC1=C2OC(CC(=O)C2=C(O)C=C1O)C3=CC=C(O)C=C3)C(C)=C	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	279	7909	146	12;9	12	9
NCGC00488469-01	CCC(C)C(=O)OC1CC2[C@@](C)(CCC(=C)C=C)C(C)CC(OC)[C@@]23C(OC(OC(C)=O)C3=C1)OC(C)=O	C1=C2COC[C@@]23CCCCC3CC1	13 0 0 3 1 6 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0	280	3047	57	5;1	5	1
NCGC00488791-01	COC1=C(O)C=CC(=C1)C2OC3=C(C=C(C=CC)C=C3OC)C2C	c1ccc(C2Cc3ccccc3O2)cc1	15 0 0 3 0 6 2 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0 4 0 4	281	5910	110	13;6	13	6
NCGC00488763-01	COC(=O)[C@@]1(C)CCC[C@@]2(C)C1CCC3=C2C=C(OC)C=C3	c1ccc2c(c1)CCC1CCCCC21	14 0 0 3 0 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 2	282	4054	76	11;2	11	2
NCGC00488526-01	CC1(C)CCC[C@]2(C)C1CC[C@@]34CC(CCC23)C(C)(O)C4	C1CCC2C(C1)CC[C@]13CCC(CCC21)C3	16 0 0 4 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 5 0 5	283	8366	155	15;11	15	11
NCGC00017226-04	CC1(C)CCC[C@@]2(C)C1CC[C@@](C)(O)C2CC[C@](C)(O)C=C	C1CCC2CCCCC2C1	10 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0	284	843	17	0;4	0	4
NCGC00488472-01	COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(O)C(=C3O)CC=C(C)CCC=C(C)C	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	285	7909	146	12;9	12	9
NCGC00488477-01	CCC(C(C)C(C(C)=CC1=CC(=C(OC)C=C1OC)OC)C2=CC(=C(OC)C=C2OC)OC)C3=CC(=C(OC)C=C3OC)OC	C(=CC(CCc1ccccc1)c1ccccc1)c1ccccc1	23 5 7 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 1 0 1	286	34011	627	22;26	22	26
NCGC00488473-01	CC(C)=CCCC(C)=CCC1=CC(=CC=C1O)C2CC(=O)C3=C(O2)C=C(O)C(=C3O)CC=C(C)C	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	287	7909	146	12;9	12	9
NCGC00488761-01	CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@@]34C)C2C1	C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1	22 0 0 5 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 3 6 0 6	288	27742	511	14;16	14	16
NCGC00488453-01	COC(=O)C1=C2N=C(OC2=CC=C1)C3=CC=CC4=C3N=C(O4)C5=C(C)C=CC=C5O	c1ccc(-c2nc3c(-c4nc5ccccc5o4)cccc3o2)cc1	24 0 0 5 0 6 5 0 4 0 0 2 2 4 0 0 2 2 0 0 0 2 2 0 0 0 5 4 2 10 0 10	289	34991	645	26;24	26	24
NCGC00488548-01	COC1=CC(=C(C(=C1)O)C(=O)C2C(CC=C(C)C)C(=CCC2C3=CC=CC=C3)C)O	O=C(c1ccccc1)C1CC=CCC1c1ccccc1	19 1 2 3 0 6 2 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 1 1 1	290	17211	318	1;22	1	22
NCGC00355511-02	CC(C)=CCC1C[C@@]2(CC=C(C)C)C(=O)[C@](CC=C(C)C)(C(=O)C(=C2O[K])C(=O)C3=CC=CC=C3)C1(C)C	O=C(C1=CC2CCCC(C1=O)C2=O)c1ccccc1	16 1 2 3 0 6 1 1 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 3 0	291	8514	158	13;10	13	10
NCGC00488567-01	COC1=C(OC)C=C(C=C1)C2C(C)C(C)CC3=C2C=C4OCOC4=C3	c1ccc(C2CCCc3cc4c(cc32)OCO4)cc1	19 0 0 4 0 6 2 2 2 0 0 2 0 2 0 0 2 0 0 0 0 1 1 0 0 0 4 2 2 6 0 6	292	16524	305	3;23	3	23
NCGC00488748-01	CCCCCCCC(=O)OC1CC(=O)C(=C)CC2OC3C4C(CC[C@@](C)(O)C24)C(C)COC13C	C=C1CC2OC3C(CCC1=O)OCCC1CCCC2C13	18 0 0 4 0 9 0 0 2 0 0 2 0 3 0 0 3 0 0 0 0 0 1 0 0 1 5 1 5 7 2 7	293	13829	255	0;14	0	14
NCGC00488667-01	CC(=O)OC1=CC2=C(C(=O)[N]3C(=C(Cl)C=C23)Cl)C(=C1C4CCC5=CC(=C(Cl)[N]45)Cl)OC(C)=O	O=C1c2cc(C3CCc4cccn43)ccc2-c2cccn21	20 0 0 5 0 6 4 1 6 0 0 0 6 3 0 0 1 2 0 0 0 0 0 0 1 0 6 1 4 8 1 8	294	20129	371	6;26	6	26
NCGC00488749-01	CCCCCCCC(=O)OC1CC(O)C(=C)CC2OC3C4C(CC[C@@](C)(O)C24)C(C)COC13C	C=C1CCCC2OCCC3CCCC4C(C1)OC2C34	18 0 0 4 0 9 0 0 2 0 0 2 0 2 0 0 2 0 0 0 0 0 1 0 0 0 5 1 5 7 1 7	295	13828	255	0;14	0	14
NCGC00380824-02	C\C=C(\C)C1=C(Cl)C(=C(C)C2=C1OC3=C(Cl)C(=C(Cl)C(=C3C(=O)O2)C)O)O	O=C1Oc2ccccc2Oc2ccccc21	15 0 0 3 0 7 3 0 2 0 0 2 0 3 0 0 3 0 0 0 0 0 1 0 1 0 2 1 0 3 1 3	296	6418	119	10;4	10	4
NCGC00390598-03	OC1=CC=CC=C1C(=O)C2=C([N]3C(=C(Cl)C=C3C(=O)C4=CC=CC=C4O)Cl)C(=C(Cl)[NH]2)Cl	O=C(c1ccccc1)c1[nH]ccc1-n1cccc1C(=O)c1ccccc1	24 2 4 4 0 6 4 0 4 0 0 0 4 4 0 0 2 2 0 0 0 0 1 0 0 0 3 0 2 3 2 3	297	36116	665	26;30	26	30
NCGC00488503-01	CC(CCC=C(C)C)C1CC[C@@]2(C)CC3C(C(=O)C=C3C)C(=CCC12)C=O	O=C1C=CC2CC3CCCC3CC=CC12	14 0 0 3 0 8 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 1 0 2 1 2	298	4555	85	14;0	14	0
NCGC00168853-06	CC(=C)C1CC[C@]2(C)CC[C@]3(C)C(CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@@]34C)C12	C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21	21 0 0 5 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 6 8 0 8	299	24130	445	14;24	14	24
