ID	Structure	bms	sk_struct	idx	closest_order	bucket_id	embedded_hs_coordinates	Dim_1	Dim_2
NCGC00488798-01	OC1=CC=C(C=C1)C2OC3=C(C2C4=CC(=CC(=C4)O)O)C5=C(C(C6C5C(C7=CC=C(O)C=C7)C8=C6C9=C(OC(C9C%10=CC(=CC(=C%10)O)O)C%11=CC=C(O)C=C%11)C=C8O)C%12=CC=C(O)C=C%12)C(=C3)O	c1ccc(C2Oc3ccc4c(c3C2c2ccccc2)C2C(c3ccccc3)c3ccc5c(c3C2C4c2ccccc2)C(c2ccccc2)C(c2ccccc2)O5)cc1	58 0 0 12 0 6 8 4 2 0 0 2 0 2 0 0 2 0 0 0 0 0 0 0 0 0 23 2 34 56 0 56	136	55306	1018	28;1	28	1
NCGC00488500-01	CCCCCCCCCCCCCCCC(O)CC(O)CC(O)CC(O)CC(O)CC1CC=CC(=O)O1	O=C1C=CCCO1	6 0 0 1 0 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0	137	201	5	2;0	2	0
NCGC00091125-14	OC(=O)C1=CC(=C(O)C(=C1)O)O	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	138	135	3	1;1	1	1
NCGC00488663-01	CC=C1CCC2N(CCC3=C2[NH]C4=CC=CC=C34)C1	C=C1CCC2c3[nH]c4ccccc4c3CCN2C1	17 0 0 4 0 6 2 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 1 0 0 0 5 1 4 7 1 7	139	10866	201	5;13	5	13
NCGC00346605-06	OC(CC1=CC(=C(O)C=C1)O)C(O)=O	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	140	135	3	1;1	1	1
NCGC00488588-01	OC(=O)CC1OC(=O)C2=C(O)C=CC=C12	O=C1OCc2ccccc21	9 0 0 2 0 6 1 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0	141	554	11	3;3	3	3
NCGC00015760-23	NCC(O)C1=CC=C(O)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	142	135	3	1;1	1	1
NCGC00094889-12	COC1=CC(=CC=C1O)\C=C\C(O)=O	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	143	135	3	1;1	1	1
NCGC00488587-01	OC(=O)CC1OCC2=C(O)C=CC=C12	c1ccc2c(c1)COC2	9 0 0 2 0 6 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0	144	550	11	3;3	3	3
NCGC00016011-19	NCCC1=CC=C(O)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	145	135	3	1;1	1	1
NCGC00015522-07	OC(=O)CC1=C[NH]C2=C1C=C(O)C=C2	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	146	525	11	3;3	3	3
NCGC00015525-18	NCCC1=C[NH]C2=C1C=C(O)C=C2	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	147	525	11	3;3	3	3
NCGC00163366-04	NCCC1=CC=CC=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	148	135	3	1;1	1	1
NCGC00247039-07	OC(=O)CC1=C[NH]C2=C1C=CC=C2	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	149	525	11	3;3	3	3
NCGC00488573-01	CNCCC1=CC=C(O)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	150	135	3	1;1	1	1
NCGC00488755-01	CC(=O)NC1CCN2CCCC12	C1CC2CCCN2C1	8 0 0 2 0 5 0 0 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	151	349	7	3;1	3	1
NCGC00015694-10	COC1=CC2=C([NH]C=C2CCN)C=C1	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	152	525	11	3;3	3	3
NCGC00014994-10	NCCC1=C[NH]C2=C1C=CC=C2	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	153	525	11	3;3	3	3
NCGC00247064-02	CNCCC1=CC=CC=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	154	135	3	1;1	1	1
NCGC00018120-05	CNCCC1=C[NH]C2=CC=CC=C12	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	155	525	11	3;3	3	3
NCGC00163360-03	CN1CCCC1C2=CC=CN=C2	c1cncc(C2CCCN2)c1	11 0 0 2 0 6 1 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0	156	1209	23	1;7	1	7
NCGC00018148-07	C1CC2=C(CN1)[NH]C3=CC=CC=C23	c1ccc2c3c([nH]c2c1)CNCC3	13 0 0 3 0 6 2 1 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 3 1 2 3 0 3	157	2802	53	5;3	5	3
NCGC00247726-01	CN(C)CCC1=C[NH]C2=CC=CC=C12	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	158	525	11	3;3	3	3
NCGC00016343-13	CN(C)CC1=C[NH]C2=C1C=CC=C2	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	159	525	11	3;3	3	3
NCGC00488580-01	OCC1O[C@]2(C[N]3C(=CC=C3C=O)CO2)C(O)C1O	c1cc2n(c1)C[C@@]1(CCCO1)OC2	13 0 0 3 1 6 1 1 5 0 0 2 3 3 0 0 2 1 0 0 0 1 3 0 0 0 1 1 0 2 0 2	160	3059	57	5;1	5	1
NCGC00488581-01	OCC1O[C@@]2(C[N]3C(=CC=C3C=O)CO2)C(O)C1O	c1cc2n(c1)C[C@]1(CCCO1)OC2	13 0 0 3 1 6 1 1 5 0 0 2 3 3 0 0 2 1 0 0 0 1 3 0 0 0 1 1 0 2 0 2	161	3059	57	5;1	5	1
NCGC00488811-01	CC12C[C@]3(O)OC(O1)[C@]4(COC(=O)C5=CC=CC=C5)C3CC24OC6OC(CO)C(O)C(O)C6O	O=C(OC[C@]12C3OC4CC(O3)C1(OC1CCCCO1)CC42)c1ccccc1	26 4 6 8 0 6 1 0 5 0 0 5 0 6 0 0 6 0 0 0 0 2 1 0 1 0 5 5 5 15 1 15	162	42501	783	31;13	31	13
NCGC00488582-01	OC1CO[C@@]2(CC1O)C[N]3C(=CC=C3C=O)CO2	c1cc2n(c1)C[C@@]1(CCCCO1)OC2	14 0 0 3 1 6 1 1 5 0 0 2 3 3 0 0 2 1 0 0 0 1 3 0 0 0 1 1 0 2 0 2	163	4125	77	11;1	11	1
NCGC00488583-01	OCC1O[C@@]2(CC1O)C[N]3C(=CC=C3C=O)CO2	c1cc2n(c1)C[C@@]1(CCCO1)OC2	13 0 0 3 1 6 1 1 5 0 0 2 3 3 0 0 2 1 0 0 0 1 3 0 0 0 1 1 0 2 0 2	164	3059	57	5;1	5	1
NCGC00488579-01	OCC1O[C@]2(CC1O)C[N]3C(=CC=C3C=O)CO2	c1cc2n(c1)C[C@]1(CCCO1)OC2	13 0 0 3 1 6 1 1 5 0 0 2 3 3 0 0 2 1 0 0 0 1 3 0 0 0 1 1 0 2 0 2	165	3059	57	5;1	5	1
NCGC00488509-01	COC1=CC(=CC(=C1OC)OC)C2C3C(=O)OC[C@@]3(CC4=CC5=C(OCO5)C=C24)OC6OC(CO)C(O)C(O)C6O	O=C1OC[C@]2(OC3CCCCO3)Cc3cc4c(cc3C(c3ccccc3)C12)OCO4	29 1 2 6 0 6 2 2 5 0 0 5 0 6 0 0 6 0 0 0 0 2 2 0 1 0 6 4 5 12 1 12	166	47608	877	18;8	18	8
NCGC00488499-01	CC(O)C1OC(=O)C=C2[C@@]3(C)C4OC4C(O)[C@@]5(C)C3C(OC5=O)C6O[C@@]126	O=C1C=C2C3C4OC4CC4C(=O)OC(C43)C3O[C@@]23CO1	18 0 0 6 1 6 0 1 4 0 0 4 0 6 0 0 6 0 0 0 0 0 2 0 2 1 7 3 7 14 2 14	167	16985	313	1;21	1	21
NCGC00488734-01	C[C@]12CC(O)C3C(CCC4CC(O)CC[C@]34CO)[C@@]1(O)CCC2C5=CC(=O)OC5	O=C1C=C(C2CCC3C2CCC2C4CCCCC4CCC23)CO1	22 0 0 5 0 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 6 0 5 7 1 7	168	27766	512	15;16	15	16
NCGC00488732-01	C[C@]12CC(O)C3C(CCC4CC(O)CC[C@]34CO)[C@@]1(O)CCC2C5=CC(=O)OC5	O=C1C=C(C2CCC3C2CCC2C4CCCCC4CCC23)CO1	22 0 0 5 0 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 6 0 5 7 1 7	169	27766	512	15;16	15	16
NCGC00488735-01	C[C@]12CC(O)C3C(CCC4CC(O)CC[C@]34CO)[C@@]1(O)CCC2C5=CC(=O)OC5	O=C1C=C(C2CCC3C2CCC2C4CCCCC4CCC23)CO1	22 0 0 5 0 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 6 0 5 7 1 7	170	27766	512	15;16	15	16
NCGC00488497-01	COC1C(O)C(C)OC(OC2CC[C@]3(C=O)C4CC[C@]5(C)C(CC[C@]5(O)C4CC[C@]3(O)C2)C6=CC(=O)OC6)C1OC	O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCCCO5)CC4CCC23)CO1	29 1 2 6 0 6 0 1 3 0 0 3 0 4 0 0 4 0 0 0 0 1 0 0 1 1 6 2 5 9 1 9	171	47589	876	17;8	17	8
NCGC00488653-01	CC\C(C)=C1/OC(=O)C(C)C(O)C(CC2=CC=CN=C2)NC(=O)C(NC(=O)C3=NC=CC=C3O)C(C)OC1=O	C=C1OC(=O)CCC(Cc2cccnc2)NC(=O)C(NC(=O)c2ccccn2)COC1=O	27 3 5 3 0 12 2 0 6 0 0 2 4 10 0 0 6 4 0 0 0 0 4 0 5 1 0 1 0 2 5 2	172	44191	814	25;10	25	10
NCGC00488584-01	CC(O)\C=C\C1(O)C(C)(C)CC(O)CC1(C)O	C1CCCCC1	6 0 0 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	173	135	3	1;1	1	1
NCGC00015039-08	CC(=O)NCCC1=C[NH]C2=C1C=C(O)C=C2	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	174	525	11	3;3	3	3
NCGC00488520-01	CC=C1C(O)C2OC(=O)N3CCC=C1C23	C=C1CC2OC(=O)N3CCC=C1C23	11 0 0 3 0 6 0 1 4 0 0 1 3 3 0 0 2 1 0 0 0 1 1 0 2 1 2 0 1 1 2 1	175	1571	30	2;5	2	5
NCGC00180440-03	CC1C2C(O)CC(=C3C(C2OC1=O)C(=CC3=O)C)C	O=C1CC2CCC=C3C(=O)C=CC3C2O1	13 0 0 3 0 7 0 2 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 2 2 0 1 0 2 0	176	3028	57	5;1	5	1
NCGC00488457-01	CC1CC2OC(=O)C(=C)C2C(O)C3=C(C)C(=O)CC13	C=C1C(=O)OC2CCC3CC(=O)C=C3CC12	13 0 0 3 0 7 0 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 2 1 0 0 2 3 2	177	3020	57	5;1	5	1
NCGC00488523-01	OCC1=CC=C2OC=NC2=C1	c1ccc2ocnc2c1	9 0 0 2 0 6 2 0 2 0 0 1 1 2 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0	178	655	13	1;3	1	3
NCGC00488813-01	OC1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(O)C=C3	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	179	7909	146	12;9	12	9
NCGC00355530-02	COC(=O)[C@@]1(CC(=O)C2=C(O)C=C(C)C=C2O1)C3CCC(=O)O3	O=C1CCC(C2CC(=O)c3ccccc3O2)O1	15 0 0 3 0 6 1 1 2 0 0 2 0 4 0 0 4 0 0 0 0 0 1 0 1 0 2 1 0 3 2 3	180	5717	106	15;6	15	6
NCGC00180403-02	CC1=CC(=C(O)C(=C1)C)C(=O)CC2CC(=O)NC(=O)C2	O=C1CC(CC(=O)c2ccccc2)CC(=O)N1	14 2 3 2 0 6 1 0 1 0 0 0 1 4 0 0 3 1 0 0 0 0 0 0 2 0 0 0 0 1 3 1	181	4757	89	14;2	14	2
NCGC00488592-01	OCCC1OC(=O)C2=C(O)C=CC=C12	O=C1OCc2ccccc21	9 0 0 2 0 6 1 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0	182	554	11	3;3	3	3
NCGC00488733-01	C[C@]12CCC3C(CCC4CC(O)CC[C@]34CO)[C@@]1(O)CCC2C5=CC(=O)OC5	O=C1C=C(C2CCC3C2CCC2C4CCCCC4CCC23)CO1	22 0 0 5 0 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 6 0 5 7 1 7	183	27766	512	15;16	15	16
NCGC00488642-01	CC1C=C(C)C(OC(=O)C=CCCC=CC(O)C1O)C(C)C(=O)C=CCC2CC(=O)NC(=O)C2	O=C(C=CCC1CC(=O)NC(=O)C1)CC1C=CCCCC=CCCC=CC(=O)O1	25 5 6 2 0 14 0 3 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 2 0 0 0 0 4 0	184	40345	743	24;18	24	18
NCGC00488522-01	C[C@@]12CCC=C(CO)CCC3C(OC(=O)C3=C)C1O2	C=C1C(=O)OC2C1CCC=CCCC1OC12	14 0 0 3 0 10 0 1 2 0 0 2 0 3 0 0 3 0 0 0 0 0 1 0 1 1 3 1 2 2 2 2	185	4602	86	15;0	15	0
NCGC00015680-34	COC1=CC2=C([NH]C=C2CCNC(C)=O)C=C1	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	186	525	11	3;3	3	3
NCGC00488641-01	CC(NC(C)=O)C1=NC(=CS1)C=CC=CC(=O)CC2CC(=O)CC[C@]2(C)O	O=C(C=CC=Cc1cscn1)CC1CCCC(=O)C1	17 6 7 2 0 6 1 0 2 0 1 0 1 4 0 1 2 1 0 0 0 1 1 0 0 2 0 0 0 0 2 0	187	13117	242	0;13	0	13
NCGC00488651-01	CC1C=C(C)C(OC(=O)C=CCCC=CC(O)C1O)C(C)C(=O)CCCC2CC(=O)NC(=O)C2	O=C(CCCC1CC(=O)NC(=O)C1)CC1C=CCCCC=CCCC=CC(=O)O1	25 5 6 2 0 14 0 3 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 1 0 0 0 0 4 0	188	40345	743	24;18	24	18
NCGC00488742-01	COC(CC(C)C(O)C=CC=CCNC(=O)C(C)(C)C(O)C(C)=CC=CC=CCC1=CN=CO1)[C@]2(O)C(C)C(=O)N(C)[C@@]23COC3=O	O=C(CCC=CC=CC=CCc1cnco1)NCC=CC=CCCCCC1CC(=O)N[C@@]12COC2=O	33 20 21 3 1 5 1 0 5 0 0 2 3 8 0 0 5 3 0 0 0 1 3 0 3 3 1 0 0 0 3 0	189	51950	957	23;1	23	1
NCGC00488496-01	CC(=C)C(=O)OC1C[C@@]2(C)OC(=CC2=O)C(=CC3OC(=O)C(=C)C13)C	C=C1C(=O)OC2C=CC3=CC(=O)C(CCC12)O3	14 0 0 3 0 9 0 2 2 0 0 2 0 4 0 0 4 0 0 0 0 0 0 0 2 3 1 0 0 1 3 1	190	4597	86	15;0	15	0
NCGC00488640-01	CC1C(O)C(O)C=CCCC=CC(=O)OC1C(C)=CC(C)C(=O)CCCC2CC(=O)NC(=O)C2	O=C(CC=CC1CCCC=CCCC=CC(=O)O1)CCCC1CC(=O)NC(=O)C1	25 7 8 2 0 12 0 2 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 1 0 0 0 0 4 0	191	40345	743	24;18	24	18
NCGC00488450-01	CCC1C[C@@]2(CC)OC(=O)[C@@]3(CC)OC(=O)C1C23	O=C1OC2C(=O)OC3CCC1C32	10 0 0 3 0 5 0 0 2 0 0 2 0 4 0 0 4 0 0 0 0 0 1 0 2 0 3 0 3 3 2 3	192	1128	22	0;7	0	7
NCGC00488585-01	OC1=CC=C2C(=O)CC(OC2=C1)C3=CC(=CC(=C3)O)O	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	193	7909	146	12;9	12	9
NCGC00488464-01	COC1=C(O)C(=C(CCCC2=CC(=C(OC)C(=C2)O)O)C=C1)O	c1ccc(CCCc2ccccc2)cc1	15 3 4 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	194	7065	131	9;9	9	9
NCGC00488637-01	CC1C(O)C(O)C=CCCCCC(=O)OC1C(C)=CC(C)C(=O)C=CCC2CC(=O)NC(=O)C2	O=C(C=CCC1CC(=O)NC(=O)C1)CC=CC1CCCC=CCCCCC(=O)O1	25 7 8 2 0 12 0 1 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 1 0 0 0 0 4 0	195	40345	743	24;18	24	18
NCGC00488662-01	CCC1=C2CCCN3C2C(OC3=O)C1OC(C)=O	O=C1OC2CC=C3CCCN1C32	11 0 0 3 0 6 0 1 4 0 0 1 3 3 0 0 2 1 0 0 0 1 1 0 2 0 2 0 1 1 1 1	196	1569	30	2;5	2	5
NCGC00488609-01	CC(C1CC[C@@](C)(O1)C=C)C(C)=O	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	197	31	2	0;1	0	1
NCGC00488631-01	CC1=C2C(=O)C3=C(C=C(O)C(=C3O)O)C(=O)C2=CO1	O=C1c2ccccc2C(=O)c2cocc21	13 0 0 3 0 6 3 0 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 4 2 4	198	2901	54	4;3	4	3
NCGC00488636-01	CC1C(O)CC=CCCCCC(=O)OC1C(C)=CC(C)C(=O)CC(O)CC2CC(=O)NC(=O)C2	O=C(CC=CC1CCCC=CCCCCC(=O)O1)CCCC1CC(=O)NC(=O)C1	25 7 8 2 0 12 0 1 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 0 0 0 0 0 4 0	199	40345	743	24;18	24	18
NCGC00488744-01	CC1C=C(C)C(OC(=O)C=CCCC=CCC1O)C(C)C(=O)C=CCC2CC(=O)NC(=O)C2	O=C(C=CCC1CC(=O)NC(=O)C1)CC1C=CCCCC=CCCC=CC(=O)O1	25 5 6 2 0 14 0 3 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 2 0 0 0 0 4 0	200	40345	743	24;18	24	18
NCGC00488638-01	CC1CC(O)C=CCCCCC(=O)OC1C(C)=CC(C)C(=O)CC(O)CC2CC(=O)NC(=O)C2	O=C(CC=CC1CCCC=CCCCCC(=O)O1)CCCC1CC(=O)NC(=O)C1	25 7 8 2 0 12 0 1 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 0 0 0 0 0 4 0	201	40345	743	24;18	24	18
NCGC00390768-03	CC1=C2CC[C@@](C)(O)C2C3OC(=O)C(=C)C3CC1	C=C1C(=O)OC2C1CCC=C1CCCC12	13 0 0 3 0 7 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 2 0 1 0 2 0	202	3015	56	5;2	5	2
NCGC00017221-10	COC1=CC2=C(C=C1)C3=C([NH]2)C(=NCC3)C	C1=NCCc2c1[nH]c1ccccc21	13 0 0 3 0 6 2 2 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 3 1 2 3 0 3	203	2857	54	4;3	4	3
NCGC00488644-01	CC1C(O)CC=CCCC=CC(=O)OC1C(C)=CC(C)C(=O)C=CCC2CC(=O)NC(=O)C2	O=C(C=CCC1CC(=O)NC(=O)C1)CC=CC1CCCC=CCCC=CC(=O)O1	25 7 8 2 0 12 0 2 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 2 0 0 0 0 4 0	204	40345	743	24;18	24	18
NCGC00488486-01	CC1CC(O)C(CNC(C)=O)OC1CCC=C(C)C(C)=CC=O	C1CCOCC1	6 0 0 1 0 6 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	205	150	4	1;0	1	0
NCGC00247525-03	OC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(O)C=C3	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	206	7909	146	12;9	12	9
NCGC00488627-01	CC1=CC(=CC2=C1C(=O)C3=C(O)C=C(O)C=C3C2=O)O	O=C1c2ccccc2C(=O)c2ccccc21	14 0 0 3 0 6 3 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 4 2 4	207	4409	82	12;1	12	1
NCGC00488626-01	COC1=CC2=C(C(=C1O)O)C(=O)C3=C(C)OC=C3C2=O	O=C1c2ccccc2C(=O)c2cocc21	13 0 0 3 0 6 3 0 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 4 2 4	208	2901	54	4;3	4	3
NCGC00488784-01	COC1=C(O)C=CC(=C1)C2OCC3C2COC3C4=CC(=C(O)C=C4)OC	c1ccc(C2OCC3C(c4ccccc4)OCC23)cc1	20 0 0 4 0 6 2 0 2 0 0 2 0 2 0 0 2 0 0 0 0 0 0 0 0 0 5 0 4 5 0 5	209	19900	367	6;28	6	28
NCGC00488731-01	CC(C)C1CC(=O)C2=COC3=C2C1CC(C)C3=O	O=C1CCC2CCC(=O)c3occ1c32	12 0 0 3 0 6 1 2 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 0 0 3 0 3 1 2 1	210	1972	37	4;6	4	6
NCGC00488785-01	CC(C1CC[C@](C)(O1)C=C)C(=O)C=CC(C)(C)O	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	211	31	2	0;1	0	1
NCGC00488786-01	CC(C1CC[C@@](C)(O1)C=C)C(=O)C=CC(C)(C)O	C1CCOC1	5 0 0 1 0 5 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	212	31	2	0;1	0	1
NCGC00017346-09	OC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(O)C=C3O	O=C1CC(c2ccccc2)Oc2ccccc21	16 0 0 3 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 3 1 3	213	7909	146	12;9	12	9
NCGC00488635-01	CC1C=CC=CCCC=CC(=O)OC1C(C)=CC(C)C(=O)CC(O)CC2CC(=O)NC(=O)C2	O=C(CC=CC1CC=CC=CCCC=CC(=O)O1)CCCC1CC(=O)NC(=O)C1	25 7 8 2 0 12 0 3 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 2 0 0 0 0 4 0	214	40345	743	24;18	24	18
NCGC00488632-01	COC1=C(O)C2=C(C=C1O)C(=O)C3=COC(=C3C2=O)C	O=C1c2ccccc2C(=O)c2cocc21	13 0 0 3 0 6 3 0 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 4 2 4	215	2901	54	4;3	4	3
NCGC00488528-01	CC(=O)OC1C2N(CCC3=C2C(=C4OCOC4=C3)C5=C1C=CC=C5)C(C)=O	c1ccc2c(c1)CC1NCCc3cc4c(c-2c31)OCO4	20 0 0 5 0 6 2 4 3 0 0 2 1 3 0 0 2 1 0 0 0 1 1 0 0 0 7 2 8 12 0 12	216	20450	377	5;25	5	25
NCGC00488743-01	CC1C=C(C)C(OC(=O)C=CCCC=CCC1O)C(C)C(=O)CCCC2CC(=O)NC(=O)C2	O=C(CCCC1CC(=O)NC(=O)C1)CC1C=CCCCC=CCCC=CC(=O)O1	25 5 6 2 0 14 0 3 2 0 0 1 1 6 0 0 5 1 0 0 0 0 0 0 3 1 0 0 0 0 4 0	217	40345	743	24;18	24	18
NCGC00094872-17	O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N3CCCCC3	O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1	20 5 6 3 0 6 1 1 5 0 0 2 3 4 0 0 3 1 0 0 0 1 1 0 1 2 1 1 0 2 1 2	218	23135	427	15;31	15	31
NCGC00488558-01	COC1=CC=C(C=C1)C23OC4=CC(=CC(=C4[C@@](O)(C2O)C(C3C(=O)NCCCCNC(=O)C5=CC=CC=C5)C6=CC=CC=C6)OC)OC	O=C(NCCCCNC(=O)C1C(c2ccccc2)C2CC1(c1ccccc1)Oc1ccccc12)c1ccccc1	38 8 9 6 0 6 4 1 3 0 0 1 2 5 0 0 3 2 0 0 0 0 0 0 2 0 7 2 7 13 2 13	219	54233	999	29;7	29	7
NCGC00488506-01	CC(=O)OC1C=C2C(=O)OC[C@]2(O)[C@@]3(C)CCCC(C)(C)C13	O=C1OCC2C1=CCC1CCCCC12	13 0 0 3 0 6 0 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 2 0 1 0 1 0	220	2655	50	7;2	7	2
NCGC00488556-01	CC1=CC2C3C(=O)C(=C[C@]3(C1C(=O)[C@]2(C)O)C4=CC=C(O)C=C4)C5=CC=C(O)C=C5	O=C1CC2C=CC1[C@]1(c3ccccc3)C=C(c3ccccc3)C(=O)C21	23 0 0 6 0 6 2 3 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 4 0 4 4 2 4	221	31387	578	16;25	16	25
