Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
NC1=NC(=C2N=C(CC(CC#C)C3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)C=NC2=N1)N	CHEMBL1201746	ChEMBL23_NatProd	2	0	0.9314	1.033	3.983	0.621	1.428	0.4351	-1.856	inf	5.169	inf	2.952	0.9725	-1.599	inf	-	- = 0.93;+ = 0.07;	+	- = 0.222222;+ = 0.777778;	yes	no = 0.13;yes = 0.87;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.57;high = 0.43;	477.5	0	5	0	12	0	207.3	0	0.3243	0	12	0
COC1CC2OC[C@@]2(OC(C)=O)C3C(OC(=O)C4=CC=CC=C4)[C@]5(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)C6=CC=CC=C6)C(=C(C(OC)C(=O)[C@]13C)C5(C)C)C	CHEMBL1201748	ChEMBL23_NatProd	2	0	-0.1624	1.033	-0.1624	1.033	3.559	0.4351	3.559	0.4351	5.339	inf	4.262	0.9553	-1.063	inf	-	- = 0.76;+ = 0.24;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.03;yes = 0.97;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.33;high = 0.67;	835.9	0	3	0	15	0	202.4	0	0.2462	0	16	0
CCCC(=O)O[C@@]1(CCC2C3CC(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]12C)C(=O)COC(C)=O	CHEMBL1201749	ChEMBL23_NatProd	2	0	0.674	1.033	0.674	1.033	3.348	0.4351	3.348	0.4351	4.951	inf	4.615	0.7028	-0.8047	inf	-	- = 0.85;+ = 0.15;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.45;yes = 0.55;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.8;high = 0.2;	508.6	0	1	0	7	0	107	0	0.2051	0	8	0
CC1CCC[C@@]2(C)OC2CC(NC(=O)CC(O)C(C)(C)C(=O)C(C)C1O)C(C)=CC3=CSC(=N3)C	CHEMBL1201752	ChEMBL23_NatProd	2	0	1.196	1.033	1.196	1.033	3.559	0.4351	3.559	0.4351	5.005	inf	4.436	0.7046	-0.8274	inf	-	- = 0.75;+ = 0.25;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.1;yes = 0.9;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.4;high = 0.6;	506.7	0	3	0	7	0	112	0	0.05405	0	2	0
C[N]1(CC[C@@]23C4OC5=C(O)C=CC(=C25)CC1[C@]3(O)CCC4=O)CC6CC6	CHEMBL1201770	ChEMBL23_NatProd	2	0	2.958	1.033	1.55	inf	1.909	0.4351	0.6206	inf	4.444	inf	5.808	0.6966	-0.3279	0.3585	+	- = 0.32;+ = 0.68;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.59;yes = 0.41;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.87;high = 0.13;	356.4	0	2	0	5	0	66.76	0	0.06452	0	2	0
CC(O)C(O)C1CNC2=NC(=NC(=C2N1)O)N	CHEMBL1201774	ChEMBL23_NatProd	2	0	5.125	1.033	3.532	inf	-1.234	0.4351	-1.405	inf	3.938	0.6013	4.105	0.8592	-0.4072	inf	-	- = 0.91;+ = 0.09;	+	- = 0.2;+ = 0.8;	yes	no = 0.41;yes = 0.59;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.96;high = 0.04;	241.2	0	6	0	8	0	136.6	0	0.1111	0	2	0
CC(O)C(O)C1CNC2=C(N1)[C](=O)N=C(N)[NH]2	CHEMBL1201775	ChEMBL23_NatProd	2	0	4.672	1.033	3.562	inf	-1.494	0.4351	-1.05	inf	3.822	0.6013	3.483	0.8924	-0.6108	inf	-	- = 0.9;+ = 0.1;	+	- = 0.2;+ = 0.8;	yes	no = 0.43;yes = 0.57;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.97;high = 0.03;	241.2	0	6	0	8	0	136.3	0	0.1111	0	2	0
CC1=CC2=C(C=C1C)[N](CC(O)C(O)C(O)CO[P](O)(O)=O)C3=N[C](=O)[NH][C](=O)C3=N2	CHEMBL1201794	ChEMBL23_NatProd	2	0	3.323	1.033	3.728	inf	-0.374	0.6296	-1.361	inf	4.929	0.6013	4.579	0.9206	-1.74	inf	-	- = 0.89;+ = 0.11;	+	- = 0.285714;+ = 0.714286;	yes	no = 0.44;yes = 0.56;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.91;high = 0.09;	456.3	0	6	0	13	0	208.1	0	0.2121	0	7	0
CC1=CC2=C(C=C1C)[N](CC(O)C(O)C(O)CO[P](O)(O)=O)C3=N[C](=O)[NH][C](=O)C3=N2	CHEMBL1201795	ChEMBL23_NatProd	2	0	3.323	1.033	3.728	inf	-0.374	0.6296	-1.361	inf	4.929	0.6013	4.579	0.9206	-1.74	inf	-	- = 0.89;+ = 0.11;	+	- = 0.285714;+ = 0.714286;	yes	no = 0.44;yes = 0.56;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.91;high = 0.09;	456.3	0	6	0	13	0	208.1	0	0.2121	0	7	0
C[C@]12CCC3=C4CCC(=O)C=C4CCC3C1CC[C@@]2(O)CC#N	CHEMBL1201864	ChEMBL23_NatProd	2	0	1.86	1.033	1.86	1.033	3.197	0.4351	3.197	0.4351	4.815	0.6013	5.107	0.5687	-0.02997	0.3585	+	- = 0.22;+ = 0.78;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.81;yes = 0.19;	very high	low = 0.125;medium = 0.125;high = 0.125;very high = 0.625;	high	low = 0.31;high = 0.69;	311.4	0	1	0	3	0	61.09	0	0.07692	0	2	0
CC(=O)OCC(=O)[C@@]12N=C(C)OC1CC3C4CCC5=CC(=O)C=C[C@]5(C)C4C(O)C[C@]23C	CHEMBL1201891	ChEMBL23_NatProd	2	0	1.764	0.7036	1.764	0.7036	2.233	0.4351	2.233	0.4351	4.889	0.6013	4.108	0.7203	-0.8461	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.06;yes = 0.94;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.9;high = 0.1;	441.5	0	1	0	7	0	102.3	0	0.1111	0	4	0
COC1CCC(OC1C)OC2CC(OC2[C@]3(C)CCC(O3)[C@]4(C)CC[C@]5(CC(O)C(C)C(O5)C(C)C6O[C@](O)(CC(O)=O)C(C)C(O)C6OC)O4)C7O[C@](C)(O)C(C)CC7C	CHEMBL1207444	ChEMBL23_NatProd	2	0	1.566	1.033	4.432	inf	2.677	0.6296	2.046	inf	5.082	inf	3.377	1.004	-1.657	inf	-	- = 0.81;+ = 0.19;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.17;yes = 0.83;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.77;high = 0.23;	873.1	0	5	0	16	0	210.5	0	0.1642	0	11	0
C[N]1[C](=O)[N](C)C2=C([NH]C=N2)[C]1=O	CHEMBL1208646	ChEMBL23_NatProd	2	0	4.61	0.7036	4.61	0.7036	-0.01984	0.4351	-0.01984	0.4351	3.802	0.6013	3.984	0.6089	-0.4346	0.3585	-	- = 0.57;+ = 0.43;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.73;yes = 0.27;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.98;high = 0.02;	180.2	0	1	0	6	0	72.68	0	0	0	0	0
CC(CO)NC(=O)C1CN(C)C2CC3=C[NH]C4=CC=CC(=C34)C2=C1	CHEMBL1213135	ChEMBL23_NatProd	2	0	3.98	1.033	1.764	inf	1.634	0.4351	1.381	inf	4.551	0.6013	4.82	0.6297	-0.5182	inf	-	- = 0.77;+ = 0.23;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.29;yes = 0.71;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.88;high = 0.12;	325.4	0	3	0	5	0	68.36	0	0.1481	0	4	0
C[N]1C(=C(NC(=O)NCCN)C=[N]1CC2=C(N3C(SC2)C(NC(=O)\C(=N/OC(C)(C)C(O)=O)C4=NSC(=N4)N)C3=O)C(O)=O)N	CHEMBL1213250	ChEMBL23_NatProd	2	0	2.145	1.033	4.535	inf	-3.568	0.4351	-0.7278	inf	5.407	inf	0.8458	1.586	-2.108	inf	-	- = 0.78;+ = 0.22;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.15;yes = 0.85;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.7;high = 0.3;	667.7	0	8	0	20	0	295.5	0	0.3125	0	15	0
CC=C1NC(=O)C(CS)NC(=O)C(CC(=O)CC(OC(=O)C(NC1=O)C(C)C)C=CCCS)C(C)C	CHEMBL1213490	ChEMBL23_NatProd	2	0	2.06	1.033	2.06	1.033	1.882	0.4351	1.882	0.4351	4.961	inf	3.84	1.273	-0.2253	inf	-	- = 0.82;+ = 0.18;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.09;yes = 0.91;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.7;high = 0.3;	541.7	0	3	0	9	0	130.7	0	0.1667	0	6	0
CC[C@]12CCC3C(CCC4=CC(=O)CCC34)C1C=C[C@@]2(O)C#C	CHEMBL1213583	ChEMBL23_NatProd	2	0	1.683	1.033	1.683	1.033	3.022	0.4351	3.022	0.4351	4.848	0.6013	5.033	0.5523	0.06913	0.3585	+	- = 0.15;+ = 0.85;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.75;yes = 0.25;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.2;high = 0.8;	310.4	0	1	0	2	0	37.3	0	0.07692	0	2	0
CCC1OC(=O)C(C)C(OC2C[C@@](C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)[C@](C)(O)CC(C)\C(=N/OCOCCOC)C(C)C(O)[C@]1(C)O	CHEMBL1214185	ChEMBL23_NatProd	2	0	2.792	1.033	4.289	inf	2.731	0.6296	1.92	inf	5.018	inf	4.24	0.554	-1.704	inf	-	- = 0.79;+ = 0.21;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.12;yes = 0.88;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.98;high = 0.02;	837.1	0	5	0	17	0	216.9	0	0.2167	0	13	0
NC(CCC(N)C(O)=O)CC1OC(C(O)C1O)[N]2C=NC3=C(N)N=CN=C23	CHEMBL1214186	ChEMBL23_NatProd	2	0	3.259	1.033	3.649	inf	-4.395	0.4351	-2.637	inf	4.827	inf	2.795	1.05	-1.661	inf	-	- = 0.92;+ = 0.08;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.35;yes = 0.65;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.84;high = 0.16;	381.4	0	6	0	12	0	208.6	0	0.2414	0	7	0
OCC1OC(OC2=CC=C(CCCCCCC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C(=C3)C5=CC=CC(=C5)CC(O)=O)C=C2C6=CC=CC(=C6)CC(O)=O)C(O)C(O)C1O	CHEMBL1215923	ChEMBL23_NatProd	2	0	2.473	1.033	3.162	inf	0.9224	0.6296	0.4128	inf	5.482	inf	3.224	1.49	-2.11	inf	-	- = 0.79;+ = 0.21;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.05;yes = 0.95;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.51;high = 0.49;	862.9	0	10	0	16	0	273.4	0	0.2836	0	19	0
OCC1OC(O)C(O)C(O)C1O	CHEMBL1222250	ChEMBL23_NatProd	2	0	6.44	1.033	6.44	1.033	-2.302	0.6296	-2.302	0.6296	3.855	inf	3.251	0.7303	-1.227	0.3585	-	- = 0.89;+ = 0.11;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.82;yes = 0.18;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 1;high = 0;	180.2	0	5	0	6	0	110.4	0	0.08333	0	1	0
COC1=CC2=C(CCN[C@]23CSC4C5C6N(C)C(CC7=CC(=C(OC)C(=C67)O)C)C(O)N5C(COC3=O)C8=C9OCOC9=C(C)C(=C48)OC(C)=O)C=C1O	CHEMBL1224207	ChEMBL23_NatProd	2	0	2.285	1.033	3.432	inf	2.411	0.6296	2.583	inf	5.547	inf	5.821	1.871	-0.4916	inf	-	- = 0.54;+ = 0.46;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.05;yes = 0.95;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.77;high = 0.23;	761.8	0	4	0	14	0	168.7	0	0.06452	0	4	0
NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O	CHEMBL1230732	ChEMBL23_NatProd	2	0	4.46	1.033	3.691	inf	-3.52	0.4351	-2.096	inf	4.667	inf	3.684	0.9815	-1.526	0.3585	-	- = 0.92;+ = 0.08;	+	- = 0.2;+ = 0.8;	no	no = 0.52;yes = 0.48;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.89;high = 0.11;	347.2	0	5	0	12	0	186.1	0	0.16	0	4	0
OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O	CHEMBL1230813	ChEMBL23_NatProd	2	0	5.438	1.033	5.438	1.033	-2.574	0.6296	-2.574	0.6296	5.19	inf	1.97	2.694	-1.697	inf	-	- = 0.81;+ = 0.19;	-	- = 0.5001;+ = 0.4999;	yes	no = 0.19;yes = 0.81;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.91;high = 0.09;	972.8	0	18	0	30	0	474.9	0	0.08333	0	6	0
CN1C(CNC2=CC=C(C=C2)C(=O)NC(CCC(O)=O)C(O)=O)CNC3=C1[C](=O)N=C(N)[NH]3	CHEMBL1231574	ChEMBL23_NatProd	2	0	2.211	1.033	3.957	inf	-0.4981	0.4351	-1.718	inf	5.31	0.6013	2.201	1.026	-1.623	inf	-	- = 0.95;+ = 0.05;	+	- = 0.2;+ = 0.8;	yes	no = 0.19;yes = 0.81;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.69;high = 0.31;	459.5	0	7	0	13	0	202.8	0	0.2857	0	10	0
COC1CN(CCO1)C2CC(OC(C)C2O)OC3C[C@@](O)(CC4=C(O)C5=C(C(=C34)O)C(=O)C6=C(OC)C=CC=C6C5=O)C(=O)CO	CHEMBL1232279	ChEMBL23_NatProd	2	0	2.082	1.033	3.11	inf	1.694	0.4351	0.8382	inf	5.53	inf	4.27	0.8895	-1.037	inf	-	- = 0.57;+ = 0.43;	-	- = 0.777778;+ = 0.222222;	yes	no = 0.01;yes = 0.99;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.54;high = 0.46;	643.6	0	5	0	14	0	201.8	0	0.1373	0	7	0
CC1=CC2=C(C=C1C)[N](CC(O)C(O)C(O)CO[P](O)(=O)O[P](O)(=O)OCC3OC(C(O)C3O)[N]4C=NC5=C(N)N=CN=C45)C6=N[C](=O)[NH][C](=O)C6=N2	CHEMBL1232653	ChEMBL23_NatProd	2	0	2.395	1.033	4.282	inf	-0.7054	0.6296	0.6577	inf	5.786	inf	3.903	1.759	-1.977	inf	-	- = 0.79;+ = 0.21;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.46;yes = 0.54;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.68;high = 0.32;	785.6	0	9	0	24	0	362.9	0	0.2241	0	13	0
OCC1OC(O)C(O)C(O)C1O	CHEMBL1233058	ChEMBL23_NatProd	2	0	6.44	1.033	6.44	1.033	-2.302	0.6296	-2.302	0.6296	3.855	inf	3.251	0.7303	-1.227	0.3585	-	- = 0.89;+ = 0.11;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.82;yes = 0.18;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 1;high = 0;	180.2	0	5	0	6	0	110.4	0	0.08333	0	1	0
COC1C[C@](C)(O)CC2=CC3=C(C(=C12)O)C(=O)C4=C(O)C=C5C(=C4C3=O)OC6O[C@@]5(C)C(O)C(C6O)N(C)C	CHEMBL1234391	ChEMBL23_NatProd	2	0	2.093	1.033	3.055	inf	1.829	0.4351	0.5393	inf	5.684	inf	3.948	0.9523	-0.9119	inf	-	- = 0.63;+ = 0.37;	-	- = 0.777778;+ = 0.222222;	yes	no = 0.04;yes = 0.96;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.57;high = 0.43;	541.5	0	5	0	11	0	166.2	0	0.04545	0	2	0
NC(=O)C1=CC=C[N](=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)OCC3OC(C(O)C3O)[N]4C=NC5=C(N)N=CN=C45)C(O)C2O	CHEMBL1234613	ChEMBL23_NatProd	2	0	3.277	1.033	3.903	inf	-1.641	0.4351	-0.1603	inf	5.593	inf	2.717	1.611	-1.6	inf	-	- = 0.78;+ = 0.22;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.08;yes = 0.92;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.58;high = 0.42;	664.4	0	8	0	21	0	314.4	0	0.2292	0	11	0
OC(=O)C1=C[C](=O)[NH][C](=O)[NH]1	CHEMBL1235017	ChEMBL23_NatProd	2	0	4.304	0.7036	4.406	0.621	-1.123	0.4351	-2.343	inf	3.625	0.6013	2.604	0.5724	-0.9539	inf	-	- = 0.8;+ = 0.2;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.79;yes = 0.21;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.99;high = 0.01;	156.1	0	3	0	6	0	103	0	0.09091	0	1	0
O[S](=O)(=O)OCC1OC(O[C@]2(CO[S](O)(=O)=O)OC(CO[S](O)(=O)=O)C(O[S](O)(=O)=O)C2O[S](O)(=O)=O)C(O[S](O)(=O)=O)C(O[S](O)(=O)=O)C1O[S](O)(=O)=O	CHEMBL1235872	ChEMBL23_NatProd	2	0	2.817	1.033	7.225	inf	-3.536	0.6296	0.1259	inf	4.961	inf	3.151	3.155	-1.038	inf	-	- = 0.81;+ = 0.19;	-	- = 0.5001;+ = 0.4999;	yes	no = 0.11;yes = 0.89;	medium	low = 0.249967;medium = 0.2501;high = 0.249967;very high = 0.249967;	low	low = 0.96;high = 0.04;	982.8	0	8	0	35	0	536.5	0	0.375	0	21	0
OCC1OC(O)C(F)C(O)C1O	CHEMBL1235932	ChEMBL23_NatProd	2	0	6.527	0.7036	6.527	0.7036	-1.66	0.4351	-1.66	0.4351	3.892	0.6013	3.472	0.6315	-1.068	0.3585	-	- = 0.81;+ = 0.19;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.8;yes = 0.2;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 1;high = 0;	182.1	0	4	0	5	0	90.15	0	0.08333	0	1	0
CN(C)C1C2CC3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)C(=O)C4=C(O)C=CC=C4[C@@]3(C)O	CHEMBL1236180	ChEMBL23_NatProd	2	0	2.886	1.033	3.877	inf	-1.47	0.4351	-0.5504	inf	4.751	inf	2.407	0.948	-1.344	inf	-	- = 0.81;+ = 0.19;	-	- = 0.777778;+ = 0.222222;	yes	no = 0.01;yes = 0.99;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.99;high = 0.01;	444.4	0	6	0	10	0	181.6	0	0.05714	0	2	0
CN(C)C1C2CC3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(=O)C5=C(O)C=CC=C5[C@@]3(C)O	CHEMBL1237046	ChEMBL23_NatProd	2	0	3.127	1.033	3.537	inf	-0.06278	0.4351	-0.01444	inf	4.936	inf	3.141	1.055	-1.336	inf	-	- = 0.69;+ = 0.31;	-	- = 0.777778;+ = 0.222222;	yes	no = 0;yes = 1;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.91;high = 0.09;	527.6	0	6	0	11	0	170.9	0	0.119	0	5	0
COC(C1CC2=CC3=CC(=C(C)C(=C3C(=C2C(=O)C1OC4CC(OC5CC(O)C(OC6C[C@](C)(O)C(O)C(C)O6)C(C)O5)C(O)C(C)O4)O)O)OC7CC(OC8CC(O)C(O)C(C)O8)C(O)C(C)O7)C(=O)C(O)C(C)O	CHEMBL1237054	ChEMBL23_NatProd	2	0	1.499	1.033	1.499	1.033	1.017	0.6296	1.017	0.6296	5.264	inf	3.585	1.609	-1.693	inf	-	- = 0.74;+ = 0.26;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.06;yes = 0.94;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	high	low = 0.48;high = 0.52;	1085	0	11	0	24	0	358.2	0	0.1807	0	15	0
CN1CC[C@@]23C4CCC(=O)C2OC5=C(O)C=CC(=C35)CC14	CHEMBL1237055	ChEMBL23_NatProd	2	0	3.343	1.033	1.361	inf	1.618	0.4351	0.6151	inf	4.595	0.6013	5.351	0.5617	-0.1403	inf	+	- = 0.12;+ = 0.88;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.5001;yes = 0.4999;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.96;high = 0.04;	285.3	0	1	0	4	0	49.77	0	0	0	0	0
OCC1OC(OC2C(CO)O[C@](O)(CO)C2O)C(O)C(O)C1O	CHEMBL1237068	ChEMBL23_NatProd	2	0	6.395	1.033	6.395	1.033	-3.01	0.6296	-3.01	0.6296	4.55	inf	3.027	1.062	-1.592	inf	-	- = 0.83;+ = 0.17;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.18;yes = 0.82;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.98;high = 0.02;	342.3	0	8	0	11	0	189.5	0	0.2083	0	5	0
CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(NC(=O)C(NC(=O)C6CC(O)CN6C(=O)C(NC4=O)C(C)O)C(O)C(O)C7=CC=C(O)C(=C7)O[S](O)(=O)=O)C(O)CC(N)=O	CHEMBL1237070	ChEMBL23_NatProd	2	0	2.48	1.033	4.997	inf	-0.7322	0.6296	2.155	inf	5.277	inf	1.312	2.835	-1.473	inf	-	- = 0.76;+ = 0.24;	-	- = 0.5001;+ = 0.4999;	yes	no = 0.02;yes = 0.98;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.72;high = 0.28;	1270	0	16	0	32	0	510.1	0	0.2	0	19	0
CCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1SC)C(NC(=O)C2CC(CCC)CN2C)C(C)Cl	CHEMBL1237086	ChEMBL23_NatProd	2	0	2.11	1.033	1.661	inf	6.367	0.6296	2.764	inf	4.899	inf	5.768	0.8731	-0.6195	inf	-	- = 0.69;+ = 0.31;	-	- = 0.5001;+ = 0.4999;	yes	no = 0.11;yes = 0.89;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	low	low = 0.57;high = 0.43;	663.4	0	3	0	8	0	108.3	0	0.5333	0	24	0
CCCCC[C@](C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O	CHEMBL1237105	ChEMBL23_NatProd	2	0	2.6	0.7036	3.219	0.621	3.191	0.4351	-0.4669	inf	4.474	0.6013	4.799	0.7149	-0.8802	inf	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.32;yes = 0.68;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.64;high = 0.36;	368.5	0	4	0	5	0	97.99	0	0.4615	0	12	0
CCCCCC(O)CCC1C(O)CC2CC3=C(CC12)C=CC=C3OCC(O)=O	CHEMBL1237119	ChEMBL23_NatProd	2	0	1.365	0.7036	1.709	0.621	4.245	0.4351	0.4185	inf	4.719	0.6013	4.668	0.5842	-1.311	0.3585	-	- = 0.85;+ = 0.15;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.37;yes = 0.63;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.37;high = 0.63;	390.5	0	3	0	5	0	86.99	0	0.3333	0	10	0
CCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1SC)C(NC(=O)C2CC(CCC)CN2C)C(C)Cl	CHEMBL1237120	ChEMBL23_NatProd	2	0	2.11	1.033	1.661	inf	6.367	0.6296	2.764	inf	4.899	inf	5.768	0.8731	-0.6195	inf	-	- = 0.69;+ = 0.31;	-	- = 0.5001;+ = 0.4999;	yes	no = 0.11;yes = 0.89;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	low	low = 0.57;high = 0.43;	663.4	0	3	0	8	0	108.3	0	0.5333	0	24	0
CCCCC[C@](C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O	CHEMBL1237122	ChEMBL23_NatProd	2	0	2.6	0.7036	3.219	0.621	3.191	0.4351	-0.4669	inf	4.474	0.6013	4.799	0.7149	-0.8802	inf	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.32;yes = 0.68;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.64;high = 0.36;	368.5	0	4	0	5	0	97.99	0	0.4615	0	12	0
CN(C)C1C2C(O)C3C(=C)C4=C(Cl)C=CC(=C4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O	CHEMBL1237124	ChEMBL23_NatProd	2	0	2.717	1.033	3.964	inf	1.033	0.4351	0.1049	inf	5.016	inf	2.843	1.053	-1.152	inf	-	- = 0.83;+ = 0.17;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.03;yes = 0.97;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.87;high = 0.13;	476.9	0	6	0	10	0	181.6	0	0.05556	0	2	0
