Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
CN1C=NC2C1C(=O)N(C)C(=O)N2C	NCGC00488574-01	CANVASS	1	0	4.081	1.033	4.888	inf	-0.1221	0.4351	-2.023	inf	3.915	inf	3.436	0.8259	-0.7646	0.3585	-	- = 0.55;+ = 0.45;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.14;yes = 0.86;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.97;high = 0.03;	196.2	0	0	0	6	0	56.22	0	0	0	0	0
C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)C3CC4C(O)C[C@]3(CC4=C)C=CC1=O	NCGC00488516-01	CANVASS	1	0	2.133	1.033	3.837	inf	1.582	0.4351	-0.6616	inf	4.764	0.6013	3.374	0.7249	-1.159	inf	-	- = 0.94;+ = 0.06;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.32;yes = 0.68;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.62;high = 0.38;	441.5	0	5	0	8	0	144.2	0	0.1714	0	6	0
C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)C3CC4CC(O)[C@]3(CC4=C)C=CC1=O	NCGC00488517-01	CANVASS	1	0	2.133	1.033	3.828	inf	1.582	0.4351	-0.635	inf	4.764	0.6013	3.396	0.7247	-1.165	inf	-	- = 0.93;+ = 0.07;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.31;yes = 0.69;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.61;high = 0.39;	441.5	0	5	0	8	0	144.2	0	0.1714	0	6	0
CC(CCC1CCC(C)(C2CCC(=C)C[C@]12C)C(O)=O)=CC(=O)NC(CCC(N)=O)C(O)=O	NCGC00488521-01	CANVASS	1	0	2.154	1.033	3.576	0.621	2.235	0.4351	-0.5505	inf	4.804	inf	2.278	0.9222	-1.495	inf	-	- = 0.86;+ = 0.14;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.3;yes = 0.7;	high	low = 0.133333;medium = 0.2;high = 0.6;very high = 0.0666667;	high	low = 0.43;high = 0.57;	462.6	0	4	0	8	0	146.8	0	0.3235	0	11	0
CCCCCC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C=O	NCGC00488512-01	CANVASS	1	0	3.39	1.033	3.984	0.621	1.024	0.4351	-0.4952	inf	4.137	0.6013	2.655	0.7835	-0.9608	inf	-	- = 0.94;+ = 0.06;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.28;yes = 0.72;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.71;high = 0.29;	342.4	0	3	0	7	0	112.6	0	0.6522	0	15	0
C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2OC3OC(CO)C(O)C(O)C3O)C(O)=O)C4CC5CC[C@]4(CC5=C)C=CC1=O	NCGC00488622-01	CANVASS	1	0	3.141	1.033	3.793	inf	-0.005466	0.4351	-0.4917	inf	5.091	inf	3.21	0.8611	-1.524	inf	-	- = 0.88;+ = 0.12;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.02;yes = 0.98;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.67;high = 0.33;	587.6	0	7	0	12	0	203.1	0	0.1957	0	9	0
C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)C3CC4CC[C@@]3(C=CC1=O)C(O)C4=C	NCGC00488518-01	CANVASS	1	0	2.015	1.033	3.493	inf	1.71	0.4351	-0.441	inf	4.643	0.6013	3.472	0.7289	-1.156	inf	-	- = 0.93;+ = 0.07;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.32;yes = 0.68;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.59;high = 0.41;	441.5	0	5	0	8	0	144.2	0	0.1714	0	6	0
COC(=O)[C@@]12OC3=CC=CC(=C3C(=O)C1=C(O)CC(C)C2O)O	NCGC00488800-01	CANVASS	1	0	2.144	0.7036	2.958	inf	1.777	0.4351	-0.361	inf	4.676	0.6013	3.275	0.6415	-0.8539	0.3585	-	- = 0.96;+ = 0.04;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.57;yes = 0.43;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.69;high = 0.31;	320.3	0	3	0	7	0	113.3	0	0.08	0	2	0
OCC1OC(OC2=CC(=C3[C](=O)C=C(OC3=C2)C4=CC=C(O)C(=C4)O)O)C(O)C(O)C1O	NCGC00163589-04	CANVASS	1	0	3.534	1.033	4.334	inf	-0.3954	0.4351	-0.3592	inf	5.4	inf	4.05	0.8857	-1.384	inf	-	- = 0.89;+ = 0.11;	-	- = 0.894737;+ = 0.105263;	no	no = 0.7;yes = 0.3;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.56;high = 0.44;	448.4	0	7	0	11	0	190.3	0	0.1143	0	4	0
CC(CCC[C@@]1(C)C2C3CC4C(O)[C@]2(C[C@]4(C)O3)C=CC1=O)C(O)=O	NCGC00488740-01	CANVASS	1	0	2.599	1.033	3.696	0.621	2.202	0.4351	-0.346	inf	4.728	0.6013	3.703	0.5929	-1.093	inf	-	- = 0.75;+ = 0.25;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.65;yes = 0.35;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.66;high = 0.34;	348.4	0	2	0	5	0	83.83	0	0.1786	0	5	0
COC1=CC(=CC=C1O)C=C2C(C(N(C2=O)C3=C(C=C(O)C=C3)C(O)=O)C4=CC(=C(O)C=C4)OC)C(=O)NC5=C(C=C(O)C=C5)C(O)=O	NCGC00488616-01	CANVASS	1	0	1.028	1.033	4.026	inf	2.381	0.4351	-0.3458	inf	6.142	inf	3.017	1.106	-1.462	inf	-	- = 0.71;+ = 0.29;	+	- = 0.16667;+ = 0.83333;	no	no = 0.5001;yes = 0.4999;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	high	low = 0.49;high = 0.51;	656.6	0	7	0	14	0	223.4	0	0.1923	0	10	0
OCC1OC(C(O)C(O)C1O)C2=C(O)C=C3OC(=C[C](=O)C3=C2O)C4=CC=C(O)C=C4	NCGC00488806-01	CANVASS	1	0	3.526	1.033	3.825	inf	-0.2663	0.4351	-0.2785	inf	5.445	inf	4.205	0.8801	-1.297	inf	-	- = 0.93;+ = 0.07;	-	- = 0.894737;+ = 0.105263;	no	no = 0.71;yes = 0.29;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.58;high = 0.42;	432.4	0	7	0	10	0	181.1	0	0.08824	0	3	0
C\C=C\C=C\C(CC(O)=O)NC1=CC=C(C=O)C=C1	NCGC00381082-02	CANVASS	1	0	2.984	1.033	3.831	0.621	2.17	0.4351	-0.2233	inf	4.223	0.6013	4.174	0.7218	-0.5843	inf	+	- = 0.41;+ = 0.59;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.76;yes = 0.24;	high	low = 0.0625;medium = 0.0625;high = 0.6875;very high = 0.1875;	low	low = 0.74;high = 0.26;	259.3	0	2	0	4	0	66.4	0	0.3684	0	7	0
CC(C)C1CCC(C(O)=O)[C@]12CC=C(C)C(O)C2	NCGC00488559-01	CANVASS	1	0	2.813	0.7036	3.544	0.621	2.626	0.4351	-0.2056	inf	4.571	0.6013	3.919	0.5874	-0.6133	inf	+	- = 0.26;+ = 0.74;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.72;yes = 0.28;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.68;high = 0.32;	252.4	0	2	0	3	0	57.53	0	0.1053	0	2	0
C[C@]12C[C@]34CC1CC(O2)C3[C@](C)(CCC(=O)NC5=C(O)C(=CC=C5O)C(O)=O)C(=O)C=C4	NCGC00488803-01	CANVASS	1	0	1.5	1.033	3.934	inf	2.19	0.4351	-0.205	inf	4.72	0.6013	3.348	0.6867	-1.068	inf	-	- = 0.86;+ = 0.14;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.37;yes = 0.63;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.52;high = 0.48;	441.5	0	4	0	8	0	133.2	0	0.1667	0	6	0
OCC1OC(C(O)C(O)C1O)C2=C3OC(=C[C](=O)C3=C(O)C=C2O)C4=CC=C(O)C=C4	NCGC00488807-01	CANVASS	1	0	3.59	1.033	3.697	inf	-0.2588	0.4351	-0.1797	inf	5.395	inf	4.301	0.8824	-1.301	inf	-	- = 0.93;+ = 0.07;	-	- = 0.894737;+ = 0.105263;	no	no = 0.71;yes = 0.29;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.58;high = 0.42;	432.4	0	7	0	10	0	181.1	0	0.08824	0	3	0
CC(CCC[C@@]1(C)C2C3CC4C[C@]2(C[C@]4(C)O3)C=CC1=O)C(=O)NC(CO)C(O)=O	NCGC00488741-01	CANVASS	1	0	2.196	1.033	3.601	0.621	1.805	0.4351	-0.164	inf	4.587	0.6013	3.027	0.6546	-1.153	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.41;yes = 0.59;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.77;high = 0.23;	419.5	0	3	0	7	0	112.9	0	0.2727	0	9	0
OCC1OC(OC2=CC(=C3[C](=O)C=C(OC3=C2)C4=CC(=C(O)C=C4)OC5OC(CO)C(O)C(O)C5O)O)C(O)C(O)C1O	NCGC00488614-01	CANVASS	1	0	4.067	1.033	4.372	inf	-1.331	0.6296	-0.1549	inf	5.689	inf	3.667	1.27	-1.815	inf	-	- = 0.82;+ = 0.18;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.1;yes = 0.9;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.5001;high = 0.4999;	610.5	0	10	0	16	0	269.4	0	0.1489	0	7	0
CC=CC1C2C(=CC(=O)[C@@]1(C(O)=O)C3=C(C)C(=C(C)C(=C3C2=O)O)O)C	NCGC00488547-01	CANVASS	1	0	1.119	1.033	3.315	inf	2.518	0.4351	-0.09058	inf	5.103	inf	3.126	0.8626	-0.8385	inf	-	- = 0.86;+ = 0.14;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.62;yes = 0.38;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	low	low = 0.51;high = 0.49;	356.4	0	3	0	6	0	111.9	0	0.07143	0	2	0
CC1OC(OCC2OC(OC3=C(OC4=CC(=CC(=C4[C]3=O)O)O)C5=CC=C(O)C(=C5)O)C(O)C(O)C2O)C(O)C(O)C1O	NCGC00160628-12	CANVASS	1	0	3.712	1.033	4.708	inf	-0.8187	0.6296	-0.006112	inf	5.758	inf	3.711	1.206	-1.431	inf	-	- = 0.85;+ = 0.15;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.1;yes = 0.9;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	high	low = 0.47;high = 0.53;	610.5	0	10	0	16	0	269.4	0	0.1277	0	6	0
OC(=O)[C@@]12COC3(O)C4CCN(CCC13)C4C5=C2[NH]C6=CC=CC=C56	NCGC00488814-01	CANVASS	1	0	3.274	1.033	1.442	inf	1.759	0.4351	0.01752	inf	4.825	inf	3.658	0.6994	-1.646	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.3;yes = 0.7;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.76;high = 0.24;	340.4	0	3	0	6	0	85.79	0	0.03333	0	1	0
OC(=O)[C@@]12CO[C@@]3(O)C4CC[N@](CCC13)C4C5=C2[NH]C6=C5C=CC=C6	NCGC00488613-01	CANVASS	1	0	3.274	1.033	1.442	inf	1.759	0.4351	0.01752	inf	4.825	inf	3.658	0.6994	-1.646	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.3;yes = 0.7;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.76;high = 0.24;	340.4	0	3	0	6	0	85.79	0	0.03333	0	1	0
CC1OC(OC2=C(OC3=C(C(=CC(=C3)O)O)[C]2=O)C4=CC=C(O)C=C4)C(O)C(O)C1O	NCGC00180834-03	CANVASS	1	0	3.077	1.033	4.073	inf	0.3984	0.4351	0.06119	inf	5.438	inf	4.325	0.7945	-1.299	inf	-	- = 0.88;+ = 0.12;	-	- = 0.894737;+ = 0.105263;	no	no = 0.61;yes = 0.39;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.55;high = 0.45;	432.4	0	6	0	10	0	170.1	0	0.08824	0	3	0
C[C@]1(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)C3CC4CC[C@]3(CC4=C)C=CC1=O	NCGC00488515-01	CANVASS	1	0	1.623	1.033	3.113	inf	2.422	0.4351	0.06949	inf	4.723	0.6013	3.657	0.699	-1.048	inf	-	- = 0.92;+ = 0.08;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.38;yes = 0.62;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.44;high = 0.56;	425.5	0	4	0	7	0	123.9	0	0.1765	0	6	0
CCCCCCCC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C=O	NCGC00488513-01	CANVASS	1	0	2.922	1.033	3.364	0.621	1.838	0.4351	0.07818	inf	4.019	0.6013	2.946	0.8098	-0.9515	inf	-	- = 0.94;+ = 0.06;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.27;yes = 0.73;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.5001;high = 0.4999;	370.5	0	3	0	7	0	112.6	0	0.68	0	17	0
CC(CCC[C@@]1(C)C2CC3CC[C@@]2(CC3=C)C=CC1=O)C(=O)NC(CO)C(O)=O	NCGC00488623-01	CANVASS	1	0	2.414	1.033	2.608	inf	1.933	0.4351	0.1257	inf	4.562	0.6013	3.332	0.6826	-1.122	inf	-	- = 0.93;+ = 0.07;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.43;yes = 0.57;	high	low = 0.133333;medium = 0.2;high = 0.6;very high = 0.0666667;	low	low = 0.6;high = 0.4;	403.5	0	3	0	6	0	103.7	0	0.2903	0	9	0
COC(C=CCCC=CC(O)=O)C(O)C(C)C(O)C(C)=CC(C)C(=O)CCCC1CC(=O)NC(=O)C1	NCGC00488805-01	CANVASS	1	0	3.391	1.033	4.084	0.621	2.01	0.4351	0.1416	inf	4.868	inf	4.609	1.157	-0.6113	inf	-	- = 0.85;+ = 0.15;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.3;yes = 0.7;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.66;high = 0.34;	507.6	0	4	0	9	0	150.2	0	0.4444	0	16	0
CC(C=C(C)C(O)C(C)C(O)CC=CCCC=CC(O)=O)C(=O)CCCC1CC(=O)NC(=O)C1	NCGC00488648-01	CANVASS	1	0	3.365	1.033	3.748	0.621	2.193	0.4351	0.1487	inf	4.853	inf	4.662	1.137	-0.5948	inf	-	- = 0.92;+ = 0.08;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.26;yes = 0.74;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.55;high = 0.45;	477.6	0	4	0	8	0	141	0	0.4412	0	15	0
COC(C=CCCC=CC(O)=O)C(O)C(C)C=C(C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	NCGC00488794-01	CANVASS	1	0	3.253	1.033	4.068	0.621	2.077	0.4351	0.163	inf	4.876	inf	4.406	1.138	-0.6093	inf	-	- = 0.85;+ = 0.15;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.32;yes = 0.68;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.67;high = 0.33;	507.6	0	4	0	9	0	150.2	0	0.4444	0	16	0
COC(C=CCCC=CC(O)=O)C(O)C(C)C=C(C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	NCGC00488795-01	CANVASS	1	0	3.253	1.033	4.068	0.621	2.077	0.4351	0.163	inf	4.876	inf	4.406	1.138	-0.6093	inf	-	- = 0.85;+ = 0.15;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.32;yes = 0.68;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.67;high = 0.33;	507.6	0	4	0	9	0	150.2	0	0.4444	0	16	0
CC1OC(C(O)C(O)C1O)C2=C3OC(=C[C](=O)C3=C(O)C=C2O)C4=CC=C(O)C=C4	NCGC00488591-01	CANVASS	1	0	3.169	1.033	3.624	inf	0.5261	0.4351	0.1801	inf	5.467	inf	4.415	0.78	-1.195	inf	-	- = 0.9;+ = 0.1;	-	- = 0.894737;+ = 0.105263;	no	no = 0.61;yes = 0.39;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.61;high = 0.39;	416.4	0	6	0	9	0	160.8	0	0.06061	0	2	0
CC1NC(=O)C[C@](S)(CCC(=CCC(=O)C=CC=CC2=CSC1=N2)C)C(C)C(O)=O	NCGC00488649-01	CANVASS	1	0	1.606	1.033	3.445	0.621	2.753	0.4351	0.2269	inf	5.196	inf	4.16	0.8839	-1.06	inf	-	- = 0.88;+ = 0.12;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.49;yes = 0.51;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	low	low = 0.63;high = 0.37;	448.6	0	2	0	6	0	96.36	0	0.06452	0	2	0
CC[N@@]1(O)C[C@]2(C)CCC(O)[C@@]34C2CC(C13)[C@@]56CCC(CC45)[C@](O)(CO)C6O	NCGC00488514-01	CANVASS	1	0	3.909	1.033	2.951	inf	0.6073	0.6296	0.2696	inf	4.461	inf	4.952	1.195	-0.253	inf	-	- = 0.74;+ = 0.26;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.22;yes = 0.78;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.72;high = 0.28;	394.5	0	5	0	6	0	101.1	0	0.06061	0	2	0
C[C@@]1(O)C[C@]23CC1CCC2[C@]4(C)CCC[C@](C)(C4CC3O)C(O)=O	NCGC00488625-01	CANVASS	1	0	2.415	0.7036	3.01	0.621	2.801	0.4351	0.2862	inf	4.62	0.6013	4.002	0.8049	-1.083	inf	-	- = 0.64;+ = 0.36;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.67;yes = 0.33;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.44;high = 0.56;	336.5	0	3	0	4	0	77.76	0	0.03704	0	1	0
C1CCN2CC3CC(C=C4CCCNC34)C2C1	NCGC00488696-01	CANVASS	1	0	5.773	1.033	2.917	inf	2.177	0.4351	0.3783	inf	4.563	0.6013	5.337	0.5251	0.6224	inf	+	- = 0.14;+ = 0.86;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.63;yes = 0.37;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.72;high = 0.28;	232.4	0	1	0	2	0	15.27	0	0	0	0	0
CCN1C[C@]2(C)CCC(O)[C@@]34C2CC(C13)C56CCC(CC45)[C@](O)(CO)C6O	NCGC00488459-01	CANVASS	1	0	3.875	1.033	2.773	inf	0.9195	0.6296	0.4157	inf	4.389	inf	5.048	1.172	-0.1352	inf	-	- = 0.68;+ = 0.32;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.22;yes = 0.78;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.7;high = 0.3;	377.5	0	4	0	5	0	84.16	0	0.0625	0	2	0
CC1C=CC2CCCCC2C1C(=O)C3CC4=C(CCN4C3=O)C(O)=O	NCGC00488543-01	CANVASS	1	0	2.307	1.033	2.956	inf	2.094	0.4351	0.4273	inf	4.588	inf	3.998	0.7705	-0.7684	inf	-	- = 0.75;+ = 0.25;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.11;yes = 0.89;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.66;high = 0.34;	343.4	0	1	0	5	0	74.68	0	0.1071	0	3	0
C[C@]12C[C@]34CC1CC(O2)C3[C@]5(C)CCC[C@](C)(C5CC4O)C(O)=O	NCGC00488524-01	CANVASS	1	0	2.311	0.7036	3.743	0.621	2.845	0.4351	0.4341	inf	4.793	0.6013	3.877	0.782	-1.002	inf	+	- = 0.47;+ = 0.53;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.71;yes = 0.29;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.56;high = 0.44;	334.5	0	2	0	4	0	66.76	0	0.03571	0	1	0
CCCCCCCCCC1CC2CCC3C(C(C)NC(=N1)N23)C(=O)OCCCCNC(N)=N	NCGC00488661-01	CANVASS	1	0	1.313	1.033	3.202	inf	3.953	0.4351	0.5212	inf	4.699	inf	4.134	0.967	-1.113	inf	-	- = 0.81;+ = 0.19;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.11;yes = 0.89;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	low	low = 0.58;high = 0.42;	462.7	0	4	0	8	0	115.8	0	0.4571	0	16	0
CCCCC1CCC2CCCC(CCCO)N12	NCGC00488617-01	CANVASS	1	0	4.633	0.7036	2.831	0.621	3.627	0.4351	0.5668	inf	4.349	0.6013	5.707	0.4549	0.435	0.3585	+	- = 0.16;+ = 0.84;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.74;yes = 0.26;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	low	low = 0.8;high = 0.2;	239.4	0	1	0	2	0	23.47	0	0.3333	0	6	0
CCCCC(C)C=C1CN2CCCC2[C@@](C)(O)C1O	NCGC00488664-01	CANVASS	1	0	4.655	1.033	2.482	0.621	3.049	0.4351	0.5823	inf	4.547	0.6013	5.622	0.4577	0.5734	0.3585	+	- = 0.19;+ = 0.81;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.67;yes = 0.33;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.75;high = 0.25;	267.4	0	2	0	3	0	43.7	0	0.2	0	4	0
COC(C(C)O)C(C)C1O[C@]1(C)CC(C)C=CC=C(C)C2OC(CCC2C)CC(O)=O	NCGC00488492-01	CANVASS	1	0	2.067	0.7036	3.599	0.621	3.914	0.4351	0.5891	inf	4.98	inf	4.463	0.6337	-0.796	inf	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.39;yes = 0.61;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.54;high = 0.46;	438.6	0	2	0	6	0	88.52	0	0.3438	0	11	0
OC1CC2N3CC(C2=CC1O)C4=C(C3)C=C5OCOC5=C4	NCGC00488799-01	CANVASS	1	0	4.608	1.033	1.407	0.621	0.7626	0.4351	0.6015	inf	4.463	0.6013	5.18	0.54	-0.03557	inf	+	- = 0.46;+ = 0.54;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.41;yes = 0.59;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.95;high = 0.05;	287.3	0	2	0	5	0	62.16	0	0	0	0	0
C1CCN2CCC3CC(CC=C4CCCNC34)C2C1	NCGC00488793-01	CANVASS	1	0	5.381	1.033	2.833	inf	2.827	0.4351	0.6115	inf	4.618	0.6013	5.566	0.5562	0.6706	0.3585	+	- = 0.13;+ = 0.87;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.63;yes = 0.37;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.61;high = 0.39;	260.4	0	1	0	2	0	15.27	0	0	0	0	0
CC(CCC[C@@]1(C)C2CC3CC[C@]2(CC3=C)C=CC1=O)C(O)=O	NCGC00488519-01	CANVASS	1	0	2.266	1.033	2.067	inf	3.297	0.4351	0.6367	inf	4.796	0.6013	4.222	0.6254	-0.7402	inf	+	- = 0.28;+ = 0.72;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.83;yes = 0.17;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.32;high = 0.68;	316.4	0	1	0	3	0	54.37	0	0.2	0	5	0
COC1C2O[C@]3(O)C(CC2OC1[N]4C=NC5=C4N=CN=C5N)OC(C(O)C3OC(=O)C(CO)=CC)C(=O)OC	NCGC00488804-01	CANVASS	1	0	2.605	1.033	3.779	inf	-0.3378	0.4351	0.6402	inf	5.335	inf	3.339	1.19	-1.411	inf	-	- = 0.84;+ = 0.16;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.01;yes = 0.99;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.71;high = 0.29;	551.5	0	4	0	16	0	219.8	0	0.186	0	8	0
CC(CCC=CCCC=CC(O)=O)C=C(C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	NCGC00488646-01	CANVASS	1	0	2.846	1.033	3.005	0.621	3.124	0.4351	0.6708	inf	4.906	inf	4.669	1.088	-0.48	inf	-	- = 0.92;+ = 0.08;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.32;yes = 0.68;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.53;high = 0.47;	461.6	0	3	0	7	0	120.8	0	0.4545	0	15	0
CC(CCC=CCCC=CC(O)=O)C=C(C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1	NCGC00488647-01	CANVASS	1	0	2.846	1.033	3.005	0.621	3.124	0.4351	0.6708	inf	4.906	inf	4.669	1.088	-0.48	inf	-	- = 0.92;+ = 0.08;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.32;yes = 0.68;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.53;high = 0.47;	461.6	0	3	0	7	0	120.8	0	0.4545	0	15	0
C[N](C)(C)CCC1=C[NH]C2=CC=CC=C12	NCGC00488612-01	CANVASS	1	0	4.383	1.033	2.509	0.621	2.627	0.4351	0.7308	inf	4.023	0.6013	5.262	0.4875	-0.2927	0.3585	+	- = 0.03;+ = 0.97;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.77;yes = 0.23;	low	low = 0.454545;medium = 0.181818;high = 0.272727;very high = 0.0909091;	low	low = 0.8;high = 0.2;	203.3	0	1	0	2	0	15.79	0	0.1875	0	3	0
