Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
CCC(C(C)C(C(C)=CC1=CC(=C(OC)C=C1OC)OC)C2=CC(=C(OC)C=C2OC)OC)C3=CC(=C(OC)C=C3OC)OC	NCGC00488477-01	CANVASS	1	0	1.133	1.033	1.133	1.033	4.654	0.4351	4.654	0.4351	6.038	inf	6.097	1.262	0.2003	inf	-	- = 0.79;+ = 0.21;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.49;yes = 0.51;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.57;high = 0.43;	624.8	0	0	0	9	0	83.07	0	0.3404	0	16	0
CC(C)=CCCC(C)=CCC1=CC(=CC=C1O)C2CC(=O)C3=C(O2)C=C(O)C(=C3O)CC=C(C)C	NCGC00488473-01	CANVASS	1	0	0.862	1.033	0.862	1.033	4.75	0.4351	4.75	0.4351	5.737	inf	6.157	1.012	-0.1377	inf	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.37;yes = 0.63;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.34;high = 0.66;	476.6	0	3	0	5	0	86.99	0	0.2162	0	8	0
CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@@]34C)C2C1	NCGC00488761-01	CANVASS	1	0	1.222	1.033	1.222	1.033	4.888	0.4351	4.888	0.4351	5.112	inf	5.28	1.599	0.2333	inf	+	- = 0.28;+ = 0.72;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.61;yes = 0.39;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.32;high = 0.68;	442.7	0	2	0	2	0	40.46	0	0.02778	0	1	0
COC(=O)C1=C2N=C(OC2=CC=C1)C3=CC=CC4=C3N=C(O4)C5=C(C)C=CC=C5O	NCGC00488453-01	CANVASS	1	0	1.088	1.033	1.088	1.033	4.889	0.4351	4.889	0.4351	6.197	0.6013	5.603	0.8041	-0.5967	inf	-	- = 0.95;+ = 0.05;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.46;yes = 0.54;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.24;high = 0.76;	400.4	0	1	0	7	0	98.59	0	0.1176	0	4	0
COC1=CC(=C(C(=C1)O)C(=O)C2C(CC=C(C)C)C(=CCC2C3=CC=CC=C3)C)O	NCGC00488548-01	CANVASS	1	0	0.6669	1.033	0.6669	1.033	4.928	0.4351	4.928	0.4351	5.746	0.6013	5.464	0.7264	-0.05371	inf	+	- = 0.4;+ = 0.6;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.53;yes = 0.47;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.25;high = 0.75;	406.5	0	2	0	4	0	66.76	0	0.1875	0	6	0
CC(C)=CCC1C[C@@]2(CC=C(C)C)C(=O)[C@](CC=C(C)C)(C(=O)C(=C2O[K])C(=O)C3=CC=CC=C3)C1(C)C	NCGC00355511-02	CANVASS	1	0	-0.302	1.033	-0.302	1.033	4.935	0.4351	4.935	0.4351	5.282	inf	5.595	1.027	-0.03931	inf	-	- = 0.56;+ = 0.44;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.51;yes = 0.49;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.32;high = 0.68;	540.8	0	0	0	4	0	60.44	0	0.225	0	9	0
COC1=C(OC)C=C(C=C1)C2C(C)C(C)CC3=C2C=C4OCOC4=C3	NCGC00488567-01	CANVASS	1	0	0.8472	0.7036	0.8472	0.7036	4.938	0.4351	4.938	0.4351	5.621	0.6013	5.318	0.573	0.3497	inf	+	- = 0.32;+ = 0.68;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.74;yes = 0.26;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.43;high = 0.57;	340.4	0	0	0	4	0	36.92	0	0.1071	0	3	0
CCCCCCCC(=O)OC1CC(=O)C(=C)CC2OC3C4C(CC[C@@](C)(O)C24)C(C)COC13C	NCGC00488748-01	CANVASS	1	0	0.6598	1.033	0.6598	1.033	5.08	0.4351	5.08	0.4351	4.989	0.6013	5.044	0.5382	-0.5235	0.3585	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.13;yes = 0.87;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.65;high = 0.35;	476.6	0	1	0	6	0	82.06	0	0.2162	0	8	0
CC(=O)OC1=CC2=C(C(=O)[N]3C(=C(Cl)C=C23)Cl)C(=C1C4CCC5=CC(=C(Cl)[N]45)Cl)OC(C)=O	NCGC00488667-01	CANVASS	1	0	-0.67	1.033	-0.67	1.033	5.195	0.4351	5.195	0.4351	5.9	inf	4.569	0.9509	-0.2867	0.3585	-	- = 0.85;+ = 0.15;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.48;yes = 0.52;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.39;high = 0.61;	528.2	0	0	0	7	0	79.53	0	0.1351	0	5	0
CCCCCCCC(=O)OC1CC(O)C(=C)CC2OC3C4C(CC[C@@](C)(O)C24)C(C)COC13C	NCGC00488749-01	CANVASS	1	0	1.026	1.033	1.026	1.033	5.286	0.4351	5.286	0.4351	5.017	0.6013	5.233	0.5167	-0.5859	0.3585	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.17;yes = 0.83;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	low	low = 0.57;high = 0.43;	478.7	0	2	0	6	0	85.22	0	0.2162	0	8	0
C\C=C(\C)C1=C(Cl)C(=C(C)C2=C1OC3=C(Cl)C(=C(Cl)C(=C3C(=O)O2)C)O)O	NCGC00380824-02	CANVASS	1	0	-0.2916	1.033	-0.2916	1.033	5.369	0.4351	5.369	0.4351	5.862	inf	5.019	1.115	-0.222	inf	-	- = 0.67;+ = 0.33;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.64;yes = 0.36;	high	low = 0.1;medium = 0.2;high = 0.6;very high = 0.1;	high	low = 0.36;high = 0.64;	429.7	0	2	0	5	0	75.99	0	0.03448	0	1	0
OC1=CC=CC=C1C(=O)C2=C([N]3C(=C(Cl)C=C3C(=O)C4=CC=CC=C4O)Cl)C(=C(Cl)[NH]2)Cl	NCGC00390598-03	CANVASS	1	0	-1.481	1.033	-1.481	1.033	5.482	0.4351	5.482	0.4351	6.157	0.6013	3.924	0.8746	-0.5483	inf	-	- = 0.88;+ = 0.12;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.56;yes = 0.44;	medium	low = 0.111111;medium = 0.666667;high = 0.111111;very high = 0.111111;	high	low = 0.27;high = 0.73;	510.2	0	3	0	6	0	95.32	0	0.1429	0	5	0
CC(CCC=C(C)C)C1CC[C@@]2(C)CC3C(C(=O)C=C3C)C(=CCC12)C=O	NCGC00488503-01	CANVASS	1	0	1.635	1.033	1.635	1.033	5.523	0.4351	5.523	0.4351	4.969	0.6013	5.434	0.8076	0.1711	inf	+	- = 0.3;+ = 0.7;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.19;yes = 0.81;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.38;high = 0.62;	368.6	0	0	0	2	0	34.14	0	0.1724	0	5	0
CC(=C)C1CC[C@]2(C)CC[C@]3(C)C(CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@@]34C)C12	NCGC00168853-06	CANVASS	1	0	1.107	1.033	1.107	1.033	5.568	0.4351	5.568	0.4351	5.022	inf	5.265	1.604	0.2737	0.3585	+	- = 0.16;+ = 0.84;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.71;yes = 0.29;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.34;high = 0.66;	426.7	0	1	0	1	0	20.23	0	0.02857	0	1	0
CC(C)[C@]12CC[C@@]3(C)C(C)CCC(O)[C@@]3(CC1)C4=C2C=C5[NH]C6=C(C=CC=C6)C5=C4	NCGC00488621-01	CANVASS	1	0	0.2567	1.033	0.2567	1.033	5.786	0.4351	5.786	0.4351	5.192	inf	5.834	1.013	-0.3066	inf	+	- = 0.27;+ = 0.73;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.3;yes = 0.7;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.43;high = 0.57;	401.6	0	2	0	2	0	36.02	0	0.02857	0	1	0
COC1=C(C)C2=C(OC3=C(Cl)C(=C(Cl)C(=C3C(=O)O2)C)O)C(=C1Cl)\C(C)=C/C	NCGC00380835-02	CANVASS	1	0	-0.6416	1.033	-0.6416	1.033	5.84	0.4351	5.84	0.4351	5.858	inf	5.104	1.106	0.1563	inf	-	- = 0.65;+ = 0.35;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.62;yes = 0.38;	high	low = 0.1;medium = 0.2;high = 0.6;very high = 0.1;	high	low = 0.29;high = 0.71;	443.7	0	1	0	5	0	64.99	0	0.06667	0	2	0
CCCCCCCC(CC=CCCC(=O)NCCC1=C[NH]C2=C1C=CC=C2)OC	NCGC00488476-01	CANVASS	1	0	1.38	1.033	1.38	1.033	5.97	0.4351	5.97	0.4351	4.729	0.6013	5.781	0.6334	-0.0271	inf	+	- = 0.34;+ = 0.66;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.36;yes = 0.64;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	high	low = 0.42;high = 0.58;	398.6	0	2	0	4	0	54.12	0	0.5333	0	16	0
CC(=O)OC1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C4C5CC(C)(C)CC[C@]5(C)CC[C@@]34C)C1(C)C	NCGC00179084-04	CANVASS	1	0	0.3772	1.033	0.3772	1.033	6.071	0.4351	6.071	0.4351	5.048	inf	5.284	1.608	0.5188	inf	+	- = 0.33;+ = 0.67;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.71;yes = 0.29;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.34;high = 0.66;	468.8	0	0	0	2	0	26.3	0	0.05263	0	2	0
CC1CCC(O)[C@@]2(CCC=C(C)C)C3=CC4=C([NH]C5=C4C=CC=C5)C=C3CC[C@@]12C	NCGC00488589-01	CANVASS	1	0	0.5381	1.033	0.5381	1.033	6.682	0.4351	6.682	0.4351	5.241	inf	6.215	0.772	-0.09816	inf	+	- = 0.22;+ = 0.78;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.23;yes = 0.77;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.34;high = 0.66;	401.6	0	2	0	2	0	36.02	0	0.08824	0	3	0
CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)CCCC(C)CC(C)C(C)C	NCGC00488586-01	CANVASS	1	0	0.1946	1.033	0.1946	1.033	8.674	0.4351	8.674	0.4351	4.826	inf	7.031	1.008	0.736	inf	+	- = 0.27;+ = 0.73;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.43;yes = 0.57;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.45;high = 0.55;	464.8	0	0	0	2	0	26.3	0	0.75	0	24	0
