ID	Structure	bms	sk_struct	idx	closest_order	bucket_id	embedded_hs_coordinates	Dim_1	Dim_2
DB00598	CC(CCC1=CC=CC=C1)NCC(O)C2=CC(=C(O)C=C2)C(N)=O	c1ccc(CCCNCCc2ccccc2)cc1	18 6 7 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	340	16058	18925	48;170	48	170
DB00599	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	O=C1CC(=O)NC(=S)N1	6 0 0 1 0 6 0 0 2 0 0 0 2 5 0 1 2 2 0 0 0 1 0 0 4 0 0 0 0 0 3 0	341	167	198	15;4	15	4
DB00600	OC1=CC=C(OCC2=CC=CC=C2)C=C1	c1ccc(COc2ccccc2)cc1	14 2 3 2 0 6 2 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	342	4796	5653	112;22	112	22
DB00601	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F	O=C1OCCN1c1ccc(N2CCOCC2)cc1	17 0 0 3 0 6 1 0 8 0 0 2 6 5 0 0 3 2 0 0 0 1 3 0 2 0 2 0 0 2 1 2	343	10164	11979	67;107	67	107
DB00603	CC1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(OC(C)=O)C(C)=O)[C@@]4(C)CCC(=O)C=C14	O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)C2CC1	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 1 3	344	10717	12631	32;126	32	126
DB00604	COC1CN(CCCOC2=CC=C(F)C=C2)CCC1NC(=O)C3=C(OC)C=C(N)C(=C3)Cl	O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1	24 6 8 3 0 6 2 0 5 0 0 1 4 4 0 0 2 2 0 0 0 0 0 0 1 0 0 0 0 3 1 3	345	37423	44103	252;214	252	214
DB00605	CC\1=C(CC(O)=O)C2=C(C=CC(=C2)F)C1=C\C3=CC=C(C=C3)[S](C)=O	C1=Cc2ccccc2/C1=C\c1ccccc1	16 1 2 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0	346	8804	10376	106;105	106	105
DB00606	N[S](=O)(=O)C1=CC2=C(NC(N[S]2(=O)=O)C3CC4CC3C=C4)C=C1Cl	O=S1(=O)NC(C2CC3C=CC2C3)Nc2ccccc21	17 0 0 4 0 6 1 2 8 0 6 0 2 5 0 1 2 2 0 1 0 1 1 2 2 0 3 3 1 6 2 6	347	10584	12474	51;118	51	118
DB00607	CCOC1=C(C(=O)NC2[C@H]3SC(C)(C)C(N3C2=O)C(O)=O)C4=C(C=CC=C4)C=C1	O=C(NC1C(=O)N2CCS[C@H]12)c1cccc2ccccc12	19 2 3 4 0 6 2 0 5 0 1 0 4 5 0 1 2 2 0 0 0 1 4 0 2 0 4 0 2 2 2 2	348	17691	20849	27;199	27	199
DB00608	CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl	c1ccc2ncccc2c1	10 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	349	1029	1214	9;46	9	46
DB00609	CCC1=NC=CC(=C1)C(N)=S	c1ccncc1	6 0 0 1 0 6 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	350	143	170	14;15	14	15
DB00610	CC(N)C(O)C1=CC(=CC=C1)O	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	351	135	160	11;12	11	12
DB00611	OC1=CC2=C(C[C@@H]3N(CC[C@]24CCCC[C@@]34O)CC5CCC5)C=C1	c1ccc2c(c1)C[C@H]1C3CCCC[C@@]23CCN1CC1CCC1	22 1 2 5 0 6 1 1 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 5 2 4 8 0 8	352	28641	33754	154;135	154	135
DB00612	CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	353	135	160	11;12	11	12
DB00613	CCN(CC)CC1=CC(=CC=C1O)NC2=C3C=CC(=CC3=NC=C2)Cl	c1ccc(Nc2ccnc3ccccc23)cc1	17 1 2 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 1 1 1 0 1	354	11476	13525	56;86	56	86
DB00615	COC1C=CO[C@@]2(C)OC3=C(C2=O)C4=C(C(=C3C)O)C(=O)C(=C5NC6(CCN(CC6)CC(C)C)N=C45)NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C	O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4c(c3C2=O)C2=NC3(CCNCC3)NC2=C(N1)C4=O	38 0 0 7 1 24 2 12 6 0 0 2 4 9 0 0 5 4 0 0 0 2 0 0 4 4 3 1 2 5 3 5	355	53909	63531	231;39	231	39
DB00617	CCC1(C)OC(=O)N(C)C1=O	O=C1COC(=O)N1	5 0 0 1 0 5 0 0 2 0 0 1 1 4 0 0 3 1 0 0 0 1 1 0 3 0 0 0 0 0 2 0	356	54	65	0;8	0	8
DB00618	CN(C)C1[C@@H]2C[C@@H]3C(O)C4=C(Cl)C=CC(=C4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O	O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21	18 0 0 4 0 6 1 3 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 2 2 0 3 2 3	357	13536	15953	28;112	28	112
DB00619	CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC(=C(C)C=C3)NC4=NC(=CC=N4)C5=CC=CN=C5	O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1	34 4 7 5 0 6 4 0 9 0 0 0 9 8 0 0 1 7 0 0 0 3 2 0 1 0 1 4 0 4 1 4	358	52718	62128	220;31	220	31
DB00620	C[C@]12CC(O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC(O)[C@]2(O)C(=O)CO	O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 4 0 3 3 1 3	359	10765	12687	37;119	37	119
DB00621	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C	O=C1C[C@@H]2CC[C@@H]3[C@H](CCC4CCC[C@H]43)C2CO1	17 0 0 4 0 6 0 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 5 0 4 5 1 5	360	10675	12581	43;121	43	121
DB00623	OCCN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1	c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1	23 3 4 4 0 6 2 2 8 0 1 0 7 4 0 1 0 3 0 0 0 0 4 0 0 0 4 1 3 4 0 4	361	33124	39037	168;230	168	230
DB00624	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2O	O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)C2CC1	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 1 3	362	10717	12631	32;126	32	126
DB00625	FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC3CC3	O=C1Nc2ccccc2C(C#CC2CC2)O1	15 2 2 3 0 6 1 1 2 0 0 1 1 3 0 0 2 1 0 0 0 1 0 0 2 0 2 0 1 0 1 0	363	6803	8018	76;49	76	49
DB00626	CCC(C)C(N)C1=NC(CS1)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(C)CC)C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(CC3=C[NH]C=N3)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(NC(=O)C(CCCN)NC2=O)C(C)CC	O=C1CNC(=O)CNC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(NC(=O)CNC(=O)CNC(=O)CNC(=O)C2CSC=N2)CCCCN1	54 13 16 4 0 25 2 1 15 0 1 0 14 26 0 1 11 14 0 0 0 1 13 0 12 0 0 2 0 1 11 1	364	55242	65102	229;14	229	14
DB00627	OC(=O)C1=CC=CN=C1	c1ccncc1	6 0 0 1 0 6 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	365	143	170	14;15	14	15
DB00628	OC(=O)C1N=C(C2=CC=CC=C2)C3=C(NC1=O)C=CC(=C3)Cl	O=C1CN=C(c2ccccc2)c2ccccc2N1	17 0 0 3 0 7 2 2 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 1 0 0 1 1 1	366	10592	12483	49;121	49	121
DB00629	NC(N)=NN=CC1=C(Cl)C=CC=C1Cl	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	367	135	160	11;12	11	12
DB00631	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)[C@@H]3F)Cl	c1ncc2ncn(C3CCCO3)c2n1	14 0 0 3 0 6 2 0 7 0 0 1 6 5 0 0 1 4 0 0 0 4 3 0 0 0 3 0 2 2 0 2	368	4232	4988	87;10	87	10
DB00633	CC(C1=C[NH]C=N1)C2=CC=CC(=C2C)C	c1ccc(Cc2c[nH]cn2)cc1	12 1 2 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 1 0 0 0 0 1 0 0 0 0	369	2337	2755	62;54	62	54
DB00634	CC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	370	135	160	11;12	11	12
DB00635	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2C(=O)CC2CCC[C@H]21	17 0 0 4 0 6 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 4 0 3 3 2 3	371	10782	12707	34;114	34	114
DB00636	CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	372	135	160	11;12	11	12
DB00637	COC1=CC=C(CCN2CCC(CC2)NC3=NC4=C(C=CC=C4)[N]3CC5=CC=C(F)C=C5)C=C1	c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1	31 4 7 5 0 6 4 0 8 0 0 0 8 4 0 0 0 4 0 0 0 3 1 0 0 0 3 3 2 9 0 9	373	50751	59810	131;18	131	18
DB00638	OCC1OC(O[C@]2(CO[C@]3(CO[C@]4(CO[C@]5(CO[C@]6(CO[C@]7(CO[C@]8(CO[C@]9(CO[C@]%10(CO[C@]%11(CO[C@]%12(CO[C@]%13(CO[C@]%14(CO[C@]%15(CO[C@]%16(CO[C@]%17(CO[C@]%18(CO[C@]%19(CO[C@]%20(CO[C@]%21(CO[C@]%22(CO[C@]%23(CO[C@]%24(CO[C@]%25(CO[C@]%26(CO[C@]%27(CO[C@]%28(CO[C@]%29(CO[C@]%30(CO[C@]%31(CO[C@]%32(CO[C@]%33(CO[C@]%34(CO[C@]%35(CO[C@]%36(CO[C@]%37(CO[C@]%38(CO)OC(CO)C(O)C%38O)OC(CO)C(O)C%37O)OC(CO)C(O)C%36O)OC(CO)C(O)C%35O)OC(CO)C(O)C%34O)OC(CO)C(O)C%33O)OC(CO)C(O)C%32O)OC(CO)C(O)C%31O)OC(CO)C(O)C%30O)OC(CO)C(O)C%29O)OC(CO)C(O)C%28O)OC(CO)C(O)C%27O)OC(CO)C(O)C%26O)OC(CO)C(O)C%25O)OC(CO)C(O)C%24O)OC(CO)C(O)C%23O)OC(CO)C(O)C%22O)OC(CO)C(O)C%21O)OC(CO)C(O)C%20O)OC(CO)C(O)C%19O)OC(CO)C(O)C%18O)OC(CO)C(O)C%17O)OC(CO)C(O)C%16O)OC(CO)C(O)C%15O)OC(CO)C(O)C%14O)OC(CO)C(O)C%13O)OC(CO)C(O)C%12O)OC(CO)C(O)C%11O)OC(CO)C(O)C%10O)OC(CO)C(O)C9O)OC(CO)C(O)C8O)OC(CO)C(O)C7O)OC(CO)C(O)C6O)OC(CO)C(O)C5O)OC(CO)C(O)C4O)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O	C1CCC(O[C@@]2(CO[C@@]3(CO[C@@]4(CO[C@@]5(CO[C@@]6(CO[C@@]7(CO[C@@]8(CO[C@@]9(CO[C@@]%10(CO[C@@]%11(CO[C@@]%12(CO[C@@]%13(CO[C@@]%14(CO[C@@]%15(CO[C@@]%16(CO[C@@]%17(CO[C@@]%18(CO[C@@]%19(CO[C@@]%20(CO[C@@]%21(CO[C@@]%22(CO[C@@]%23(CO[C@@]%24(CO[C@@]%25(CO[C@@]%26(CO[C@@]%27(CO[C@@]%28(CO[C@@]%29(CO[C@@]%30(CO[C@@]%31(CO[C@@]%32(CO[C@@]%33(CO[C@@]%34(CO[C@@]%35(CO[C@@]%36(CO[C@@]%37(COC%38CCCO%38)CCCO%37)CCCO%36)CCCO%35)CCCO%34)CCCO%33)CCCO%32)CCCO%31)CCCO%30)CCCO%29)CCCO%28)CCCO%27)CCCO%26)CCCO%25)CCCO%24)CCCO%23)CCCO%22)CCCO%21)CCCO%20)CCCO%19)CCCO%18)CCCO%17)CCCO%16)CCCO%15)CCCO%14)CCCO%13)CCCO%12)CCCO%11)CCCO%10)CCCO9)CCCO8)CCCO7)CCCO6)CCCO5)CCCO4)CCCO3)CCCO2)OC1	264 73 110 38 0 6 0 0 75 0 0 75 0 75 0 0 75 0 0 0 0 38 72 0 0 0 0 1 0 36 0 36	374	55610	65536	255;0	255	0
DB00639	ClC1=CC=C(CCC(C[N]2C=CN=C2)SC3=C(Cl)C=CC=C3Cl)C=C1	c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1	22 5 7 3 0 6 3 0 5 0 1 0 4 3 0 1 0 2 3 0 0 1 2 0 0 0 0 2 0 1 0 1	375	30757	36247	150;160	150	160
DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O	c1ncc2ncn(C3CCCO3)c2n1	14 0 0 3 0 6 2 0 7 0 0 1 6 5 0 0 1 4 0 0 0 4 3 0 0 0 3 0 2 2 0 2	376	4232	4988	87;10	87	10
DB00641	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)[C@@H]12	O=C1CCCC(CCC2CC=CC3=CCCC[C@@H]32)O1	18 2 3 3 0 6 0 2 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1	377	14662	17280	23;136	23	136
DB00643	COC(=O)NC1=NC2=C([NH]1)C=C(C=C2)C(=O)C3=CC=CC=C3	O=C(c1ccccc1)c1ccc2nc[nH]c2c1	16 1 2 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 1 1 0 0 0 1 1 0 2 1 2	378	8851	10432	111;104	111	104
DB00644	CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C(CC4=CN=C[NH]4)NC(=O)C5CCC(=O)N5)C(=O)NC(CCCN=C(N)N)C(=O)N6CCCC6C(=O)NCC(N)=O	O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1	55 25 29 6 0 6 4 0 14 0 0 0 14 21 0 0 9 12 9 0 0 1 9 0 9 0 2 3 1 4 9 4	379	55265	65129	225;9	225	9
DB00645	CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2	O=C(CCN1CCCCC1)c1ccccc1	15 3 4 2 0 6 1 0 3 0 0 0 3 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0	380	6932	8170	65;56	65	56
DB00646	CC1OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC(=O)CC(O)C(C(O)CC(OC2OC(C)C(O)C(N)C2O)C=CC=CC=CC=CCCC=CC=CC(C)C(O)C1C)C(O)=O	O=C1CCCCCCCCCCCC(=O)OCCCCC=CC=CCCC=CC=CC=CC=CC(OC2CCCCO2)CCCCC1	45 1 2 2 0 38 0 6 3 0 0 3 0 5 0 0 5 0 0 0 0 1 0 0 1 4 0 1 0 0 2 0	381	54882	64678	243;16	243	16
DB00647	CCC(=O)O[C@@](CC1=CC=CC=C1)(C(C)CN(C)C)C2=CC=CC=C2	c1ccc(CCc2ccccc2)cc1	14 2 3 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	382	4968	5856	116;27	116	27
DB00648	ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=C(Cl)C=CC=C2	c1ccc(Cc2ccccc2)cc1	13 1 2 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0	383	3124	3683	34;10	34	10
DB00652	CC1C2CC3=C(C=C(O)C=C3)[C@]1(C)CCN2CC=C(C)C	c1ccc2c(c1)CC1CC2CCN1	13 0 0 3 0 6 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 2 1 2 0 2	384	2699	3182	57;18	57	18
DB00654	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCC2=CC=CC=C2	c1ccc(CCCCCC2CCCC2)cc1	16 5 6 2 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	385	9833	11589	93;103	93	103
DB00655	C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O	O=C1CC[C@@H]2C1CC[C@@H]1c3ccccc3CC[C@H]12	17 0 0 4 0 6 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 0 4 5 1 5	386	10818	12750	41;114	41	114
DB00657	CNC1(C)C2CCC(C2)C1(C)C	C1CC2CCC1C2	7 0 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2	387	275	325	24;2	24	2
DB00660	CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C	O=C1NCC(COc2ccccc2)O1	13 2 3 2 0 6 1 0 3 0 0 2 1 4 0 0 3 1 0 0 0 1 2 0 2 0 0 0 0 1 1 1	388	3471	4091	63;3	63	3
DB00661	COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(=C(OC)C=C2)OC)C=C1	c1ccc(CCCCNCCc2ccccc2)cc1	19 7 8 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	389	19606	23106	48;249	48	249
DB00662	COC1=CC(=CC(=C1OC)OC)C(=O)NCC2=CC=C(OCCN(C)C)C=C2	O=C(NCc1ccccc1)c1ccccc1	15 3 4 2 0 6 2 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0	390	7082	8347	79;75	79	75
DB00663	CC1C[C@H]2[C@@H]3CC(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO	O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 4 0 3 3 1 3	391	10765	12687	37;119	37	119
DB00664	COC1=NC=CN=C1N[S](=O)(=O)C2=CC=C(N)C=C2	O=S(=O)(Nc1cnccn1)c1ccccc1	14 2 3 2 0 6 2 0 9 0 6 0 3 6 0 1 2 3 0 1 0 1 3 2 2 0 0 0 0 1 2 1	392	5136	6054	99;16	99	16
DB00666	CC(C)CC(NC(=O)C(CC1=CC2=C(C=CC=C2)C=C1)NC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(CO)NC(=O)C(CC4=C[NH]C5=C4C=CC=C5)NC(=O)C(CC6=CN=C[NH]6)NC(=O)C7CCC(=O)N7)C(=O)NC(CCCN=C(N)N)C(=O)N8CCCC8C(=O)NCC(N)=O	O=C(CNC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1	66 26 31 8 0 6 6 0 14 0 0 0 14 21 0 0 9 12 12 0 0 1 9 0 9 0 3 5 1 7 9 7	393	55432	65326	245;6	245	6
DB00668	CNCC(O)C1=CC(=C(O)C=C1)O	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	394	135	160	11;12	11	12
DB00669	CN[S](=O)(=O)CC1=CC2=C([NH]C=C2CCN(C)C)C=C1	c1ccc2[nH]ccc2c1	9 0 0 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0	395	525	620	30;23	30	23
DB00670	CN1CCN(CC1)CC(=O)N2C3=C(C=CC=C3)C(=O)NC4=C2N=CC=C4	O=C1Nc2cccnc2N(C(=O)CN2CCNCC2)c2ccccc21	23 2 3 4 0 7 3 0 9 0 0 0 9 7 0 0 2 5 0 0 0 1 5 0 2 0 4 0 3 4 2 4	396	32724	38565	156;254	156	254
DB00671	NC1=NC(=CS1)C(=N/OCC(O)=O)/C(=O)NC2[C@H]3SCC(=C(N3C2=O)C(O)=O)C=C	N=C(C(=O)NC1C(=O)N2C=CCS[C@H]12)c1cscn1	16 3 4 3 0 6 1 1 7 0 2 0 5 8 0 2 2 4 0 0 0 2 4 0 3 1 2 0 1 1 3 1	397	9374	11048	105;122	105	122
DB00672	CCCNC(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	398	135	160	11;12	11	12
DB00674	COC1=CC=C2CN(C)CC[C@@]34C=CC(O)C[C@@H]3OC1=C24	C1=C[C@@]23CCNCc4cccc(c42)O[C@H]3CC1	17 0 0 4 1 7 1 3 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 4 1 4 4 0 4	399	11092	13073	52;96	52	96
DB00675	CC/C(C1=CC=CC=C1)=C(C2=CC=CC=C2)/C3=CC=C(OCCN(C)C)C=C3	C(=C(c1ccccc1)c1ccccc1)c1ccccc1	20 2 4 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0	400	21702	25576	70;221	70	221
DB00676	O=C(OCC1=CC=CC=C1)C2=CC=CC=C2	O=C(OCc1ccccc1)c1ccccc1	15 3 4 2 0 6 2 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0	401	7097	8365	77;79	77	79
DB00678	CCCCC1=NC(=C(CO)[N]1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[NH]N=N4)Cl	c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1	23 1 2 4 0 6 4 0 8 0 0 0 8 6 0 0 0 6 0 3 2 2 1 0 0 0 3 1 2 3 0 3	402	32003	37716	143;210	143	210
DB00680	CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN4CCOCC4)C=C1	O=C(CCN1CCOCC1)N1c2ccccc2Sc2ccccc21	23 3 4 4 0 6 2 2 8 0 1 1 6 5 0 1 2 2 0 0 0 0 4 0 1 0 4 1 3 4 1 4	403	33126	39039	169;231	169	231
DB00681	CC1OC(OC2C[C@@H]3O[C@](O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=C2)CC(O)C3C(O)=O)C(O)C(N)C1O	O=C1CCCCCCCCCCCC2CCC[C@H](CC(OC3CCCCO3)C=CC=CC=CC=CC=CC=CC=CCCCCO1)O2	46 1 2 3 0 36 0 7 4 0 0 4 0 5 0 0 5 0 0 0 0 1 0 0 1 6 0 3 0 0 1 0	404	54882	64678	243;16	243	16
DB00683	CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C4=C(C=CC(=C4)Cl)[N]12	c1ccc(C2=NCc3cncn3-c3ccccc32)cc1	20 0 0 4 0 7 3 3 5 0 0 0 5 3 0 0 0 3 0 0 0 1 2 0 0 0 3 0 2 2 0 2	405	20370	24007	43;209	43	209
DB00684	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O	C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1	20 2 4 3 0 6 0 0 4 0 0 4 0 4 0 0 4 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0	406	21467	25299	86;218	86	218
DB00686	OC1COC(OC2COC(O)C(O[S](O)(=O)=O)C2O[S](O)(=O)=O)C(O[S](O)(=O)=O)C1O[S](O)(=O)=O	C1CCC(OC2CCCOC2)OC1	13 1 2 2 0 6 0 0 3 0 0 3 0 3 0 0 3 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0	407	3100	3654	39;12	39	12
DB00687	C[C@]12CC(O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	O=C1C=C2CC[C@@H]3C(CCC4CCC[C@H]43)C2CC1	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 1 3	408	10717	12631	32;126	32	126
DB00688	COC1=C(C)C2=C(C(=O)OC2)C(=C1C/C=C(C)/CCC(=O)OCCN3CCOCC3)O	O=C(CC/C=C/Cc1ccc2c(c1)C(=O)OC2)OCCN1CCOCC1	24 9 10 3 0 6 1 1 6 0 0 3 3 6 0 0 5 1 0 0 0 0 3 0 2 0 1 1 0 2 2 2	409	37989	44770	237;196	237	196
DB00689	CC(=O)OCC1=C(N2[C@H](SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O	O=C(Cc1ccccc1)NC1C(=O)N2C=CCS[C@H]12	17 3 4 3 0 6 1 1 5 0 1 0 4 5 0 1 2 2 0 0 0 1 3 0 3 0 2 0 1 1 2 1	410	12519	14754	18;67	18	67
