structure	order	scaffold_id	scaffold_key	color
O=C(Nc1ccccc1)c1cnc(NC(=O)C2CC2)s1	15960	scaffold.103049	18 4 6 3 0 6 2 0 4 0 1 0 3 6 0 1 2 3 0 0 0 3 2 0 2 0 0 1 0 3 2 3 ZPQZSFYHWTVMSO-UHFFFAOYSA-N	3
C(#CCN1CCCCCC1)COc1ccccc1	15961	scaffold.67311	18 5 5 2 0 7 1 0 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 OFENFDJREIPUNC-UHFFFAOYSA-N	3
C(#Cc1ccccc1)CO/N=C1\CN2CCC1C2	15962	scaffold.61349	18 5 5 3 0 6 1 0 5 0 0 1 4 3 0 0 1 2 0 1 0 0 0 0 1 0 0 1 0 2 1 2 PXNORIDOJLRDSM-FOCLMDBBSA-N	3
O=C(CNC(=O)c1ccccc1)NC1CCCCCC1	15963	scaffold.102975	18 5 6 2 0 7 1 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 1 0 2 0 0 0 0 0 2 0 BLOVUARGCREWMQ-UHFFFAOYSA-N	3
O=C(COC(=O)c1ccccc1)NC1CCCCCC1	15964	scaffold.111504	18 5 6 2 0 7 1 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 0 0 0 0 2 0 BYKFGFMUSMSYPB-UHFFFAOYSA-N	3
O=C(COC(=O)c1cccnc1)NC1CCCCCC1	15965	scaffold.107219	18 5 6 2 0 7 1 0 3 0 0 1 2 5 0 0 3 2 0 0 0 0 1 0 2 0 0 0 0 0 2 0 GOZQNCFNGLYCCN-UHFFFAOYSA-N	3
O=C(N/N=C/c1ccccc1)C(=O)N1CCCCCC1	15966	scaffold.104864	18 5 6 2 0 7 1 0 5 0 0 0 5 5 0 0 2 3 0 1 0 0 1 0 3 1 0 0 0 0 2 0 XSJJSRUJQUZNFL-FOWTUZBSSA-N	3
O=C(CNS(=O)(=O)c1ccccc1)NC1CCCCCC1	15967	scaffold.134824	18 5 6 2 0 7 1 0 8 0 6 0 2 6 0 1 3 2 0 1 0 0 1 2 3 0 0 0 0 0 3 0 JSXPZTUECHWLCF-UHFFFAOYSA-N	3
S=C(N/N=C/c1ccccc1)NC1CC2CCC1C2	15968	scaffold.92174	18 5 6 3 0 6 1 0 3 0 0 0 3 4 0 1 0 3 0 1 0 1 0 0 3 0 1 2 0 3 1 3 AXBKZHIACBIGID-MHWRWJLKSA-N	3
O=C(N/C=C/c1ccccc1)NC1C(=O)N2CCSC12	15969	scaffold.101000	18 5 6 3 0 6 1 0 6 0 1 0 5 6 0 1 2 3 0 0 0 2 4 0 4 0 2 0 1 1 2 1 CTKXFDZKHZRNGI-VOTSOKGWSA-N	3
O=C(COC(=O)C1CC2C=CC1C2)Nc1ccccc1	15970	scaffold.109634	18 5 6 3 0 6 1 1 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 1 2 0 2 2 2 ZDWSJSVIFIVXPS-UHFFFAOYSA-N	3
O=C(NS(=O)(=O)c1ccccc1)C1CCN1C(=O)CC1CC1	15971	scaffold.169220	18 5 7 3 0 6 1 0 10 0 6 0 4 7 0 1 4 2 0 1 0 0 1 2 4 0 1 0 0 2 4 2 FTPWOIZBZNXWGT-UHFFFAOYSA-N	3
C(#Cc1ccccc1)/C=C\C#Cc1ccccc1	15972	scaffold.64660	18 6 5 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ZZOLVPYFGLQRQS-UPHRSURJSA-N	3
C(#Cc1ccccc1)CNCCc1ccccc1	15973	scaffold.68796	18 6 6 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 PKNUVIYWTGXUIQ-UHFFFAOYSA-N	3
O=C(C[NH2+]CC#Cc1ccccc1)c1ccccc1	15974	scaffold.85769	18 6 6 2 0 6 2 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 CCJPXFVWDWPLJJ-UHFFFAOYSA-O	3
C(#CCc1ccccc1)COCc1ccccc1	15975	scaffold.70858	18 6 6 2 0 6 2 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NLVWADGEOKCTDS-UHFFFAOYSA-N	3
C=C(CCC[C@H]1CCCCO1)CC[C@H]1CCCCO1	15976	scaffold.85194	18 6 7 2 0 6 0 0 2 0 0 2 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 OZLVMCCTVHRNNG-IAGOWNOFSA-N	3
C=C(CCCC1CCCCO1)CCC1CCCCO1	15977	scaffold.80732	18 6 7 2 0 6 0 0 2 0 0 2 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 OZLVMCCTVHRNNG-UHFFFAOYSA-N	3
C=C1CCCCC1CC/C=C/CCC1CCCOO1	15978	scaffold.83591	18 6 7 2 0 6 0 0 2 0 0 2 0 2 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 PALNCGMJNOTQAD-NSCUHMNNSA-N	3
O=C(CNCCC1OCCCO1)N[C@@H]1CCCOC1	15979	scaffold.95420	18 6 7 2 0 6 0 0 5 0 0 3 2 6 0 0 4 2 0 0 0 1 2 0 1 0 0 0 0 0 1 0 SIASPSXDEGHVMB-LLVKDONJSA-N	3
S=C1SCNCN1CCCCCCN1CNCSC1=S	15980	scaffold.104478	18 6 7 2 0 6 0 0 10 0 2 0 8 8 0 4 0 4 0 0 0 6 0 0 4 0 0 0 0 0 2 0 XXGKDYOVYVJYIK-UHFFFAOYSA-N	3
C1=C(CC/C=C/CCC2CCCOO2)CCCC1	15981	scaffold.64390	18 6 7 2 0 6 0 1 2 0 0 2 0 2 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 FWBVTPSJYISCQO-OWOJBTEDSA-N	3
c1ccc(CCCCNCC2CCCCC2)cc1	15982	scaffold.61587	18 6 7 2 0 6 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 AUDFEDFTLFQZDI-UHFFFAOYSA-N	3
O=C(CCC1CCCCC1)NCCc1ccccc1	15983	scaffold.79022	18 6 7 2 0 6 1 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 DRGREWWWFIRJSV-UHFFFAOYSA-N	3
O=C(CCC1CCCCC1)N/N=C\c1ccccc1	15984	scaffold.93235	18 6 7 2 0 6 1 0 2 0 0 0 2 3 0 0 1 2 0 1 0 0 0 0 2 0 0 0 0 0 1 0 TXYCTYNDTQGQRV-LGMDPLHJSA-N	3
O=C(CCNC(=O)c1ccccc1)NC1CCCCC1	15985	scaffold.111295	18 6 7 2 0 6 1 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 2 0 0 0 0 0 2 0 ZZVXJTJTXUABGP-UHFFFAOYSA-N	3
O=C(CNC(=O)c1ccccc1)NCC1CCCCC1	15986	scaffold.100938	18 6 7 2 0 6 1 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 1 0 2 0 0 0 0 0 2 0 LTZIGMNUALOUHF-UHFFFAOYSA-N	3
O=C(CC1CCCCC1)NCC(=O)Nc1ccccc1	15987	scaffold.112112	18 6 7 2 0 6 1 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 1 0 2 0 0 0 0 0 2 0 RKJRTLDPKCULSB-UHFFFAOYSA-N	3
O=C(CNC(=O)C1CCCCC1)NCc1ccccc1	15988	scaffold.102575	18 6 7 2 0 6 1 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 1 0 2 0 0 0 0 0 2 0 VIELCEPAZXBGIT-UHFFFAOYSA-N	3
c1ccc(OCCCNCC2CCCCC2)cc1	15989	scaffold.60631	18 6 7 2 0 6 1 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 QOBJWENPXIQPPJ-UHFFFAOYSA-N	3
O=C(CCCOc1ccccc1)NC1CCCCC1	15990	scaffold.86062	18 6 7 2 0 6 1 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 UWXYMHPTWJGMOW-UHFFFAOYSA-N	3
O=C(CNC(=O)C1CCCCC1)OCc1ccccc1	15991	scaffold.109486	18 6 7 2 0 6 1 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 0 0 0 0 2 0 HHHBBSTWBRGGBU-UHFFFAOYSA-N	3
O=C(COC(=O)C1CCCCC1)NCc1ccccc1	15992	scaffold.110488	18 6 7 2 0 6 1 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 0 0 0 0 2 0 NZYPJNANQDGJAO-UHFFFAOYSA-N	3
O=C(COC(=O)Cc1ccccc1)NC1CCCCC1	15993	scaffold.109280	18 6 7 2 0 6 1 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 0 0 0 0 2 0 VWWSBNWHAUCZRH-UHFFFAOYSA-N	3
O=C(COC(=O)CC1CCCCC1)Nc1ccccc1	15994	scaffold.109236	18 6 7 2 0 6 1 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 0 0 0 0 2 0 WZUSUGIADHUNPJ-UHFFFAOYSA-N	3
O=C(COC(=O)c1ccccc1)NCC1CCCCC1	15995	scaffold.109241	18 6 7 2 0 6 1 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 2 0 0 0 0 0 2 0 YLYLAJDQQXNJFT-UHFFFAOYSA-N	3
O=C(COC(=O)c1ccccc1)NC(=O)C1CCCCC1	15996	scaffold.135711	18 6 7 2 0 6 1 0 2 0 0 1 1 5 0 0 4 1 0 0 0 0 1 0 3 0 0 0 0 0 3 0 FPLVWQIZOCHSOS-UHFFFAOYSA-N	3
O=C(CNC(=O)C1CCNCC1)NCc1ccccc1	15997	scaffold.109167	18 6 7 2 0 6 1 0 3 0 0 0 3 5 0 0 2 3 0 0 0 0 1 0 2 0 0 0 0 0 2 0 NFEFOYHWUJVDDZ-UHFFFAOYSA-N	3
O=C(CNC(=O)C1CCCCC1)NCc1ccccn1	15998	scaffold.111244	18 6 7 2 0 6 1 0 3 0 0 0 3 5 0 0 2 3 0 0 0 0 2 0 2 0 0 0 0 0 2 0 XAJLONQXMWMJHP-UHFFFAOYSA-N	3
O=C(CNc1ccccc1)NC(=O)NC1CCCCC1	15999	scaffold.111053	18 6 7 2 0 6 1 0 3 0 0 0 3 5 0 0 2 3 0 0 0 1 1 0 3 0 0 0 0 0 2 0 KLOHYVAKMIBXHH-UHFFFAOYSA-N	3
O=C(CO/N=C/c1ccccc1)NC1CCCCC1	16000	scaffold.94442	18 6 7 2 0 6 1 0 3 0 0 1 2 4 0 0 2 2 0 1 0 0 1 0 2 0 0 0 0 0 1 0 VOTDBXAXZVAGRY-LFIBNONCSA-N	3
O=C(COc1ccccc1)NNC(=O)C1CCCCC1	16001	scaffold.109702	18 6 7 2 0 6 1 0 3 0 0 1 2 5 0 0 3 2 0 1 0 0 1 0 2 0 0 0 0 0 2 0 MGVHLKNRWWYLGV-UHFFFAOYSA-N	3
c1ccc(COCCCO[C@H]2CCCCO2)cc1	16002	scaffold.73771	18 6 7 2 0 6 1 0 3 0 0 3 0 3 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 WPFYEGHAXKFCMP-HNNXBMFYSA-N	3
O=[PH](C/C=C\c1ccccc1)CCC1CCCCC1	16003	scaffold.80915	18 6 7 2 0 6 1 0 3 3 0 0 0 2 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 SSOSVQOCZVTQSY-GHXNOFRVSA-N	3
O=[PH](C/C=C/c1ccccc1)CCC1CCCCC1	16004	scaffold.80916	18 6 7 2 0 6 1 0 3 3 0 0 0 2 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 SSOSVQOCZVTQSY-KPKJPENVSA-N	3
O=C(CCCNCc1ccccc1)N1CCCCC1	16005	scaffold.80610	18 6 7 2 0 6 1 0 4 0 0 0 4 3 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 ONUOZXBBGFEFHN-UHFFFAOYSA-N	3
O=C(NCCCC(=O)N1CCCCC1)c1ccccc1	16006	scaffold.102519	18 6 7 2 0 6 1 0 4 0 0 0 4 4 0 0 2 2 0 0 0 0 0 0 2 0 0 0 0 0 2 0 POXNFVGBLUKOCQ-UHFFFAOYSA-N	3
O=C(CCc1ccccc1)NCC(=O)N1CCCCC1	16007	scaffold.100896	18 6 7 2 0 6 1 0 4 0 0 0 4 4 0 0 2 2 0 0 0 0 1 0 2 0 0 0 0 0 2 0 WJQXUMXDCVBRNT-UHFFFAOYSA-N	3
c1ccc(OCCCCCN2CCCCC2)cc1	16008	scaffold.62833	18 6 7 2 0 6 1 0 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 SSTRJBMRSNBIGU-UHFFFAOYSA-N	3
O=C(/C=C/c1ccccc1)OCCN1CCCCC1	16009	scaffold.84437	18 6 7 2 0 6 1 0 4 0 0 1 3 3 0 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 VVFLTZWNROKOOD-MDZDMXLPSA-N	3
O=C(/C=C/c1ccccc1)OCC(=O)N1CCCCC1	16010	scaffold.109751	18 6 7 2 0 6 1 0 4 0 0 1 3 4 0 0 3 1 0 0 0 0 1 0 2 1 0 0 0 0 2 0 LTRQOEREDRCTGW-MDZDMXLPSA-N	3
O=C(CNCC(=O)N1CCCCC1)Nc1ccccc1	16011	scaffold.109434	18 6 7 2 0 6 1 0 5 0 0 0 5 5 0 0 2 3 0 0 0 0 2 0 2 0 0 0 0 0 2 0 FEXGVTSJBQAKQY-UHFFFAOYSA-N	3
O=C(NCCCC(=O)N1CCNCC1)c1ccccc1	16012	scaffold.107004	18 6 7 2 0 6 1 0 5 0 0 0 5 5 0 0 2 3 0 0 0 0 2 0 2 0 0 0 0 0 2 0 LHYYHQRJRGSXMC-UHFFFAOYSA-N	3
c1ccc(OCCCCCN2CCNCC2)cc1	16013	scaffold.65855	18 6 7 2 0 6 1 0 5 0 0 1 4 3 0 0 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 YBPWXFPNBXLMNR-UHFFFAOYSA-N	3
O=C(COc1ccccc1)NCCN1CCCCC1	16014	scaffold.89606	18 6 7 2 0 6 1 0 5 0 0 1 4 4 0 0 2 2 0 0 0 0 2 0 1 0 0 0 0 0 1 0 ABZACNCQGBMRIP-UHFFFAOYSA-N	3
O=C(/C=C/c1ccccc1)NCCN1CCOCC1	16015	scaffold.85527	18 6 7 2 0 6 1 0 5 0 0 1 4 4 0 0 2 2 0 0 0 0 3 0 1 1 0 0 0 0 1 0 POHOCARNKLTJBC-VOTSOKGWSA-N	3
O=C(COc1ccccc1)NCC(=O)N1CCCCC1	16016	scaffold.110268	18 6 7 2 0 6 1 0 5 0 0 1 4 5 0 0 3 2 0 0 0 0 2 0 2 0 0 0 0 0 2 0 IGUMQEWZHWMFBL-UHFFFAOYSA-N	3
c1ccc(OCCOCCN2CCCCC2)cc1	16017	scaffold.66801	18 6 7 2 0 6 1 0 5 0 0 2 3 3 0 0 2 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 COHUDRJFHWOFKC-UHFFFAOYSA-N	3
c1ccc(OCCCCCN2CCOCC2)cc1	16018	scaffold.66498	18 6 7 2 0 6 1 0 5 0 0 2 3 3 0 0 2 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 UJZUAOHGXCEKSR-UHFFFAOYSA-N	3
O=C(COc1ccccc1)OCCN1CCCCC1	16019	scaffold.85798	18 6 7 2 0 6 1 0 5 0 0 2 3 4 0 0 3 1 0 0 0 0 2 0 1 0 0 0 0 0 1 0 CECHYQDHXCXWGZ-UHFFFAOYSA-N	3
O=C(/C=C/c1ccccc1)OCCN1CCOCC1	16020	scaffold.84439	18 6 7 2 0 6 1 0 5 0 0 2 3 4 0 0 3 1 0 0 0 0 3 0 1 1 0 0 0 0 1 0 HSQZNMPPVBQMNP-VOTSOKGWSA-N	3
O=C(COc1ccccc1)OCC(=O)N1CCCCC1	16021	scaffold.109064	18 6 7 2 0 6 1 0 5 0 0 2 3 5 0 0 4 1 0 0 0 0 2 0 2 0 0 0 0 0 2 0 KXOYVINHUZYTRU-UHFFFAOYSA-N	3
O=C(/C=C/c1ccccc1)OCC(=O)N1CCOCC1	16022	scaffold.109206	18 6 7 2 0 6 1 0 5 0 0 2 3 5 0 0 4 1 0 0 0 0 3 0 2 1 0 0 0 0 2 0 LMCJJSFDQPGIQK-VOTSOKGWSA-N	3
c1ccc(SCCOCCN2CCCCC2)cc1	16023	scaffold.67690	18 6 7 2 0 6 1 0 5 0 1 1 3 3 0 1 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 LTYXQKPHTKAYIT-UHFFFAOYSA-N	3
O=C(CSc1ccccc1)OCC(=O)N1CCCCC1	16024	scaffold.109324	18 6 7 2 0 6 1 0 5 0 1 1 3 5 0 1 3 1 0 0 0 0 2 0 2 0 0 0 0 0 2 0 GJUOJKPFGVKYPF-UHFFFAOYSA-N	3
O=C(NCCCN1CCNCC1)Nc1ccccc1	16025	scaffold.84266	18 6 7 2 0 6 1 0 6 0 0 0 6 5 0 0 1 4 0 0 0 1 2 0 2 0 0 0 0 0 1 0 YGNLIISURYYTGN-UHFFFAOYSA-N	3
O=C(NCCN1CCNCC1)C(=O)Nc1ccccc1	16026	scaffold.110601	18 6 7 2 0 6 1 0 6 0 0 0 6 6 0 0 2 4 0 0 0 0 4 0 2 1 0 0 0 0 2 0 VMFAUIOTSKADNI-UHFFFAOYSA-N	3
O=C(N/N=C/CC(=O)N1CCNCC1)c1ccccc1	16027	scaffold.118382	18 6 7 2 0 6 1 0 6 0 0 0 6 6 0 0 2 4 0 1 0 0 2 0 3 0 0 0 0 0 2 0 XQNJJAQXAWBFLW-FRKPEAEDSA-N	3
C(=NCCCN1CCOCC1)Nc1ccccc1	16028	scaffold.67020	18 6 7 2 0 6 1 0 6 0 0 1 5 4 0 0 1 3 0 0 0 0 2 0 1 0 0 0 0 0 0 0 YNLKTQPKENLUAL-UHFFFAOYSA-N	3
O=C(CNCCN1CCOCC1)Nc1ccccc1	16029	scaffold.89440	18 6 7 2 0 6 1 0 6 0 0 1 5 5 0 0 2 3 0 0 0 0 4 0 1 0 0 0 0 0 1 0 FDGYWULTVHQCJA-UHFFFAOYSA-N	3
O=C(CN1CCNCC1)NCCOc1ccccc1	16030	scaffold.98426	18 6 7 2 0 6 1 0 6 0 0 1 5 5 0 0 2 3 0 0 0 0 4 0 1 0 0 0 0 0 1 0 XRTDSWXQJFXFAA-UHFFFAOYSA-N	3
O=C(NC(=S)NCCN1CCOCC1)c1ccccc1	16031	scaffold.109679	18 6 7 2 0 6 1 0 6 0 0 1 5 6 0 1 2 3 0 0 0 1 3 0 3 0 0 0 0 0 2 0 JQDTUNCIXSBQIY-UHFFFAOYSA-N	3
c1ccc(OCCOCCN2CCNCC2)cc1	16032	scaffold.65411	18 6 7 2 0 6 1 0 6 0 0 2 4 4 0 0 2 2 0 0 0 0 4 0 0 0 0 0 0 0 0 0 JCSSXESIMUMETL-UHFFFAOYSA-N	3
O=C(COc1ccccc1)NCCN1CCOCC1	16033	scaffold.83719	18 6 7 2 0 6 1 0 6 0 0 2 4 5 0 0 3 2 0 0 0 0 4 0 1 0 0 0 0 0 1 0 REXYZBPHGWETIR-UHFFFAOYSA-N	3
c1ccc(OCCOCCN2CCOCC2)cc1	16034	scaffold.67084	18 6 7 2 0 6 1 0 6 0 0 3 3 4 0 0 3 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 XQTNGIOGMNYJCV-UHFFFAOYSA-N	3
O=C(COc1ccccc1)OCCN1CCOCC1	16035	scaffold.88089	18 6 7 2 0 6 1 0 6 0 0 3 3 5 0 0 4 1 0 0 0 0 4 0 1 0 0 0 0 0 1 0 PJKPGKKTDVINIP-UHFFFAOYSA-N	3
c1ccc(SCCOCCN2CCOCC2)cc1	16036	scaffold.67178	18 6 7 2 0 6 1 0 6 0 1 2 3 4 0 1 2 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 PMOSQKDGKLGPDT-UHFFFAOYSA-N	3
O=C(CCNS(=O)(=O)c1ccccc1)NC1CCCCC1	16037	scaffold.135670	18 6 7 2 0 6 1 0 8 0 6 0 2 6 0 1 3 2 0 1 0 0 0 2 3 0 0 0 0 0 3 0 ZKCIXWBKSRHOAY-UHFFFAOYSA-N	3
O=C(NCCS(=O)(=O)NC1CCCCC1)c1ccccc1	16038	scaffold.137796	18 6 7 2 0 6 1 0 8 0 6 0 2 6 0 1 3 2 0 1 0 0 1 2 3 0 0 0 0 0 3 0 FETPEKUYTBVEOE-UHFFFAOYSA-N	3
O=C(CNS(=O)(=O)c1ccccc1)NCC1CCCCC1	16039	scaffold.134205	18 6 7 2 0 6 1 0 8 0 6 0 2 6 0 1 3 2 0 1 0 0 1 2 3 0 0 0 0 0 3 0 NMDAKVAYGSCRSR-UHFFFAOYSA-N	3
O=C(/C=C\Nc1ccccc1)/C=C/C1=CCCCC1	16040	scaffold.82762	18 6 7 2 0 6 1 1 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 3 0 0 0 0 1 0 LFOJBCOWZGVAJX-WCYNZMGESA-N	3
O=C(CNc1ccccc1)NCCC1=CCCCC1	16041	scaffold.88302	18 6 7 2 0 6 1 1 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 0 0 0 0 1 0 HELJXZPRXXOFJM-UHFFFAOYSA-N	3
O=C(NCCC1=CCCCC1)C(=O)Nc1ccccc1	16042	scaffold.109521	18 6 7 2 0 6 1 1 2 0 0 0 2 4 0 0 2 2 0 0 0 0 1 0 2 1 0 0 0 0 2 0 FZCYGSAVESGSJI-UHFFFAOYSA-N	3
O=C(COc1ccccc1)NCCC1=CCCCC1	16043	scaffold.86061	18 6 7 2 0 6 1 1 2 0 0 1 1 3 0 0 2 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 DPQLZQXGCGFULQ-UHFFFAOYSA-N	3
S=C(NC[C@H]1CC=CCC1)N/N=C/c1ccccc1	16044	scaffold.94706	18 6 7 2 0 6 1 1 3 0 0 0 3 4 0 1 0 3 0 1 0 1 0 0 3 0 0 0 0 0 1 0 CNNHENJBLDSPDV-VLURKWGBSA-N	3
O=C1C=C(NCC(=O)N/N=C\c2ccccc2)CCC1	16045	scaffold.107179	18 6 7 2 0 6 1 1 3 0 0 0 3 5 0 0 2 3 0 1 0 0 1 0 3 1 0 0 0 0 2 0 QHQIKRHYNHZFFE-YVLHZVERSA-N	3
O=C1NCC=C(COC(=O)CNC(=O)c2ccccc2)N1	16046	scaffold.138604	18 6 7 2 0 6 1 1 4 0 0 1 3 7 0 0 4 3 0 0 0 1 2 0 5 0 0 0 0 0 3 0 BOQJMZAVTZWLCN-UHFFFAOYSA-N	3
O=C1NCC=C(COC(=O)CCOc2ccccc2)N1	16047	scaffold.110264	18 6 7 2 0 6 1 1 4 0 0 2 2 6 0 0 4 2 0 0 0 1 1 0 4 0 0 0 0 0 2 0 KRXCNNJZWGDLCO-UHFFFAOYSA-N	3
O=C(COC(=O)C1=COCCO1)NCc1ccccc1	16048	scaffold.109066	18 6 7 2 0 6 1 1 4 0 0 3 1 6 0 0 5 1 0 0 0 0 3 0 4 1 0 0 0 0 2 0 BELFNMSQLNLKTF-UHFFFAOYSA-N	3
O=C(CSc1ncccn1)NCCC1=CCCCC1	16049	scaffold.87457	18 6 7 2 0 6 1 1 4 0 1 0 3 5 0 1 1 3 0 0 0 3 1 0 1 0 0 0 0 0 1 0 NLHIXRPLVJGKCH-UHFFFAOYSA-N	3
N=C1N=CNCN1OCCCCOc1ccccc1	16050	scaffold.84254	18 6 7 2 0 6 1 1 7 0 0 2 5 6 0 0 2 4 0 1 0 2 0 0 3 1 0 0 0 0 1 0 GGKOUSIJMIVUSH-UHFFFAOYSA-N	3
C(=N/c1nc2c(s1)CCc1ccccc1-2)\c1ccccc1	24950	scaffold.141364	21 2 3 4 0 6 3 2 3 0 1 0 2 3 0 1 0 2 0 0 0 3 1 0 0 0 3 2 2 5 0 5 VGXQEPKPADWZGX-XDHOZWIPSA-N	4
O=C(Nc1nc2c(s1)CCc1ccccc1-2)c1ccccc1	24951	scaffold.163336	21 2 3 4 0 6 3 2 3 0 1 0 2 4 0 1 1 2 0 0 0 3 1 0 1 0 3 2 2 6 1 6 LILYNSRYQIPAPH-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1OC2	24952	scaffold.162848	21 2 3 4 0 6 3 2 3 0 1 1 1 4 0 1 2 1 0 0 0 0 1 0 1 0 3 2 2 6 1 6 UMVBTKRHQLHNSE-UHFFFAOYSA-N	4
O=C(Nc1cccs1)C1c2ccccc2Oc2ccccc21	24953	scaffold.162600	21 2 3 4 0 6 3 2 3 0 1 1 1 4 0 1 2 1 0 0 0 1 0 0 1 0 4 1 3 5 1 5 FTRJAHTVIBPBQK-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1SC2	24954	scaffold.162860	21 2 3 4 0 6 3 2 3 0 2 0 1 4 0 2 1 1 0 0 0 0 1 0 1 0 3 2 2 6 1 6 DWTUDNXRZVPUJA-UHFFFAOYSA-N	4
c1ccc(CNc2ncc3c(n2)-c2[nH]ccc2CC3)cc1	24955	scaffold.134056	21 2 3 4 0 6 3 2 4 0 0 0 4 4 0 0 0 4 0 0 0 3 1 0 0 0 3 1 2 6 0 6 PJELBXDSFCHDPQ-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1n[nH]c2c1COc1ccccc1-2	24956	scaffold.162853	21 2 3 4 0 6 3 2 4 0 0 1 3 5 0 0 2 3 0 1 0 0 1 0 1 0 4 0 3 5 1 5 VZKCHNISUWRFKZ-UHFFFAOYSA-N	4
O=C(Nc1ncco1)C1c2ccccc2Oc2ccccc21	24957	scaffold.159193	21 2 3 4 0 6 3 2 4 0 0 2 2 5 0 0 3 2 0 0 0 3 1 0 1 0 4 1 3 5 1 5 MMGZOXAYOZLLFY-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1noc2c1COc1ccccc1-2	24958	scaffold.163046	21 2 3 4 0 6 3 2 4 0 0 2 2 5 0 0 3 2 0 1 0 0 1 0 1 0 4 0 3 5 1 5 IOZUNTBPIOSBGC-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1n[nH]c2c1CSc1ccccc1-2	24959	scaffold.164087	21 2 3 4 0 6 3 2 4 0 1 0 3 5 0 1 1 3 0 1 0 0 1 0 1 0 4 0 3 5 1 5 OZIBNWNSENVBOT-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1noc2c1CSc1ccccc1-2	24960	scaffold.164121	21 2 3 4 0 6 3 2 4 0 1 1 2 5 0 1 2 2 0 1 0 0 1 0 1 0 4 0 3 5 1 5 CJSBCAFCLZDNGD-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)C1=CCCn2c1nc1ccccc12	24961	scaffold.153700	21 2 3 4 0 6 3 2 5 0 0 0 5 4 0 0 1 3 0 0 0 1 1 0 1 1 3 1 2 3 1 3 ALUPQLQVVZZXID-UHFFFAOYSA-N	4
