structure	order	scaffold_id	scaffold_key	color
C(=C/c1cnc2ccccc2c1)\c1ccccc1	14956	scaffold.61009	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2 OHHPAEZEBAYVPW-ZHACJKMWSA-N	2
C(=C\c1ccc2ccccc2n1)\c1ccccc1	14957	scaffold.62033	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2 RLGKSXCGHMXELQ-BENRWUELSA-N	2
C(=Cc1ccc2ccccc2n1)c1ccccc1	14958	scaffold.65051	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2 RLGKSXCGHMXELQ-UHFFFAOYSA-N	2
C(=Cc1ccc2ccccc2[nH+]1)c1ccccc1	14959	scaffold.65392	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2 RLGKSXCGHMXELQ-UHFFFAOYSA-O	2
C(=C/c1ccc2ccccc2[nH+]1)\c1ccccc1	14960	scaffold.62796	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 2 0 2 RLGKSXCGHMXELQ-ZRDIBKRKSA-O	2
c1ccc(NCc2ccc3ccccc3c2)cc1	14961	scaffold.63713	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3 NBUZKSFXQIVGBJ-UHFFFAOYSA-N	2
c1ccc(CCc2ccc3ccccc3n2)cc1	14962	scaffold.59998	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3 OKKXXGHSFMJXRJ-UHFFFAOYSA-N	2
C(=C/c1cccc2ncccc12)\c1ccccc1	14963	scaffold.61155	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 APSQQMBZDAOHLF-VAWYXSNFSA-N	2
C(=C/c1cccc2ccccc12)\c1ccncc1	14964	scaffold.60103	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 FLKDRTOVVLNOLV-CMDGGOBGSA-N	2
C(=C/c1cccc2ccccc12)\c1cc[nH+]cc1	14965	scaffold.60092	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 FLKDRTOVVLNOLV-CMDGGOBGSA-O	2
C(=C\c1ccnc2ccccc12)\c1ccccc1	14966	scaffold.62031	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 LAAWYSBJZGYHRT-KHPPLWFESA-N	2
C(=C/c1cc[nH+]c2ccccc12)\c1ccccc1	14967	scaffold.61760	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 LAAWYSBJZGYHRT-ZHACJKMWSA-O	2
C(=N\c1cccc2ccccc12)\c1ccccc1	14968	scaffold.66619	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 NQPYSYDZNCHIQY-AQTBWJFISA-N	2
C(=N/c1cccc2ccccc12)\c1ccccc1	14969	scaffold.66137	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 NQPYSYDZNCHIQY-QGOAFFKASA-N	2
C(=C/c1nccc2ccccc12)\c1ccccc1	14970	scaffold.70532	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 RYOQVYHOVXOXIP-ZHACJKMWSA-N	2
C(=N/c1ccccc1)\c1cccc2ccccc12	14971	scaffold.63151	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 WNYBWTSSOIEBMP-QGOAFFKASA-N	2
c1ccc(NCc2cccc3ccccc23)cc1	14972	scaffold.66124	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1 OPBAOMCCUSNABO-UHFFFAOYSA-N	2
c1ccc(CNc2cccc3ccccc23)cc1	14973	scaffold.61657	18 2 3 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1 RBHDHUYOZLKADU-UHFFFAOYSA-N	2
O=C(Cc1ccccc1)c1ccc2ncccc2c1	14974	scaffold.81887	18 2 3 3 0 6 3 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 1 3 XIUWRYLGEBZFMQ-UHFFFAOYSA-N	2
O=C(Nc1ccc2ccccc2c1)c1ccccc1	14975	scaffold.78828	18 2 3 3 0 6 3 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 3 1 3 PBVHCWSPPOGLNA-UHFFFAOYSA-N	2
O=C(Nc1cccc2ccccc12)c1ccccc1	14976	scaffold.78832	18 2 3 3 0 6 3 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 2 0 1 1 1 1 ALANUUFGKYEMNI-UHFFFAOYSA-N	2
O=C(Nc1ccccc1)c1cccc2ccccc12	14977	scaffold.78827	18 2 3 3 0 6 3 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 2 0 1 1 1 1 CIPHTOQKGSLCLV-UHFFFAOYSA-N	2
O=C1C=C(NCc2ccccc2)C(=O)c2ccccc21	14978	scaffold.104851	18 2 3 3 0 6 3 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 2 1 0 0 0 2 0 DCPOAJXJBIMQSU-UHFFFAOYSA-N	2
O=C1C=C(/N=C\c2ccccc2)c2ccccc2C1=O	14979	scaffold.117068	18 2 3 3 0 6 3 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 3 1 0 0 0 2 0 PAGWNZNGOLOBCW-WQRHYEAKSA-N	2
O=C(NC1=CC(=O)c2ccccc2C1=O)c1ccccc1	14980	scaffold.131240	18 2 3 3 0 6 3 0 1 0 0 0 1 4 0 0 3 1 0 0 0 0 0 0 2 2 1 0 0 0 3 0 BIVQBWSIGJFXLF-UHFFFAOYSA-N	2
c1ccc(OCc2ccc3ccccc3c2)cc1	14981	scaffold.59848	18 2 3 3 0 6 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 3 0 3 DXEYHDJPVYAZDI-UHFFFAOYSA-N	2
c1ccc(COc2ccc3ccccc3c2)cc1	14982	scaffold.60358	18 2 3 3 0 6 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 3 0 3 WLTCCDHHWYAMCG-UHFFFAOYSA-N	2
c1ccc(COc2cccc3ccccc23)cc1	14983	scaffold.62291	18 2 3 3 0 6 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 1 0 1 JWSWULLEVAMIJK-UHFFFAOYSA-N	2
c1ccc(OCc2cccc3ccccc23)cc1	14984	scaffold.60754	18 2 3 3 0 6 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 1 0 1 KLMNNHJXPIJNGJ-UHFFFAOYSA-N	2
O=C(Oc1ccc2ccccc2c1)c1ccccc1	14985	scaffold.78877	18 2 3 3 0 6 3 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 1 1 0 3 1 3 DWJIJRSTYFPKGD-UHFFFAOYSA-N	2
O=C(Oc1cccc2ccccc12)c1ccccc1	14986	scaffold.85317	18 2 3 3 0 6 3 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 2 0 1 1 1 1 KZWCTFLBFSWYHS-UHFFFAOYSA-N	2
O=C1C=C(CSc2ccccc2)C(=O)c2ccccc21	14987	scaffold.117198	18 2 3 3 0 6 3 0 1 0 1 0 0 3 0 1 2 0 0 0 0 0 0 0 0 2 1 0 0 0 2 0 XESOZESNTLEXGP-UHFFFAOYSA-N	2
C(=N/c1ccc2ncccc2c1)\c1ccccc1	14988	scaffold.73504	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 2 0 2 IDZAUYZRICSNLK-LDADJPATSA-N	2
C(=N/c1ccccc1)\c1ccc2ccccc2n1	14989	scaffold.63674	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 2 0 2 JDRHTHAVWRDRDO-SFQUDFHCSA-N	2
c1ccc(CNc2ccc3ncccc3c2)cc1	14990	scaffold.63779	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 3 0 3 DQPVTGUCSNSTBC-UHFFFAOYSA-N	2
c1ccc(NCc2ccc3ncccc3c2)cc1	14991	scaffold.61535	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 3 0 3 NTGQAQVFSXWJMA-UHFFFAOYSA-N	2
c1ccc(NCc2ccc3cccnc3c2)cc1	14992	scaffold.78018	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 3 0 3 TUBIAUFIDHVHIS-UHFFFAOYSA-N	2
c1ccc(CNc2ccc3ccncc3c2)cc1	14993	scaffold.70115	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 3 0 3 ZMEKHGOYLOSDML-UHFFFAOYSA-N	2
C(=N/c1cccc2ncccc12)\c1ccccc1	14994	scaffold.71034	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 0 0 0 WGUXXDWRWYLSBC-LDADJPATSA-N	2
c1ccc(NCc2cccc3ncccc23)cc1	14995	scaffold.65390	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 1 0 1 KUKNZPRHGIZINE-UHFFFAOYSA-N	2
c1ccc(CNc2cccc3ncccc23)cc1	14996	scaffold.67877	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 1 0 1 LYYLCDDRICGPKM-UHFFFAOYSA-N	2
c1ccc(NCc2ccnc3ccccc23)cc1	14997	scaffold.62731	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 1 0 1 NOIZBJXSQLMHFV-UHFFFAOYSA-N	2
c1ccc(N=Nc2ccc3ccccc3c2)cc1	14998	scaffold.60676	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 1 0 0 1 1 0 2 0 2 JRABDIJJEFFEHT-UHFFFAOYSA-N	2
c1ccc(CNc2cnc3ccccc3c2)cc1	14999	scaffold.61006	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 1 1 0 3 0 3 WFLLCYYTXLDQAN-UHFFFAOYSA-N	2
c1ccc(CNc2cccc3cccnc23)cc1	15000	scaffold.61290	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 2 0 1 1 0 1 NECSJPFLHHVBGI-UHFFFAOYSA-N	2
C(=C/c1cnc2ccccc2n1)\c1ccccc1	15001	scaffold.65095	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 2 0 0 0 1 1 0 2 0 2 QLIHXVSEYWWQPD-ZHACJKMWSA-N	2
C(=C/c1ncc2ccccc2n1)\c1ccccc1	15002	scaffold.60652	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 1 1 0 2 0 2 AIVRDUVZOFTAGC-ZHACJKMWSA-N	2
c1ccc(CNc2ccc3ccccc3n2)cc1	15003	scaffold.63175	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 1 1 0 3 0 3 PBQZDVLJNWXNFO-UHFFFAOYSA-N	2
c1ccc(CCc2cccc3ncncc23)cc1	15004	scaffold.62287	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 1 0 1 DXDFNKHFAXVKTM-UHFFFAOYSA-N	2
c1ccc(NCc2cccc3ccccc23)nc1	15005	scaffold.62346	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 1 0 1 PHMSLCBVGLJKQP-UHFFFAOYSA-N	2
c1ccc2c(CCc3ccncn3)cccc2c1	15006	scaffold.64488	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 1 0 1 QMWGDUMCSVUOKO-UHFFFAOYSA-N	2
c1ccc(CNc2nccc3ccccc23)cc1	15007	scaffold.61731	18 2 3 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 1 0 1 VHOZFSQGOUEHHG-UHFFFAOYSA-N	2
N=C(Cc1ccccc1)c1cnc2ccccc2n1	15008	scaffold.90794	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 0 3 0 0 0 0 2 0 0 0 1 1 0 3 1 3 ZGHKXFZUUPAGAL-UHFFFAOYSA-N	2
O=C(Nc1ccccc1)c1ccc2cccnc2c1	15009	scaffold.82578	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 1 1 0 3 1 3 DFMVTTNUUNLDQD-UHFFFAOYSA-N	2
O=C(Nc1ccccc1)c1cnc2ccccc2c1	15010	scaffold.78868	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 1 1 0 3 1 3 LQEPEEBJMGRUTB-UHFFFAOYSA-N	2
O=C(Nc1ccc2ncccc2c1)c1ccccc1	15011	scaffold.80409	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 1 1 0 3 1 3 WQBDHSKBYRWNNN-UHFFFAOYSA-N	2
O=C(Nc1ccccc1)c1cccc2cccnc12	15012	scaffold.79837	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 1 1 1 QQYWGNSDNZBBJZ-UHFFFAOYSA-N	2
O=C(Nc1ccnc2ccccc12)c1ccccc1	15013	scaffold.81737	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 1 1 1 USLPFYONNLUIHZ-UHFFFAOYSA-N	2
O=C(Nc1ccccc1)c1ccnc2ccccc12	15014	scaffold.79578	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 1 1 1 WACMEQVZTAUIGH-UHFFFAOYSA-N	2
O=C(Nc1cccc2ncccc12)c1ccccc1	15015	scaffold.81258	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 1 1 1 YFAPDQWOPMTKOL-UHFFFAOYSA-N	2
O=C(Nc1ccccc1)c1ccc2ccccc2n1	15016	scaffold.80295	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 1 1 0 3 1 3 QZRJWCCFONJIMC-UHFFFAOYSA-N	2
O=C(Nc1cnc2ccccc2c1)c1ccccc1	15017	scaffold.83236	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 1 1 0 3 1 3 XZXJACMRMJRBMY-UHFFFAOYSA-N	2
O=C(Nc1ccccc1)c1cc2ccccc2cn1	15018	scaffold.79653	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 1 1 0 3 1 3 ZOAPFIOEKMGBLX-UHFFFAOYSA-N	2
O=C(Nc1cccc2cccnc12)c1ccccc1	15019	scaffold.85413	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 2 0 1 1 1 1 YGICLPNGPGZANM-UHFFFAOYSA-N	2
O=C(Nc1ccccn1)c1ccc2ccccc2c1	15020	scaffold.79925	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 1 0 0 1 0 1 1 0 3 1 3 GQAFTMDSDJLKFI-UHFFFAOYSA-N	2
O=C(Nc1ccc2ccccc2n1)c1ccccc1	15021	scaffold.80298	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 1 0 0 1 0 1 1 0 3 1 3 WPCHNALOYAPYPN-UHFFFAOYSA-N	2
O=C(Nc1ccccn1)c1cccc2ccccc12	15022	scaffold.82426	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 0 0 1 0 0 1 0 2 0 1 1 1 1 DVAUIGOBCORSKU-UHFFFAOYSA-N	2
O=C1/C(=N\Nc2ccccc2)C=Cc2ccccc21	15023	scaffold.94734	18 2 3 3 0 6 3 0 2 0 0 0 2 3 0 0 1 2 0 1 0 0 0 0 1 2 1 0 0 0 2 0 MIHCTEIUOWGXTJ-SDXDJHTJSA-N	2
O=C1Nc2ccccc2C(=O)/C1=C/Nc1ccccc1	15024	scaffold.102134	18 2 3 3 0 6 3 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 2 2 1 0 0 0 3 0 OPRCAIYSBBFTJE-RAXLEYEMSA-N	2
O=C1NC(=O)c2ccccc2/C1=C/Nc1ccccc1	15025	scaffold.103930	18 2 3 3 0 6 3 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 3 1 1 0 0 0 3 0 MNADSNIYPNAOMB-UVTDQMKNSA-N	2
O=C1Nc2ccccc2N/C1=C/C(=O)c1ccccc1	15026	scaffold.114145	18 2 3 3 0 6 3 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 2 0 2 2 1 0 0 0 3 0 VYSUSLXZOLRSEX-GXDHUFHOSA-N	2
O=C1NC(=O)c2ccc(NC(=O)c3ccccc3)cc2C1=O	15027	scaffold.157204	18 2 3 3 0 6 3 0 2 0 0 0 2 6 0 0 4 2 0 0 0 0 0 0 3 1 1 1 0 3 4 3 OSLRLKXACWCHJX-UHFFFAOYSA-N	2
O=C1NC(=O)c2cccc(NC(=O)c3ccccc3)c2C1=O	15028	scaffold.157206	18 2 3 3 0 6 3 0 2 0 0 0 2 6 0 0 4 2 0 0 0 0 0 0 3 1 2 0 1 1 4 1 WXTWECMQVXQLNG-UHFFFAOYSA-N	2
c1ccc(OCc2ccc3cccnc3c2)cc1	15029	scaffold.78016	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3 FLFXLWQHWLKWET-UHFFFAOYSA-N	2
c1ccc(COc2ccc3ncccc3c2)cc1	15030	scaffold.61144	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3 LQNGSCMDXDEBEI-UHFFFAOYSA-N	2
c1ccc(COc2ccc3cccnc3c2)cc1	15031	scaffold.60166	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3 SIDLHXXVIBTSJZ-UHFFFAOYSA-N	2
c1ccc(COc2ccc3ccncc3c2)cc1	15032	scaffold.61825	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3 TZCRQKUXTYFUCV-UHFFFAOYSA-N	2
c1ccc(COc2ccnc3ccccc23)cc1	15033	scaffold.64545	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1 FIPKVXNSGRJUMC-UHFFFAOYSA-N	2
c1ccc(COc2cccc3cnccc23)cc1	15034	scaffold.60812	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1 KADVOJZKYIJXOL-UHFFFAOYSA-N	2
c1ccc(OCc2ccnc3ccccc23)cc1	15035	scaffold.60730	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1 OFNXYXPNDVSODS-UHFFFAOYSA-N	2
c1ccc(COc2cnc3ccccc3c2)cc1	15036	scaffold.61010	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 3 0 3 RHWYSPPYRCBHPU-UHFFFAOYSA-N	2
c1ccc(COc2cccc3cccnc23)cc1	15037	scaffold.61854	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 2 0 1 1 0 1 FPFKXDKOMIEEPB-UHFFFAOYSA-N	2
c1ccc(COc2ccc3ccccc3n2)cc1	15038	scaffold.62873	18 2 3 3 0 6 3 0 2 0 0 1 1 2 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 3 0 3 NWIAYUZWWLSLBI-UHFFFAOYSA-N	2
O=C(Oc1ccnc2ccccc12)c1ccccc1	15039	scaffold.84640	18 2 3 3 0 6 3 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 2 0 1 1 1 1 PCWCVFWKXNXIQP-UHFFFAOYSA-N	2
O=C(Oc1cccc2cccnc12)c1ccccc1	15040	scaffold.81618	18 2 3 3 0 6 3 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 1 0 1 0 2 0 1 1 1 1 BHKPHCKISVSDGV-UHFFFAOYSA-N	2
O=C1Oc2ccccc2N/C1=C\C(=O)c1ccccc1	15041	scaffold.106168	18 2 3 3 0 6 3 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 2 0 2 2 1 0 0 0 3 0 PHKWAFAXDNTAIQ-RAXLEYEMSA-N	2
c1ccc(SCc2ccc3ccccc3n2)cc1	15042	scaffold.59999	18 2 3 3 0 6 3 0 2 0 1 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 3 0 3 NHEYHGKMDCHJRO-UHFFFAOYSA-N	2
c1ccc(CSc2ccc3ccccc3n2)cc1	15043	scaffold.67128	18 2 3 3 0 6 3 0 2 0 1 0 1 2 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 3 0 3 SVGSEZUHJSTFHU-UHFFFAOYSA-N	2
c1ccc(CSc2nccc3ccccc23)cc1	15044	scaffold.70783	18 2 3 3 0 6 3 0 2 0 1 0 1 2 0 1 0 1 0 0 0 1 0 0 0 0 2 0 1 1 0 1 XHIUQOJPHJEHTA-UHFFFAOYSA-N	2
C(=C/c1ccc(-c2cccs2)s1)\c1ccccc1	15045	scaffold.70260	18 2 3 3 0 6 3 0 2 0 2 0 0 2 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 2 0 2 WJDROJDGHPBMFV-CMDGGOBGSA-N	2
c1ccc(CC[n+]2ccc3ccccc3c2)cc1	15046	scaffold.70143	18 2 3 3 0 6 3 0 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 3 0 3 DMZARGLVDWKKQW-UHFFFAOYSA-N	2
O=C(C[n+]1ccc2ccccc2c1)c1ccccc1	15047	scaffold.86650	18 2 3 3 0 6 3 0 3 0 0 0 3 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 3 1 3 LIAJGECMVWAMNA-UHFFFAOYSA-N	2
O=C(C[n+]1cccc2ccccc21)c1ccccc1	15048	scaffold.81952	18 2 3 3 0 6 3 0 3 0 0 0 3 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 1 1 1 SZWQQHOTONBGOP-UHFFFAOYSA-N	2
c1cncc(CNc2ccnc3ccccc23)c1	15049	scaffold.65494	18 2 3 3 0 6 3 0 3 0 0 0 3 3 0 0 0 3 0 0 0 0 0 0 0 0 2 0 1 1 0 1 AZDDXJLIOJOKAG-UHFFFAOYSA-N	2
c1ccc(N=Nc2ccc3ncccc3c2)cc1	15050	scaffold.61146	18 2 3 3 0 6 3 0 3 0 0 0 3 3 0 0 0 3 0 0 0 0 0 1 0 0 1 1 0 2 0 2 QNBSMHHDAZREND-UHFFFAOYSA-N	2
O=C(CSc1nnc2ncccn12)Nc1nncs1	15950	scaffold.87542	18 4 5 3 0 6 3 0 11 0 2 0 9 10 0 2 1 7 0 2 0 10 1 0 1 0 2 0 1 1 1 1 UHMBVNAEUOPUKC-UHFFFAOYSA-N	3
O=S(=O)(NCCc1cn2ccccc2n1)c1cccs1	15951	scaffold.112278	18 4 5 3 0 6 3 0 12 0 7 0 5 7 0 2 2 3 0 1 0 2 1 2 2 0 1 2 0 2 2 2 XXZUDLCNSINJBM-UHFFFAOYSA-N	3
O=S(=O)(NCCc1cn2ccsc2n1)c1ccccc1	15952	scaffold.110934	18 4 5 3 0 6 3 0 12 0 7 0 5 7 0 2 2 3 0 1 0 3 2 2 2 0 1 2 0 2 2 2 LWGUCPXMURWXJG-UHFFFAOYSA-N	3
O=C(NC[C@H]1CC2CCN1CC2)Nc1ccccc1	15953	scaffold.95547	18 4 5 4 0 6 1 0 5 0 0 0 5 4 0 0 1 3 0 0 0 1 1 0 2 0 1 1 0 3 1 3 MHVXERHZNAYVAT-CQSZACIVSA-N	3
O=C(NC(=O)c1ccccc1)NC1CN2CCC1CC2	15954	scaffold.101307	18 4 5 4 0 6 1 0 5 0 0 0 5 5 0 0 2 3 0 0 0 1 1 0 3 0 1 1 0 3 2 3 MRMSKBQGJYKEAB-UHFFFAOYSA-N	3
O=C(COc1ccccc1)OC1CN2CCC1CC2	15955	scaffold.84460	18 4 5 4 0 6 1 0 5 0 0 2 3 4 0 0 3 1 0 0 0 0 2 0 1 0 1 1 0 3 1 3 MEMGOYZHMQABFZ-UHFFFAOYSA-N	3
C(=C/c1ncco1)\C[C@H]1CC[C@@H](C[C@H]2CO2)CO1	15956	scaffold.62313	18 4 6 3 0 6 1 0 4 0 0 3 1 4 0 0 3 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2 LBASKVMLYSYXED-QUGZKPQSSA-N	3
O=C(NS(=O)(=O)C1CC1)C1CCN(C(=O)c2ccccc2)C1	15957	scaffold.169097	18 4 6 3 0 6 1 0 10 0 6 0 4 7 0 1 4 2 0 1 0 0 0 2 4 0 0 1 0 1 4 1 WOKHYWKTRHIHGX-UHFFFAOYSA-N	3
O=C(NCC1CC1)C1CSCN1S(=O)(=O)c1ccccc1	15958	scaffold.147341	18 4 6 3 0 6 1 0 11 0 7 0 4 7 0 2 3 2 0 1 0 1 2 2 3 0 1 0 0 1 3 1 YWTVUYUNUTZGKJ-UHFFFAOYSA-N	3
c1ccc(Nc2ncc(CNCC3CC3)s2)cc1	15959	scaffold.62147	18 4 6 3 0 6 2 0 4 0 1 0 3 4 0 1 0 3 0 0 0 3 2 0 0 0 0 2 0 1 0 1 QQGVTIOZIARHAB-UHFFFAOYSA-N	3
