bms	order	scaffold_id	scaffold_key
C(=C/C1CCCC1)\CCOc1ccccc1	113	CHEMBL2220404	16 5 6 2 0 6 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 JFZINVLMMCIFJS-UXBLZVDNSA-N
O=C1CCC(C=CCCOc2ccccc2)C1	114	CHEMBL2104194	16 5 6 2 0 6 1 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 MPAVLDPEHRHCMH-UHFFFAOYSA-N
O=C1CCC(C=CCCC=CC2=CCCC2)C1	115	CHEMBL2106965	16 6 7 2 0 5 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 RKPHLGNLFQXIII-UHFFFAOYSA-N
C1CCC2C(C1)CCC1C3CCCC3CCC21	116	CHEMBL2104465	17 0 0 4 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 4 5 0 5 UACIBCPNAKBWHX-UHFFFAOYSA-N
C=C1CCC2C1CCC1C3CCCCC3CCC21	117	CHEMBL2106707	17 0 0 4 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 4 5 1 5 NVTOHCFJQPZFQI-UHFFFAOYSA-N
O=C1CC2CCCC2C2CCC3CCCCC3C12	118	CHEMBL2104019	17 0 0 4 0 6 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 0 4 5 1 5 BEYPDGRLYMGRKT-UHFFFAOYSA-N
O=C1CCC2C(CCC3C4CCCC4CCC23)C1	119	CHEMBL2110850	17 0 0 4 0 6 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 0 4 5 1 5 COAOVOHNCKHWFV-UHFFFAOYSA-N
O=C1CCC2C1CCC1C3CCCCC3CCC21	120	CHEMBL2106671	17 0 0 4 0 6 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 0 4 5 1 5 SCGILXXYXVPRAK-UHFFFAOYSA-N
C=C1CC2C(CCC3C4CCCC4CCC23)CC1=O	121	CHEMBL1200585	17 0 0 4 0 6 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 5 0 4 5 2 5 WRMCCQKCZZYXOJ-UHFFFAOYSA-N
N=C1CCC2C(C1)C(=O)CC1C3CCC(=O)C3CCC21	122	CHEMBL3138451	17 0 0 4 0 6 0 0 0 0 0 0 0 3 0 0 2 1 0 0 0 0 0 0 0 0 5 0 4 5 3 5 LQNUQNBXJOZACM-UHFFFAOYSA-N
O=C1CCC2C(C1)CC(=O)C1C3CCCC3C(=O)CC21	123	CHEMBL514446	17 0 0 4 0 6 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0 0 0 5 0 4 5 3 5 RAUMLQFVPZOZMP-UHFFFAOYSA-N
O=C1CCC2C(CCC3C4CCCC4CCC23)N1	124	CHEMBL1908332	17 0 0 4 0 6 0 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 5 0 4 5 1 5 WLTKGNUGDGTJOU-UHFFFAOYSA-N
O=C1CC2CCC3C4CCCC4CCC3C2CO1	125	CHEMBL1200436	17 0 0 4 0 6 0 0 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 5 0 4 5 1 5 ALHCNAWSRGPGOK-UHFFFAOYSA-N
C1=C2CCCCC2C2CCC3CCCC3C2C1	126	CHEMBL1079446	17 0 0 4 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 3 3 0 3 CBKAHYBYIWZZPP-UHFFFAOYSA-N
C1=C2CCC3C4CCCC4CCC3C2CCC1	127	CHEMBL2104489	17 0 0 4 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 3 3 0 3 DKKWHIZUXSVRRX-UHFFFAOYSA-N
C=C1CC2CCCC2C2CCC3=CCCCC3C12	128	CHEMBL1533	17 0 0 4 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 3 3 1 3 CXVMPPJEUYYRJU-UHFFFAOYSA-N
N=C1C=C2CCC3C4CCCC4CCC3C2CC1	129	CHEMBL3545254	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 4 0 3 3 1 3 DCBRHNKAMSPJQS-UHFFFAOYSA-N
O=C1CCC2C1CCC1C3CCCCC3=CCC21	130	CHEMBL259898	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 4 0 3 3 1 3 WEMNDRSLPDMESM-UHFFFAOYSA-N
O=C1CCC2CCC3C(=C12)CCC1CCCCC13	131	CHEMBL2104586	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 0 1 1 1 1 HZQXKOJJHREWAA-UHFFFAOYSA-N
O=C1C=C2CCC3C4CCCC4CCC3C2CC1	132	CHEMBL425863	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 1 3 LWNIAOVFYCEEPT-UHFFFAOYSA-N
C=C1CC2CCCC2C2CCC3=CC(=O)CCC3C12	133	CHEMBL1531	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 2 3 CIQVIVMFNGTCEB-UHFFFAOYSA-N
C=C1CC2CCC3C4CCC(=O)C=C4CCC3C2C1	134	CHEMBL3707377	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 2 3 HNKVKCXFGDFVBA-UHFFFAOYSA-N
O=C1C=CC2C(CCC3C4CCCC4CCC23)C1	135	CHEMBL2106880	17 0 0 4 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 5 0 4 5 1 5 LHDVRWYUSUPRJB-UHFFFAOYSA-N
O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1	136	CHEMBL274826	17 0 0 4 0 6 0 1 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 4 0 3 3 2 3 GYFYNROXTWYLTL-UHFFFAOYSA-N
O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1	137	CHEMBL1650	17 0 0 4 0 6 0 1 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 4 0 3 3 2 3 WLLPUNLGTCQBQN-UHFFFAOYSA-N
O=C1C=CC2C(CCC3C4CCCC4CCC23)N1	138	CHEMBL710	17 0 0 4 0 6 0 1 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 1 5 0 4 5 1 5 SPRMONVRSNKHFM-UHFFFAOYSA-N
C1CCC2=C(C1)CCC1C2CCC2CCCC21	139	CHEMBL2106905	17 0 0 4 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 2 MQEGTGIQTALWAK-UHFFFAOYSA-N
C1=CC2=CCC3C4CCCC4CCC3C2CC1	140	CHEMBL138225	17 0 0 4 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 3 3 0 3 ASLMYIKRGSJWEL-UHFFFAOYSA-N
C1=CC2C3CCCC3CCC2C2CCCC=C12	141	CHEMBL2106484	17 0 0 4 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 3 3 0 3 HKDBDBHDJSIIMB-UHFFFAOYSA-N
O=C1CCC2=C(CCC3C2CCC2CCCC23)C1	142	CHEMBL2103774	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 3 0 2 2 1 2 SOHRBEWOMMNHIV-UHFFFAOYSA-N
O=C1C=C2CCC3C(=CCC4CCCC43)C2CC1	143	CHEMBL2106613	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 0 1 1 1 1 OYAIFRCHRXDXKY-UHFFFAOYSA-N
O=C1C=C2CCC3C4C=CCC4CCC3C2CC1	144	CHEMBL1213583	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 1 3 QMWRHQPPBITONV-UHFFFAOYSA-N
O=C1C=C2CCC3C4CC=CC4CCC3C2CC1	145	CHEMBL2104221	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 1 3 YWEUXTDZTNRMNR-UHFFFAOYSA-N
C=C1CC2CC=CC2C2CCC3=CC(=O)CCC3C12	146	CHEMBL2107658	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 0 3 3 2 3 QPLDXFIKWZQMIV-UHFFFAOYSA-N
O=C1C=C2CCC3C(=C2CC1)CCC1CCCC13	147	CHEMBL196003	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 2 0 1 0 1 0 CJRNSAVENUDGNX-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21	148	CHEMBL1908322	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 4 0 3 3 1 3 AZRKGEOPFCFNMW-UHFFFAOYSA-N
O=C1C=C2C=CC3C4CCCC4CCC3C2CC1	149	CHEMBL1371200	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 4 0 3 3 1 3 MCGZEYHDJUYSHI-UHFFFAOYSA-N
C=C1CC2CCC3C4CCC(=O)C=C4C=CC3C2C1	150	CHEMBL2107195	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 4 0 3 3 2 3 RGXYOXSZSQMTHT-UHFFFAOYSA-N
C=C1CC2CCC3C4C=CC(=O)C=C4CCC3C2C1	151	CHEMBL2105359	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 4 0 3 3 2 3 VQTIIFHVDOCENT-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(=O)CCC21	152	CHEMBL2105987	17 0 0 4 0 6 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 4 0 3 3 2 3 TTZLTNBTVQVFKS-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C3CCCC3CC(=O)C21	153	CHEMBL635	17 0 0 4 0 6 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 4 0 3 3 2 3 XAJPPIOCMUVBQP-UHFFFAOYSA-N
C=C1CC2C(CCC3C(=O)CCC32)C2C=CC(=O)C=C12	154	CHEMBL1200374	17 0 0 4 0 6 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 3 4 0 3 3 3 3 QHQDQDIBPNJOHJ-UHFFFAOYSA-N
O=C1C=C2C=CC3C4CCCC4CCC3C2CO1	155	CHEMBL2106982	17 0 0 4 0 6 0 2 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 2 4 0 3 3 1 3 UXDIHRCSPBUQPX-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2=CCC2CCCC21	156	CHEMBL3707311	17 0 0 4 0 6 0 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 2 0 1 1 1 1 NJLPIJAJTXMMDH-UHFFFAOYSA-N
O=C1C=C2CCC3C(=C2CC1)C=CC1CCCC13	157	CHEMBL1315492	17 0 0 4 0 6 0 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 2 0 1 0 1 0 PSASRUXPTZXSPT-UHFFFAOYSA-N
O=C1C=CC2C(=C1)C=CC1C3CCCC3CCC21	158	CHEMBL2107518	17 0 0 4 0 6 0 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 4 0 3 3 1 3 UMODVQQPOHALKS-UHFFFAOYSA-N
O=C1C=CC2C(=C1)C=CC1C2CCC2C(=O)CCC21	159	CHEMBL2105234	17 0 0 4 0 6 0 3 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 3 4 0 3 3 2 3 FYSNXJKKMVLGAG-UHFFFAOYSA-N
c1ccc2c(c1)CCC1C2CCC2CCCC21	160	CHEMBL1628161	17 0 0 4 0 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 4 5 0 5 GBGFUQOSVTZLFA-UHFFFAOYSA-N
O=C1CCC2C1CCC1c3ccccc3CCC12	161	CHEMBL1200980	17 0 0 4 0 6 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 5 0 4 5 1 5 ALQZQGQZSJGKGQ-UHFFFAOYSA-N
c1ccc2c(c1)CCN1C2CCC2CCCC21	162	CHEMBL2110830	17 0 0 4 0 6 1 1 3 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 5 0 4 5 0 5 DHNYYUSSEDURTO-UHFFFAOYSA-N
O=C1CCC2C3=CCc4ccccc4C3CCC12	163	CHEMBL323533	17 0 0 4 0 6 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 3 0 1 3 1 3 ITWKGIZBMIUROR-UHFFFAOYSA-N
c1ccc2c(c1)CC1NCCc3cccc-2c31	164	CHEMBL1616	17 0 0 4 0 6 2 3 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 5 1 5 5 0 5 IJGRUSBFEIVXQP-UHFFFAOYSA-N
c1nc2[nH]ncc3cn(C4CCCO4)c(n1)c32	165	CHEMBL462018	17 0 0 4 0 6 3 0 8 0 0 1 7 6 0 0 1 5 0 1 0 4 0 0 0 0 5 1 5 6 0 6 HZSQQAXMFNZTQT-UHFFFAOYSA-N
C1=C[C@@]23CCNCc4cccc(c42)OC3CC1	166	CHEMBL659	17 0 0 4 1 7 1 3 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 4 1 4 4 0 4 WGJYTAVHUDKGNK-WUJWULDRSA-N
C1CC2CCC3C(CCC45CC4CCC35)C2C1	167	CHEMBL2104107	17 0 0 5 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1 5 8 0 8 OVCHPQXUNFWDGO-UHFFFAOYSA-N
c1ccc(Cc2nccc3ccccc23)cc1	168	CHEMBL3833406	17 1 2 3 0 6 3 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 1 1 1 0 1 IZTUINVRJSCOIR-UHFFFAOYSA-N
O=C1CC2CC(SC3CN(C4=NCCS4)C3)=CN12	169	CHEMBL2107486	17 1 2 4 0 5 0 2 9 0 2 0 7 6 0 2 1 3 0 0 0 1 3 0 5 0 1 2 0 1 1 1 XNSDNNGOHJZXGU-UHFFFAOYSA-N
C1CCN(C[C@]23CCC4CC(OCC42)O3)CC1	170	CHEMBL2107624	17 1 2 5 0 6 0 0 5 0 0 2 3 3 0 0 2 1 0 0 0 1 1 0 0 0 2 3 1 5 0 5 IXDCLMAQHQZIOR-SLDMJWGPSA-N
C(C=C1CCCC2CCCC12)=C1CCCCC1	171	CHEMBL1200622	17 2 3 3 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 QMCKZOLPXKAVJN-UHFFFAOYSA-N
C=C1CCC(=CC=C2CCCC3CCCC23)CC1	172	CHEMBL2104955	17 2 3 3 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 3 0 PBIHDOMVYSVIGQ-UHFFFAOYSA-N
C=C1CCCCC1=CC=C1CCCC2CCCC12	173	CHEMBL2106158	17 2 3 3 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 3 0 GBDZMYYBUXFGPL-UHFFFAOYSA-N
C=C1CCCCC1=CC=C1CCCC2C=CCC12	174	CHEMBL3137307	17 2 3 3 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 3 0 ONLBNPBKSNRTEK-UHFFFAOYSA-N
O=C(CC1=CCC=CC1)NC1C(=O)N2C=CCSC12	175	CHEMBL1604	17 3 4 3 0 6 0 3 5 0 1 0 4 5 0 1 2 2 0 0 0 1 3 0 3 0 2 0 1 1 2 1 WQVLCUUECCBRSN-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C=CCCC12	176	CHEMBL1013	17 3 4 3 0 6 1 1 4 0 0 0 4 4 0 0 2 2 0 0 0 0 2 0 3 0 2 0 1 1 2 1 LDHGXNXFMHNOKI-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12	177	CHEMBL1200544	17 3 4 3 0 6 1 1 5 0 1 0 4 5 0 1 2 2 0 0 0 1 3 0 3 0 2 0 1 1 2 1 MBSUCXCJRKOYJG-UHFFFAOYSA-N
O=C(COc1ccccc1)NC1C(=O)N2CCSC12	178	CHEMBL2364720	17 4 5 3 0 6 1 0 6 0 1 1 4 6 0 1 3 2 0 0 0 1 5 0 2 0 2 0 1 1 2 1 GFVWEYZZXKMACW-UHFFFAOYSA-N
O=C(CSc1ccccc1)NC1C(=O)N2CCSC12	179	CHEMBL2107482	17 4 5 3 0 6 1 0 6 0 2 0 4 6 0 2 2 2 0 0 0 1 5 0 2 0 2 0 1 1 2 1 HTJZUYYAKSQHSV-UHFFFAOYSA-N
O=C(COC(=O)c1ccco1)NC1C(=O)N2CCSC12	180	CHEMBL2105074	17 5 6 3 0 5 1 0 7 0 1 2 4 8 0 1 5 2 0 0 0 1 6 0 3 0 2 0 1 1 3 1 MXZQRLMUCCYBIM-UHFFFAOYSA-N
O=C1OCCCCCCCCCCc2ccccc21	181	CHEMBL450613	18 0 0 2 0 14 1 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 FHKDOMMAPOHIPS-UHFFFAOYSA-N
O=C1C(N2CNC(c3ccccc3)C2=O)C2SCCN12	182	CHEMBL1201121	18 0 0 4 0 6 1 0 8 0 1 0 7 6 0 1 2 3 0 0 0 2 5 0 2 0 4 0 2 6 2 6 HGBSJVZKOKLSOS-UHFFFAOYSA-N
C=C1c2ccccc2C(=O)C2=CC3C(=O)C=CCC3CC12	183	CHEMBL1237124	18 0 0 4 0 6 1 3 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 2 1 0 3 3 3 XURWRQCPHKIUBG-UHFFFAOYSA-N
O=C1C2=CC3C(=O)C=CCC3CC2Cc2ccccc21	184	CHEMBL1433	18 0 0 4 0 6 1 3 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 2 2 0 3 2 3 KRZVXWRCQRFOLN-UHFFFAOYSA-N
O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1	185	CHEMBL2107085	18 0 0 4 0 6 2 0 12 3 0 3 6 9 1 0 4 4 0 2 1 4 5 1 2 0 4 2 2 6 1 6 LQOCNOQFAOTVSI-UHFFFAOYSA-N
O=C1C=CCC2Cc3cc4ccccc4cc3C(=O)C12	186	CHEMBL2110884	18 0 0 4 0 6 2 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 3 3 0 8 2 8 JWMQSFCBLVGGOW-UHFFFAOYSA-N
O=C1c2ccccc2CN2C(=O)c3ccccc3CN12	187	CHEMBL1536675	18 0 0 4 0 6 2 2 6 0 0 0 6 4 0 0 2 2 0 1 0 0 0 0 2 0 3 2 0 8 2 8 CXSJGNHRBWJXEA-UHFFFAOYSA-N
C1CC2CCC3C4CC5SC5CC4CCC3C2C1	188	CHEMBL2106161	18 0 0 5 0 6 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 6 3 4 10 0 10 WAGQPIIUJGAYAP-UHFFFAOYSA-N
O=C1C=C2C(CC1)C1CCC3CCCC3C1C1CC21	189	CHEMBL2107002	18 0 0 5 0 6 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 6 1 6 10 1 10 FAKAXSBJPQGHHQ-UHFFFAOYSA-N
O=C1C=C2C=CC3C4CCCC4CCC3C2C2CC12	190	CHEMBL139835	18 0 0 5 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 6 1 5 6 1 6 FBJJGWLKQDTVGO-UHFFFAOYSA-N
C1=CC2O[C@]23CCC2C4CCCC4CCC2C3C1	191	CHEMBL1200907	18 0 0 5 1 6 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 6 1 5 7 0 7 AYGONBYGQDPINZ-WIBFMSMASA-N
c1cc2c3c(c1)OC1CCCC4C(C2)NCC[C@]314	192	CHEMBL2104436	18 0 0 5 1 6 1 2 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 6 2 7 10 0 10 QONGLMDHKNFCDX-PGGGXIFMSA-N
N=C1CCC2C3Cc4cccc5c4[C@@]2(CCN3)C1O5	193	CHEMBL2107300	18 0 0 5 1 6 1 2 2 0 0 1 1 3 0 0 1 2 0 0 0 0 0 0 0 0 6 2 7 10 1 10 RSSZFJSWDRZCJJ-HMDLVHJSSA-N
O=C1CCC2C3Cc4cccc5c4[C@@]2(CCN3)C1O5	194	CHEMBL656	18 0 0 5 1 6 1 2 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 0 0 6 2 7 10 1 10 UQENVGBKYDWGGR-SPZUHZBISA-N
C1=CC2C3Cc4cccc5c4[C@@]2(CCN3)C(C1)O5	195	CHEMBL556578	18 0 0 5 1 6 1 3 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 6 2 7 10 0 10 ABEHOLUCQFKFQN-PGGGXIFMSA-N
C1=CC2Oc3cccc4c3[C@@]23CCNC(C4)C3C1	196	CHEMBL2104751	18 0 0 5 1 6 1 3 2 0 0 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 6 2 7 10 0 10 FDRWQLWAAIWJHS-PGGGXIFMSA-N
O=C1C=CC2C3Cc4cccc5c4[C@@]2(CCN3)C1O5	197	CHEMBL2107032	18 0 0 5 1 6 1 3 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 0 1 6 2 7 10 1 10 LGYVGBHSVYXWHZ-SPZUHZBISA-N
O=C1CC2CC(Sc3nc(C4=CCNC4)cs3)=CN12	198	CHEMBL1256722	18 1 2 4 0 5 1 2 7 0 2 0 5 6 0 2 1 3 0 0 0 3 1 0 3 0 1 1 0 2 1 2 SNBFUVCLIDIXMM-UHFFFAOYSA-N
O=C1CCCC(CCC2CC=CC3=CCCCC32)O1	199	CHEMBL54440	18 2 3 3 0 6 0 2 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 VADGRKYDBHLWOS-UHFFFAOYSA-N
c1ccc(NCC2CNc3ncncc3N2)cc1	200	CHEMBL3707260	18 2 3 3 0 6 2 1 5 0 0 0 5 5 0 0 0 5 0 0 0 2 5 0 0 0 1 1 0 3 0 3 LXNPCSKQSYWGTC-UHFFFAOYSA-N
c1ccc(CCc2cnc3ncncc3n2)cc1	201	CHEMBL296373	18 2 3 3 0 6 3 0 4 0 0 0 4 4 0 0 0 4 0 0 0 2 4 0 0 0 1 1 0 3 0 3 YFNSOZSPBVYBMB-UHFFFAOYSA-N
c1ccc(NCc2cnc3ncncc3n2)cc1	202	CHEMBL3244648	18 2 3 3 0 6 3 0 5 0 0 0 5 5 0 0 0 5 0 0 0 2 5 0 0 0 1 1 0 3 0 3 XASAJMYKOCBVGD-UHFFFAOYSA-N
O=C(CSc1ccncc1)NC1C(=O)N2C=CCSC12	203	CHEMBL2105811	18 4 5 3 0 6 1 1 7 0 2 0 5 7 0 2 2 3 0 0 0 1 4 0 3 0 2 0 1 1 2 1 BJJLPLQKNBNFJS-UHFFFAOYSA-N
C1=C(/C=C/C=C/C=C/c2ccccc2)CCCC1	204	CHEMBL39861	18 6 7 2 0 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 SIIOAKDKNYMORF-WPWUJOAOSA-N
c1ccc(CNCCNCc2ccccc2)cc1	205	CHEMBL2107221	18 6 7 2 0 6 2 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 JUHORIMYRDESRB-UHFFFAOYSA-N
c1cnn(-c2ncc3ncn(C4CCCO4)c3n2)c1	206	CHEMBL317052	19 0 0 4 0 6 3 0 11 0 0 1 10 7 0 0 1 6 0 1 0 6 3 0 0 0 4 1 2 6 0 6 OMTPEWCEVZUMLL-UHFFFAOYSA-N
O=C1CC2CCC3OCC24C(CC2C=CCCC2C34)O1	207	CHEMBL2106871	19 0 0 5 1 6 0 1 2 0 0 2 0 3 0 0 3 0 0 0 0 0 0 0 1 0 6 1 7 10 1 10 SSXXNMUAQWRAMF-UHFFFAOYSA-N
O=C1C=C2C=CC3C4CC5CC5C4CCC3C2C2CC12	208	CHEMBL2105103	19 0 0 6 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 8 3 7 12 1 12 OUYDJRDRZIZCAZ-UHFFFAOYSA-N
c1ccc2c(c1)NC1C3CC4CCN3C3C[C@@]21CC43	209	CHEMBL2107130	19 0 0 7 1 6 1 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 1 0 0 0 8 4 7 21 0 21 GMJQLUPTGCKGPJ-QIKFONCGSA-N
c1ccc2c(c1)NC1C3CC4CCN3C3CC21CC43	210	CHEMBL2105617	19 0 0 7 1 6 1 1 4 0 0 0 4 2 0 0 0 2 0 0 0 0 1 0 0 0 8 4 7 21 0 21 GMJQLUPTGCKGPJ-UHFFFAOYSA-N
O=C1C=CC(=O)C(C2CC(OC3CCCCO3)CCO2)C1	211	CHEMBL2103892	19 1 2 3 0 6 0 1 3 0 0 3 0 5 0 0 5 0 0 0 0 1 0 0 0 2 1 2 0 1 2 1 REDOIQHSBNPDFM-UHFFFAOYSA-N
c1ccc(Cc2cccc(C3CCCCO3)c2)cc1	212	CHEMBL429910	19 1 2 3 0 6 2 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 1 0 1 FUKQNLFONQSVDY-UHFFFAOYSA-N
c1ccc2c(CC3CC4CCN3CC4)ccnc2c1	213	CHEMBL3707329	19 1 2 5 0 6 2 0 4 0 0 0 4 2 0 0 0 2 0 0 0 0 0 0 0 0 3 2 1 5 0 5 JCIQMPZCSWLLOW-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)c1cccc2ccccc12	214	CHEMBL1200344	19 2 3 4 0 6 2 0 5 0 1 0 4 5 0 1 2 2 0 0 0 1 4 0 2 0 4 0 2 2 2 2 MFHXNIMSZAKTQY-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)c1cnc2ccccc2n1	215	CHEMBL2104733	19 2 3 4 0 6 2 0 7 0 1 0 6 7 0 1 2 4 0 0 0 1 7 0 2 0 3 1 1 4 2 4 XJSKUZQDMGGHGC-UHFFFAOYSA-N
O=C1C(NC(=O)C23CC4CC(CC(C4)C2)C3)C2SCCN12	216	CHEMBL2107667	19 2 3 6 0 6 0 0 5 0 1 0 4 5 0 1 2 2 0 0 0 1 4 0 2 0 2 6 1 2 2 2 PHGBYKXSNBETHG-UHFFFAOYSA-N
