bms	order	scaffold_id	scaffold_key
O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21	315	CHEMBL1161	24 2 3 5 0 6 1 2 2 0 0 2 0 4 0 0 4 0 0 0 0 0 1 0 1 2 5 0 4 6 2 6 CLYYEJBYCRSHGJ-UHFFFAOYSA-N
O=C(NC1CCCCC1)C1CNC2Cc3c[nH]c4cccc(c34)C2C1	316	CHEMBL160293	24 2 3 5 0 6 2 2 3 0 0 0 3 4 0 0 1 3 0 0 0 0 0 0 1 0 5 2 5 10 1 10 AHFBBVAUENUMIR-UHFFFAOYSA-N
O=C(OC1CCCCC1)C1CNC2Cc3c[nH]c4cccc(c34)C2C1	317	CHEMBL2110594	24 2 3 5 0 6 2 2 3 0 0 1 2 4 0 0 2 2 0 0 0 0 0 0 1 0 5 2 5 10 1 10 QJMRTCNGKFYYBO-UHFFFAOYSA-N
C1=C2c3cccc4[nH]cc(c34)CC2NCC1CSc1ccccn1	318	CHEMBL2104731	24 2 3 5 0 6 3 3 4 0 1 0 3 4 0 1 0 3 0 0 0 1 0 0 0 0 3 1 3 5 0 5 IADUCUKTZWZHNC-UHFFFAOYSA-N
C1CCC(OC2CCC3OC(OC4CCCCO4)CCC3O2)CC1	319	CHEMBL1909452	24 2 4 4 0 6 0 0 5 0 0 5 0 5 0 0 5 0 0 0 0 3 1 0 0 0 1 4 0 4 0 4 HVXUKAMESIUQMN-UHFFFAOYSA-N
O=C(CCc1ccccc1)NC1COC(n2cnc3cncnc32)C1	320	CHEMBL469912	24 4 5 4 0 6 3 0 8 0 0 1 7 7 0 0 2 5 0 0 0 4 4 0 1 0 3 1 2 4 1 4 FLBWBRCJRGWICS-UHFFFAOYSA-N
C(=CC1CCC2CC(=Cc3ccccc3)CC12)CC1CCCCC1	321	CHEMBL2105172	24 4 6 4 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 1 1 QBTZUIWZIXTMAE-UHFFFAOYSA-N
C(=CC1CCC2OC(=Cc3ccccc3)CC12)CC1CCCCC1	322	CHEMBL2104890	24 4 6 4 0 6 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 2 0 1 1 1 1 YDPPSVJMMREXDZ-UHFFFAOYSA-N
O=C1NCCN(C(=O)NC(C(=O)NC2C(=O)N3CCSC23)c2ccccc2)C1=O	323	CHEMBL1200820	24 5 7 4 0 6 1 0 10 0 1 0 9 11 0 1 5 5 3 0 0 2 7 0 6 1 3 0 1 3 5 3 HAJXLAVRACAULU-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C(C(=O)Oc3ccccc3)CSC12	324	CHEMBL2105430	24 5 7 4 0 6 2 0 6 0 1 1 4 7 0 1 4 2 0 0 0 1 5 0 3 0 3 0 2 5 3 5 GIGQZDJKOTWBNG-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)C(C(=O)Oc1ccccc1)c1ccccc1	325	CHEMBL2105996	24 5 7 4 0 6 2 0 6 0 1 1 4 7 0 1 4 2 3 0 0 1 4 0 3 0 3 0 1 3 3 3 MBLAJTNTFYXINR-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3c[nH]nn3)CSC12	326	CHEMBL1095284	24 5 7 4 0 6 2 1 9 0 2 0 7 9 0 2 2 5 0 2 1 2 5 0 3 0 2 0 1 1 2 1 QNXUBKSOYIIBIK-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nncs3)CSC12	327	CHEMBL2104067	24 5 7 4 0 6 2 1 9 0 3 0 6 9 0 3 2 4 0 1 0 5 3 0 3 0 2 0 1 1 2 1 IMPWUSCLUJSWJM-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)COC12	328	CHEMBL1200357	24 5 7 4 0 6 2 1 10 0 1 1 8 10 0 1 3 6 0 3 2 4 3 0 3 0 2 0 1 1 2 1 AMNXIBFRWFJWNO-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12	329	CHEMBL1201218	24 5 7 4 0 6 2 1 10 0 2 0 8 10 0 2 2 6 0 3 2 4 3 0 3 0 2 0 1 1 2 1 GJEBDZOGTXISSR-UHFFFAOYSA-N
C=C1CCCCC1=CC=C1CCCC2C(CC=CCC3CC3)CCC12	330	CHEMBL1200666	24 6 8 4 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 1 3 1 WICDEXKMPAHKSA-UHFFFAOYSA-N
N=C(C(=O)NC1C(=O)N2C=C(CSC(=O)c3ccco3)CSC12)c1cscn1	331	CHEMBL222913	24 6 8 4 0 6 2 1 9 0 3 1 5 11 0 3 4 4 0 0 0 2 5 0 4 1 2 0 1 1 4 1 MYPUANGDBYKSLZ-UHFFFAOYSA-N
N=C(C(=O)NC1C(=O)N2C=C(SCSc3cnn[nH]3)CSC12)c1cscn1	332	CHEMBL2104438	24 6 8 4 0 6 2 1 12 0 4 0 8 13 0 4 2 7 0 2 1 4 7 0 4 1 2 0 1 1 3 1 HKPJASRJPSRZCZ-UHFFFAOYSA-N
O=C(/C=C\C=C\C=C\C=C\C1=CCCCC1)OCC(=O)c1ccccc1	333	CHEMBL2107427	24 12 13 2 0 6 1 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 5 0 0 0 0 2 0 NYMQMNNOSXSKOH-GTMMQZHCSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C3Cc4ccccc4CC3CC21	334	CHEMBL2107160	25 0 0 6 0 6 1 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 7 3 5 13 1 13 HKENMZYUMKQAQL-UHFFFAOYSA-N
O=C1c2cc3c(cc2C(=O)c2c1ccc1c2OC2CCCC1O2)CCCC3	335	CHEMBL1234391	25 0 0 6 0 6 3 2 2 0 0 2 0 4 0 0 4 0 0 0 0 1 0 0 0 0 6 4 3 15 2 15 WFTIGBKWUMCUHC-UHFFFAOYSA-N
C1=C2CC3(CCC2C2CCC4C(CCC45OCCO5)C2C1)OCCO3	336	CHEMBL2111177	25 0 0 6 2 6 0 1 4 0 0 4 0 4 0 0 4 0 0 0 0 2 2 0 0 0 5 0 4 7 0 7 QTRJVENENRRJJP-UHFFFAOYSA-N
O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCC1	337	CHEMBL2104443	25 1 2 5 0 6 3 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 0 0 4 3 1 10 2 10 MUZCQNFIZKBPPK-UHFFFAOYSA-N
O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1	338	CHEMBL417	25 1 2 5 0 6 3 1 2 0 0 2 0 4 0 0 4 0 0 0 0 1 0 0 0 0 4 3 1 10 2 10 QLPWHRZKZGFYTJ-UHFFFAOYSA-N
O=C1c2ccccc2C(=O)c2cc3c(cc21)C(=O)CCC3OC1CCCCO1	339	CHEMBL2105537	25 1 2 5 0 6 3 1 2 0 0 2 0 5 0 0 5 0 0 0 0 1 0 0 0 0 4 3 1 10 3 10 LJIPNHBFTDNFED-UHFFFAOYSA-N
C1=CC2C3Cc4c(OC5CCCCO5)ccc5c4[C@@]2(CCN3)C(C1)O5	340	CHEMBL611421	25 1 2 6 1 6 1 3 4 0 0 3 1 4 0 0 3 1 0 0 0 1 0 0 0 0 7 3 8 15 0 15 OXKQBWWAWDLQLU-LCMLLWTESA-N
c1ccc(CCC2Cc3ccccc3-c3ccccc3CCN2)cc1	341	CHEMBL2104050	25 2 3 4 0 9 3 2 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 3 1 2 3 0 3 YKEWZBDNJNNSEE-UHFFFAOYSA-N
O=C(NC1CCC2C(CCC3C4CCCC4CCC23)C1)C1CCCCO1	342	CHEMBL2105634	25 2 3 5 0 6 0 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 1 0 1 0 5 1 4 8 1 8 WRSYMUWGYUGHMS-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)CN3CCNCC3)CCC21	343	CHEMBL2106858	25 2 3 5 0 6 0 2 4 0 0 0 4 4 0 0 2 2 0 0 0 0 2 0 0 2 5 0 4 6 2 6 FNVJAJXJFMFASS-UHFFFAOYSA-N
O=C1C=CC2C(CCC3C2CCC2C(C(=O)Nc4ccccc4)CCC23)N1	344	CHEMBL1200969	25 2 3 5 0 6 1 1 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 2 1 6 0 5 8 2 8 HKONYDDJBUHTOH-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccccc3)CCC21	345	CHEMBL1200376	25 2 3 5 0 6 1 2 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 2 5 0 4 6 2 6 LGSAVBIJJBXXRG-UHFFFAOYSA-N
O=C(Oc1ccc2c(c1)CCC1C2CCC2CCCC21)c1ccccc1	346	CHEMBL282575	25 2 3 5 0 6 2 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 5 1 4 8 1 8 PLEQYSREJCLCGW-UHFFFAOYSA-N
O=C(OC1CCC2C1CCC1c3ccccc3CCC12)c1cccnc1	347	CHEMBL2106233	25 2 3 5 0 6 2 1 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 6 0 5 8 1 8 CKJJSLKWSJKKSQ-UHFFFAOYSA-N
C(=CC1OC2COC(n3cnc4cncnc43)C2O1)c1ccccc1	348	CHEMBL1162175	25 2 3 5 0 6 3 0 9 0 0 3 6 7 0 0 3 4 0 0 0 5 7 0 0 0 5 2 4 8 0 8 QFKWMCXFASDCLT-UHFFFAOYSA-N
c1cc(Cc2ccc(OC3CCOC3)cc2)cc(C2CCCCO2)c1	349	CHEMBL2107830	25 2 4 4 0 6 2 0 3 0 0 3 0 3 0 0 3 0 0 0 0 0 1 0 0 0 1 3 0 3 0 3 ABDCRDSLJBFQRB-UHFFFAOYSA-N
O=C(OCC1CNC2Cc3c[nH]c4cccc(c34)C2C1)c1cccnc1	350	CHEMBL1372950	25 3 4 5 0 6 3 2 4 0 0 1 3 5 0 0 2 3 0 0 0 0 0 0 1 0 5 2 5 9 1 9 ITUUOUIDMPHRTC-UHFFFAOYSA-N
O=P1(COCCn2cnc3cncnc32)OCCC(c2ccccc2)O1	351	CHEMBL2107363	25 4 5 4 0 6 3 0 15 6 0 3 6 9 1 0 4 4 0 2 1 4 4 1 2 0 3 1 1 2 1 2 APZDFZJRYWZBAU-UHFFFAOYSA-N
O=C(NC1C(=O)N2C=CCSC12)/C(=N/OCc1ccccc1)c1cscn1	352	CHEMBL2304034	25 6 8 4 0 6 2 1 9 0 2 1 6 9 0 2 3 4 3 1 0 2 4 0 4 1 2 0 1 1 3 1 WWLPKQVHXMVDJX-KGENOOAVSA-N
N=C(C(=O)NC1C(=O)N2C=C(C=CSc3n[nH]c(=O)c(=O)[nH]3)CSC12)c1cscn1	353	CHEMBL2106102	25 6 8 4 0 6 2 1 11 0 3 0 8 14 0 3 4 7 0 1 0 5 5 0 4 2 2 0 1 1 5 1 JYJFPRINOOFEFI-UHFFFAOYSA-N
O=C1CCCCCCC2OC2CC(c2ccc3scnc3c2)OC(=O)CCC1	354	CHEMBL2304041	26 0 0 4 0 16 2 0 4 0 1 2 1 6 0 1 4 1 0 0 0 1 1 0 1 0 3 3 0 5 2 5 OOQUDSXYQNYHLZ-UHFFFAOYSA-N
C1CCC(C2CCC(C3CCC(C4CC[C@]5(CCCCO5)O4)O3)O2)OC1	355	CHEMBL2110869	26 0 0 5 1 6 0 0 5 0 0 5 0 5 0 0 5 0 0 0 0 1 3 0 0 0 3 3 0 8 0 8 DBKOXXGGNXMPEV-QAQLXXJBSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC(C3CCCCC3)OC12	356	CHEMBL2040682	26 0 0 6 0 6 0 2 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 2 7 3 5 13 1 13 LZGWHBCGQOBBKK-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C3CC3OC(c5ccccc5)OC34)C2CC1	357	CHEMBL2105993	26 0 0 6 0 6 1 1 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 1 7 3 5 13 1 13 MISWNGMEUNUVKY-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC(c3ccccc3)OC12	358	CHEMBL1610591	26 0 0 6 0 6 1 2 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 2 7 3 5 13 1 13 SDZVUJZNOGVRPD-UHFFFAOYSA-N
O=C1C=C2CCC3C(=C2CC1)C(c1ccc2c(c1)OCO2)CC1CCCC13	359	CHEMBL3545391	26 0 0 6 0 6 1 3 2 0 0 2 0 3 0 0 3 0 0 0 0 1 1 0 0 2 4 2 1 7 1 7 NHTUDDLZDTYHOW-UHFFFAOYSA-N
C1=C2CCCCC2C2CCC3C(n4cnc5ccccc54)=CCC3C2C1	360	CHEMBL2105738	26 0 0 6 0 6 2 2 4 0 0 0 4 2 0 0 0 2 0 0 0 1 1 0 1 0 6 0 4 6 0 6 NPUMXZLPSZGNTR-UHFFFAOYSA-N
C1=C2CCC3C4CCCC4CCC3C2Cc2cnn(-c3ccccc3)c21	361	CHEMBL2106806	26 0 0 6 0 6 2 2 4 0 0 0 4 2 0 0 0 2 0 1 0 0 0 0 0 0 7 1 5 7 0 7 JHDBTEOVGVPBKZ-UHFFFAOYSA-N
C1=CC2C3CCCC3CCC2C2Cc3cnn(-c4ccccc4)c3C=C12	362	CHEMBL2105842	26 0 0 6 0 6 2 3 4 0 0 0 4 2 0 0 0 2 0 1 0 0 0 0 0 1 7 1 5 7 0 7 ALXOTEQQXUGDLN-UHFFFAOYSA-N
C1=C2CC3C4CCCCC4CCC3C2CC[C@]2(C1)CC1NCCCC1O2	363	CHEMBL3301619	26 0 0 6 1 7 0 1 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 5 2 3 7 0 7 LYTRMLIZOGOLNE-KADKQRMESA-N
C1CCN2CC3C(CCC4C3C[C@]35OC6CCCC3C6CCC45)CC2C1	364	CHEMBL2105769	26 0 0 7 1 6 0 0 4 0 0 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 9 4 7 20 0 20 QCKGJVGZOGTOEJ-XHRXQKPNSA-N
O=C1NC(=O)C2C1C1C=C[C@]23CCC2C(C(=O)N4CCOCC4)CCCC2C3C1	365	CHEMBL2103962	26 1 2 7 1 6 0 2 5 0 0 1 4 6 0 0 4 2 0 0 0 0 2 0 3 0 7 1 6 10 3 10 RGYFXPOAWMFYTI-OYTAWEHCSA-N
O=C(OC1CCC2C3Cc4cccc5c4[C@@]2(CCN3)C1O5)c1cccnc1	366	CHEMBL2104623	26 2 3 6 1 6 2 2 4 0 0 2 2 5 0 0 3 2 0 0 0 0 1 0 1 0 7 2 8 15 1 15 QWPBFJAFQPCIOS-WAZPUZNWSA-N
C1=CC2C3Cc4ccc(OCc5ccccc5)c5c4[C@@]2(CCN3)C(C1)O5	367	CHEMBL2104430	26 2 3 6 1 6 2 3 3 0 0 2 1 3 0 0 2 1 0 0 0 0 1 0 0 0 7 2 8 15 0 15 HTTPFHNIESFRBI-YWFNMGHXSA-N
O=C(OC1=CCC2C3Cc4cccc5c4[C@@]2(CCN3)C1O5)c1ccccc1	368	CHEMBL3137321	26 2 3 6 1 6 2 3 3 0 0 2 1 4 0 0 3 1 0 0 0 0 1 0 2 0 6 2 7 10 1 10 KCWOLWXKXLGKJS-WPSMFGTASA-N
O=C(OC1C=CC2C3Cc4cccc5c4[C@@]2(CCN3)C1O5)c1cccnc1	369	CHEMBL2105136	26 2 3 6 1 6 2 3 4 0 0 2 2 5 0 0 3 2 0 0 0 0 1 0 1 0 7 2 8 14 1 14 IVNAMMWNOMOEPL-WAZPUZNWSA-N
O=C1C=C2CCC3C(CCC4C(OC(=O)Cc5ccccc5)CCC43)C2CC1	370	CHEMBL1697796	26 3 4 5 0 6 1 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 5 0 4 5 2 5 MDWZXOIMOSUVIF-UHFFFAOYSA-N
O=C1C=CC2C(CCC3C2CCC2C(C(=O)NCc4ccccc4)CCC23)N1	371	CHEMBL2104358	26 3 4 5 0 6 1 1 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 2 1 6 0 5 7 2 7 BNDKBDFMWNQNAS-UHFFFAOYSA-N
O=C(CN1CCCC1)Nc1ccc2c(c1)C(=O)C1=CC3C(=O)C=CCC3CC1C2	372	CHEMBL2219414	26 3 4 5 0 6 1 3 4 0 0 0 4 5 0 0 3 2 0 0 0 0 1 0 1 2 2 3 0 5 3 5 VDANNCDWHANIGG-UHFFFAOYSA-N
O=C(NCN1CCCC1)C1=CCC2CC3Cc4ccccc4C(=O)C3=CC2C1=O	373	CHEMBL2105868	26 3 4 5 0 6 1 3 4 0 0 0 4 5 0 0 3 2 0 0 0 1 0 0 1 3 2 2 0 3 3 3 LLFRLVQBIWQFEK-UHFFFAOYSA-N
c1ccc(OCCC2CCC3C2CCC2c4ccccc4CCC23)cc1	374	CHEMBL3545210	26 3 4 5 0 6 2 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 6 0 5 7 0 7 IDDMXZGGITXUNT-UHFFFAOYSA-N
O=C(OCC1CNC2Cc3c[nH]c4cccc(c34)C2C1)N1CCCCCC1	375	CHEMBL2106110	26 3 4 5 0 7 2 2 6 0 0 1 5 5 0 0 2 3 0 0 0 1 0 0 2 0 5 2 5 9 1 9 FGSVPNVKHNBVSO-UHFFFAOYSA-N
C1CCC(OC2COC(OC3CCCCC3OC3CCCCO3)C2)OC1	376	CHEMBL184618	26 3 6 4 0 6 0 0 6 0 0 6 0 6 0 0 6 0 0 0 0 3 2 0 0 0 1 4 0 3 0 3 YUBLUHFPCGJZSV-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C(OC(=O)CCC5CCCC5)CCC43)C2CC1	377	CHEMBL2105318	26 4 5 5 0 6 0 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 5 0 4 5 2 5 AXKWUENOMODPDF-UHFFFAOYSA-N
O=C(CCC1CCCC1)OC1CCC2C1CCC1c3ccccc3CCC12	378	CHEMBL1200973	26 4 5 5 0 6 1 1 1 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 1 0 6 0 5 7 1 7 PTHPGTGNQPJZHT-UHFFFAOYSA-N
c1cc(Cc2ccc(OCCOC3CC3)cc2)cc(C2CCCCO2)c1	379	CHEMBL1808388	26 5 7 4 0 6 2 0 3 0 0 3 0 3 0 0 3 0 0 0 0 0 1 0 0 0 1 2 0 3 0 3 FKQHXOMIXLKLTC-UHFFFAOYSA-N
O=C(CNC(=O)N1CCNC(=O)C1=O)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12	380	CHEMBL1908372	26 7 9 4 0 6 1 1 15 0 2 0 13 16 0 2 5 9 0 3 2 5 6 0 7 1 2 0 1 1 5 1 QZGUGVOJYROMAW-UHFFFAOYSA-N
O=C(COc1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1	381	CHEMBL2104995	26 7 9 4 0 6 2 0 7 0 1 1 5 8 0 1 4 3 3 0 0 1 6 0 3 0 3 0 1 2 3 2 ODBUCTGOERVMJA-UHFFFAOYSA-N
O=C(/C=C/C=C/C=C/C=C/C1=CCCCC1)Oc1ccc2c(c1)CCCO2	382	CHEMBL2218871	26 10 11 3 0 6 1 2 2 0 0 2 0 3 0 0 3 0 0 0 0 0 0 0 1 5 1 1 0 2 1 2 UTAWPKUQFAUXKD-TUJYUDSFSA-N
c1ccc2[nH]cc3ccc(cc4ccc(cc5ccc(c[nH]c2c1)[nH]5)[nH]4)[nH]3	383	CHEMBL2104414	27 0 0 5 0 17 5 0 5 0 0 0 5 5 0 0 0 5 0 0 0 0 3 0 0 0 1 5 0 5 0 5 KALDUWOBNBLFFI-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C(OC(=O)C56C=CC(CC5)CC6)CCC43)C2CC1	384	CHEMBL2104906	27 2 3 7 0 6 0 3 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 5 0 4 8 2 8 YQLCBTPZGJGDFK-UHFFFAOYSA-N
O=C(OC1C2CCC3C4CC5C6CCC[C@]5(C(C2)C31)C4NC6)c1ccccc1	385	CHEMBL2103747	27 2 3 7 1 6 1 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 10 2 12 24 1 24 KHLZMDVYMPTOTO-KOXOYYHNSA-N
O=C(NCN1CCCCC1)C1=CCC2CC3Cc4ccccc4C(=O)C3=CC2C1=O	386	CHEMBL2103905	27 3 4 5 0 6 1 3 4 0 0 0 4 5 0 0 3 2 0 0 0 1 0 0 1 3 2 2 0 3 3 3 ZXVWUOSEIYUAJD-UHFFFAOYSA-N
O=C(NCN1CCNCC1)C1=CCC2CC3Cc4ccccc4C(=O)C3=CC2C1=O	387	CHEMBL3833378	27 3 4 5 0 6 1 3 5 0 0 0 5 6 0 0 3 3 0 0 0 1 2 0 1 3 2 2 0 3 3 3 SHEMSFQDBRHSIU-UHFFFAOYSA-N
C1=CC2C3Cc4ccc(OCCN5CCOCC5)c5c4[C@@]2(CCN3)C(C1)O5	388	CHEMBL2105224	27 3 4 6 1 6 1 3 7 0 0 3 4 5 0 0 3 2 0 0 0 0 4 0 0 0 7 2 8 14 0 14 FIXLZSSVDDQYPE-PERBJZMNSA-N
C1CCC(OC2CCC(OC3CCC(OC4CCCOC4)OC3)OC2)OC1	389	CHEMBL3707283	27 3 6 4 0 6 0 0 7 0 0 7 0 7 0 0 7 0 0 0 0 3 3 0 0 0 0 3 0 4 0 4 PYCNTLRWSYFZBG-UHFFFAOYSA-N
C1=CC(NC2CCC(OC3CCC(OC4CCCOC4)OC3)OC2)CCC1	390	CHEMBL1566	27 3 6 4 0 6 0 1 6 0 0 5 1 6 0 0 5 1 0 0 0 2 3 0 0 0 0 3 0 4 0 4 IYTOGQIZLNGQFO-UHFFFAOYSA-N
O=C1C=C2CCC3C(CCC4C(OC(=O)CCc5ccccc5)CCC43)C2CC1	391	CHEMBL1200412	27 4 5 5 0 6 1 1 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 1 1 5 0 4 5 2 5 URTUGRUMQPRJGH-UHFFFAOYSA-N
O=C(COc1ccccc1)OC1CCC2C(=CCC3C4CCCC4CCC23)C1	392	CHEMBL2105767	27 4 5 5 0 6 1 1 2 0 0 2 0 3 0 0 3 0 0 0 0 0 1 0 1 0 4 0 3 5 1 5 YTXVIMSIEDONNH-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)COCc3ccccc3)CCC21	393	CHEMBL2106699	27 4 5 5 0 6 1 2 1 0 0 1 0 3 0 0 3 0 0 0 0 0 0 0 0 2 5 0 4 5 2 5 NZIHQZYTXNTECR-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)COC(=O)c3ccccc3)CCC21	394	CHEMBL2111103	27 4 5 5 0 6 1 2 1 0 0 1 0 4 0 0 4 0 0 0 0 0 0 0 1 2 5 0 4 5 3 5 PNKNWCBGJDMTAF-UHFFFAOYSA-N
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCO[C@]12C(=O)COC(=O)C1CC1	395	CHEMBL2105934	27 4 5 6 0 6 0 2 3 0 0 3 0 6 0 0 6 0 0 0 0 1 1 0 1 2 6 1 5 8 3 8 JBPVWEOAXCACQX-ASEOSIKCSA-N
N=C(C(=O)NC1C(=O)N2C=C(C=C3CCN(C4CCNC4)C3=O)CSC12)c1ncsn1	396	CHEMBL520642	27 4 6 5 0 6 1 1 12 0 2 0 10 12 0 2 3 7 0 1 0 3 4 0 4 3 3 0 1 1 5 1 OQCGFIIKSAWJNF-UHFFFAOYSA-N
O=C(NCC1CNC2Cc3c[nH]c4cccc(c34)C2C1)OCc1ccccc1	397	CHEMBL19215	27 5 6 5 0 6 3 2 4 0 0 1 3 5 0 0 2 3 0 0 0 1 0 0 2 0 5 2 5 9 1 9 MANMACDKCIDQAF-UHFFFAOYSA-N
O=C(NC1C(=O)N2CCSC12)C(C(=O)Oc1ccc2c(c1)CCC2)c1ccccc1	398	CHEMBL1596	27 5 7 5 0 6 2 1 6 0 1 1 4 7 0 1 4 2 3 0 0 1 4 0 3 0 4 1 1 5 3 5 LEFMYXQOVAISAC-UHFFFAOYSA-N
O=C(Cc1ccccc1)NC1C(=O)N2C(C(=O)OC3OC(=O)c4ccccc43)CSC12	399	CHEMBL1619785	27 5 7 5 0 6 2 1 7 0 1 2 4 9 0 1 6 2 0 0 0 2 5 0 4 0 5 0 3 6 4 6 QAKUVMHRGGZIFS-UHFFFAOYSA-N
C=C1CCCCC1=CC=C1CCCC2C(CCCC(=O)N3CCCCC3)CCC12	400	CHEMBL2107742	27 6 8 4 0 6 0 0 3 0 0 0 3 2 0 0 1 1 0 0 0 0 0 0 1 2 2 0 1 1 4 1 BMPNQBCQPGZMDQ-UHFFFAOYSA-N
C=C1CCCCC1=CC=C1CCCC2C(CCOCc3ccccc3)CCC12	401	CHEMBL2107730	27 6 8 4 0 6 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 2 2 0 1 1 3 1 GLHKHCWIUQZXNS-UHFFFAOYSA-N
N=C(NCC(=O)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1)c1ccncc1	402	CHEMBL2106916	27 8 10 4 0 6 2 0 8 0 1 0 7 10 0 1 3 6 3 0 0 1 6 0 4 0 3 0 1 2 4 2 QOZJOMXSVLOUCG-UHFFFAOYSA-N
C1=CCC2C(=C1)c1cc3nc(cc4ccc(cc5nc(cc2[nH]1)C=C5)[nH]4)C=C3	403	CHEMBL2107756	28 0 0 6 0 16 4 4 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 1 1 8 0 4 0 4 IMPZWWZNYBAWLH-UHFFFAOYSA-N
C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3	404	CHEMBL2218885	28 0 0 6 0 16 4 4 4 0 0 0 4 4 0 0 0 4 0 0 0 0 0 0 0 1 1 8 0 5 0 5 VIYKYFKRUWBMPQ-UHFFFAOYSA-N
O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CC(N2CC2)CCO1	405	CHEMBL2103926	28 1 2 6 0 6 3 1 5 0 0 2 3 5 0 0 4 1 0 0 0 1 0 0 0 0 5 4 1 11 2 11 LKNBLPNOIWVGTN-UHFFFAOYSA-N
O=C1OC2CC=C3CC(=O)C4CCC5OCC5C4C(OC(=O)c4ccccc4)[C@]2(C3)O1	406	CHEMBL382300	28 2 3 6 1 8 1 1 4 0 0 4 0 7 0 0 7 0 0 0 0 1 2 0 3 0 6 0 6 8 3 8 TWSSANCOVFRVDD-OHMJEOPNSA-N
N=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1	407	CHEMBL1214185	28 2 4 3 0 14 0 0 5 0 0 5 0 7 0 0 6 1 0 0 0 2 0 0 1 0 0 3 0 0 2 0 DQDRRVMCDPAHDK-UHFFFAOYSA-N
