knn_query_id	knn_target_id	knn_sim	knn_rank	knn_color	knn_fp_type	knn_fp_radius	fplength	ID_x	knn_query_structure	ID_y	knn_target_structure
DB06219	DB04931	0.1440443213296399	5	1068	Morgan	3	2048	DB06219	CNC1C(=O)N[C@@H]2CC3=CC=C(OC4=C(OC5OC(C(O)C(O)C5NC(=O)CCCCCCCCC(C)C)C(O)=O)C6=CC(=C4)[C@@H](NC(=O)[C@@H](NC2=O)C7=CC(=CC(=C7Cl)O)OC8=CC1=CC=C8O)C(=O)N[C@H]9C(=O)N[C@@H](C(O)C%10=CC(=C(O6)C=C%10)Cl)C(=O)NC(C(=O)NCCCN(C)C)C%11=CC(=CC(=C%11C%12=C(O)C=CC9=C%12)OC%13OC(CO)C(O)C(O)C%13O)O)C=C3	DB04931	CCCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(N)=O
DB06825	DB04931	0.4721030042918455	4	1155	Morgan	3	2048	DB06825	CC(C)CC(NC(=O)C(CC1=C[NH]C2=CC=CC=C12)NC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(CO)NC(=O)C(CC4=C[NH]C5=CC=CC=C45)NC(=O)C(CC6=C[NH]C=N6)NC(=O)C7CCC(=O)N7)C(=O)NC(CCCNC(N)=N)C(=O)N8CCCC8C(=O)NCC(N)=O	DB04931	CCCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(N)=O
DB08869	DB04931	0.34615384615384615	4	1190	Morgan	3	2048	DB08869	CCC=CCC(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(C)C(=O)NC(CC(O)=O)C(=O)NC(C)C(=O)NC(C(C)CC)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CC3=CC=C(O)C=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(O)=O)C(=O)NC(C(C)CC)C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=N)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(N)=N)C(=O)NC(C)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC(C)C)C(N)=O	DB04931	CCCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(N)=O
DB09067	DB04931	0.44285714285714284	3	1280	Morgan	3	2048	DB09067	CCC(C)C(NC(=O)C(CC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCNC(N)=N)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CN=C[NH]1)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(CCC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCCNC(N)=N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN=C[NH]2)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C4CCCN4C(=O)C5CCCN5C(=O)C(CCC(O)=O)NC(=O)C(CCC(N)=O)NC(=O)C(N)CO)C(C)CC)C(C)O)C(C)C)C(C)O)C(=O)NC(C)C(N)=O	DB04931	CCCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(N)=O
DB09142	DB04931	0.33766233766233766	4	1314	Morgan	3	2048	DB09142	CSCCC(NC(=O)C(CC1=CC=C(O[S](O)(=O)=O)C=C1)NC(=O)C(N)CC(O)=O)C(=O)NCC(=O)NC(CC2=C[NH]C3=C2C=CC=C3)C(=O)NC(CCSC)C(=O)NC(CC(O)=O)C(=O)NC(CC4=CC=CC=C4)C(N)=O	DB04931	CCCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(N)=O
DB09532	DB04931	0.23826714801444043	2	1387	Morgan	3	2048	DB09532	CC(C)CC(N=C(O)CN=C(O)C(CCC(O)=N)N=C(O)C(CC(C)C)N=C(O)C(CC(C)C)N=C(O)C(CCCNC(N)=N)N=C(O)C(CCC(O)=N)N=C(O)C(CC(C)C)N=C(O)C(CCCNC(N)=N)N=C(O)C(C)N=C(O)CN=C(O)C(CCC(O)=O)N=C(O)C(CCCNC(N)=N)N=C(O)C(CC(C)C)N=C(O)C(CCCNC(N)=N)N=C(O)C(CO)N=C(O)C(CC(C)C)N=C(O)C(CCC(O)=O)N=C(O)C(CO)N=C(O)C(N=C(O)C(CC1=CC=CC=C1)N=C(O)C(N=C(O)CN=C(O)C(CC(O)=O)N=C(O)C(CO)N=C(O)C(N)CC2=CN=C[NH]2)C(C)O)C(C)O)C(O)=NC(C(C)C)C(O)=N	DB04931	CCCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(N)=O
DB00006	DB01284	0.4052044609665427	2	1	Morgan	3	2048	DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	DB01284	CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCNC(N)=N)C(=O)N7CCCC7C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC8=CC=C(O)C=C8)C(=O)N9CCCC9C(O)=O
DB00014	DB01284	0.4222222222222222	5	2	Morgan	3	2048	DB00014	CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C(CC4=CN=C[NH]4)NC(=O)C5CCC(=O)N5)C(=O)NC(CCCN=C(N)N)C(=O)N6CCCC6C(=O)NNC(N)=O	DB01284	CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCNC(N)=N)C(=O)N7CCCC7C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC8=CC=C(O)C=C8)C(=O)N9CCCC9C(O)=O
DB00183	DB01284	0.3168724279835391	3	38	Morgan	3	2048	DB00183	CSCCC(NC(=O)C(CC1=C[NH]C2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(O)=O)C(=O)NC(CC3=CC=CC=C3)C(N)=O	DB01284	CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCNC(N)=N)C(=O)N7CCCC7C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC8=CC=C(O)C=C8)C(=O)N9CCCC9C(O)=O
DB00403	DB01284	0.3619402985074627	3	206	Morgan	3	2048	DB00403	CSCCC(NC(=O)C(CC1=C[NH]C2=C1C=CC=C2)NC(=O)CNC(=O)[C@@H](NC(=O)C(CC3=CC=C(O[S](O)(=O)=O)C=C3)NC(=O)C(CC(O)=O)NC(=O)C(CCC(N)=O)NC(=O)C4CCC(=O)N4)C(C)O)C(=O)NC(CC(O)=O)C(=O)NC(CC5=CC=CC=C5)C(N)=O	DB01284	CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCNC(N)=N)C(=O)N7CCCC7C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC8=CC=C(O)C=C8)C(=O)N9CCCC9C(O)=O
DB00644	DB01284	0.47674418604651164	5	379	Morgan	3	2048	DB00644	CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C(CC4=CN=C[NH]4)NC(=O)C5CCC(=O)N5)C(=O)NC(CCCN=C(N)N)C(=O)N6CCCC6C(=O)NCC(N)=O	DB01284	CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCNC(N)=N)C(=O)N7CCCC7C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC8=CC=C(O)C=C8)C(=O)N9CCCC9C(O)=O
DB04931	DB01284	0.7324561403508771	1	1022	Morgan	3	2048	DB04931	CCCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(N)=O	DB01284	CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCNC(N)=N)C(=O)N7CCCC7C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC8=CC=C(O)C=C8)C(=O)N9CCCC9C(O)=O
DB06825	DB01284	0.4453125	5	1155	Morgan	3	2048	DB06825	CC(C)CC(NC(=O)C(CC1=C[NH]C2=CC=CC=C12)NC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(CO)NC(=O)C(CC4=C[NH]C5=CC=CC=C45)NC(=O)C(CC6=C[NH]C=N6)NC(=O)C7CCC(=O)N7)C(=O)NC(CCCNC(N)=N)C(=O)N8CCCC8C(=O)NCC(N)=O	DB01284	CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(O)=O)C(=O)NC(CC2=CN=C[NH]2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC4=C[NH]C5=C4C=CC=C5)C(=O)NCC(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCNC(N)=N)C(=O)N7CCCC7C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC8=CC=C(O)C=C8)C(=O)N9CCCC9C(O)=O
