knn_query_id	knn_target_id	knn_sim	knn_rank	knn_color	knn_fp_type	knn_fp_radius	fplength	ID_x	knn_query_structure	ID_y	knn_target_structure
DB00190	DB01235	0.37735849056603776	2	44	Morgan	3	2048	DB00190	C[C@@](CC1=CC(=C(O)C=C1)O)(NN)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB00279	DB01235	0.39344262295081966	3	115	Morgan	3	2048	DB00279	NC(CC1=CC(=C(OC2=CC(=C(O)C=C2)I)C(=C1)I)I)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB00451	DB01235	0.3559322033898305	3	238	Morgan	3	2048	DB00451	NC(CC1=CC(=C(OC2=CC(=C(O)C(=C2)I)I)C(=C1)I)I)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB00509	DB01235	0.3559322033898305	3	282	Morgan	3	2048	DB00509	NC(CC1=CC(=C(OC2=CC(=C(O)C(=C2)I)I)C(=C1)I)I)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB00968	DB01235	0.4	3	619	Morgan	3	2048	DB00968	C[C@](N)(CC1=CC=C(O)C(=C1)O)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB00988	DB01235	0.38636363636363635	2	631	Morgan	3	2048	DB00988	NCCC1=CC(=C(O)C=C1)O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB01042	DB01235	0.37037037037037035	4	668	Morgan	3	2048	DB01042	NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB01597	DB01235	0.15	1	940	Morgan	3	2048	DB01597	CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(O)=O)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB02959	DB01235	0.2903225806451613	4	981	Morgan	3	2048	DB02959	NC(CC1=C[NH]C2=C1C=C(O)C=C2)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB06262	DB01235	0.36	4	1072	Morgan	3	2048	DB06262	NC(C(O)C1=CC(=C(O)C=C1)O)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB08946	DB01235	0.20967741935483872	5	1224	Morgan	3	2048	DB08946	CCC(CC1=C(I)C(=C(I)C=C1I)N)C(O)=O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB11268	DB01235	0.28888888888888886	1	1415	Morgan	3	2048	DB11268	OC1=CC=C(C=O)C=C1O	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB12095	DB01235	0.20588235294117646	4	1452	Morgan	3	2048	DB12095	CC1=N[N](C=C1)C2=C(C=CC(=C2)Cl)C(OC3=CC(=NC(=N3)N)C4=CC=C(CC(N)C(O)=O)C=C4)C(F)(F)F	DB01235	NC(CC1=CC(=C(O)C=C1)O)C(O)=O
DB00117	DB00150	0.288135593220339	5	9	Morgan	3	2048	DB00117	NC(CC1=CN=C[NH]1)C(O)=O	DB00150	NC(CC1=C[NH]C2=C1C=CC=C2)C(O)=O
DB00183	DB00150	0.288135593220339	5	38	Morgan	3	2048	DB00183	CSCCC(NC(=O)C(CC1=C[NH]C2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(O)=O)C(=O)NC(CC3=CC=CC=C3)C(N)=O	DB00150	NC(CC1=C[NH]C2=C1C=CC=C2)C(O)=O
DB00757	DB00150	0.25301204819277107	2	459	Morgan	3	2048	DB00757	O=C1CN2[C@@H]3CC(C[C@H]2CC1C3)OC(=O)C4=C[NH]C5=C4C=CC=C5	DB00150	NC(CC1=C[NH]C2=C1C=CC=C2)C(O)=O
DB00909	DB00150	0.19117647058823528	1	572	Morgan	3	2048	DB00909	N[S](=O)(=O)CC1=NOC2=C1C=CC=C2	DB00150	NC(CC1=C[NH]C2=C1C=CC=C2)C(O)=O
DB02959	DB00150	0.5344827586206896	1	981	Morgan	3	2048	DB02959	NC(CC1=C[NH]C2=C1C=C(O)C=C2)C(O)=O	DB00150	NC(CC1=C[NH]C2=C1C=CC=C2)C(O)=O
DB06603	DB00150	0.15789473684210525	5	1094	Morgan	3	2048	DB06603	CC1=C(CCNCC2=CC=C(\C=C\C(O)=N\O)C=C2)C3=CC=CC=C3[NH]1	DB00150	NC(CC1=C[NH]C2=C1C=CC=C2)C(O)=O
DB09272	DB00150	0.1810344827586207	2	1348	Morgan	3	2048	DB09272	COC1=CC=C(CN(C(C)C2=NC(=C[NH]2)C3=CC=CC=C3)C(=O)C(N)CC4=C(C)C=C(C=C4C)C(N)=O)C=C1C(O)=O	DB00150	NC(CC1=C[NH]C2=C1C=CC=C2)C(O)=O
DB11699	DB00150	0.2857142857142857	5	1442	Morgan	3	2048	DB11699	CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)C3=C[NH]C4=CC=CC=C34	DB00150	NC(CC1=C[NH]C2=C1C=CC=C2)C(O)=O
DB00118	DB00640	0.575	1	10	Morgan	3	2048	DB00118	C[SH](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N]2C=NC3=C(N)N=CN=C23	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00131	DB00640	0.6764705882352942	1	14	Morgan	3	2048	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00173	DB00640	0.15492957746478872	3	29	Morgan	3	2048	DB00173	NC1=NC=NC2=C1[NH]C=N2	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00194	DB00640	1.0	1	48	Morgan	3	2048	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00300	DB00640	0.24	5	132	Morgan	3	2048	DB00300	CC(C)OC(=O)OCO[P](=O)(CO[C@H](C)C[N]1C=NC2=C(N)N=CN=C12)OCOC(=O)OC(C)C	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00552	DB00640	0.1956521739130435	4	305	Morgan	3	2048	DB00552	OCC1OC(CC1O)[N]2C=NC3=C2N=CNCC3O	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00631	DB00640	0.4342105263157895	3	368	Morgan	3	2048	DB00631	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)[C@@H]3F)Cl	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00718	DB00640	0.24489795918367346	5	432	Morgan	3	2048	DB00718	CC(C)(C)C(=O)OCO[P](=O)(COCC[N]1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00811	DB00640	0.3287671232876712	2	498	Morgan	3	2048	DB00811	NC(=O)C1=N[N](C=N1)C2OC(CO)C(O)C2O	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB01048	DB00640	0.18947368421052632	5	673	Morgan	3	2048	DB01048	NC1=NC2=C(N=C[N]2C3CC(CO)C=C3)C(=N1)NC4CC4	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB01073	DB00640	0.5735294117647058	2	690	Morgan	3	2048	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB01280	DB00640	0.4864864864864865	2	842	Morgan	3	2048	DB01280	COC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)N	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB06213	DB00640	0.43820224719101125	4	1065	Morgan	3	2048	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00118	DB00194	0.575	2	10	Morgan	3	2048	DB00118	C[SH](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N]2C=NC3=C(N)N=CN=C23	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00131	DB00194	0.6764705882352942	2	14	Morgan	3	2048	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00173	DB00194	0.15492957746478872	2	29	Morgan	3	2048	DB00173	NC1=NC=NC2=C1[NH]C=N2	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00242	DB00194	0.32926829268292684	5	84	Morgan	3	2048	DB00242	NC1=NC(=NC2=C1N=C[N]2C3CC(O)C(CO)O3)Cl	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00300	DB00194	0.24	4	132	Morgan	3	2048	DB00300	CC(C)OC(=O)OCO[P](=O)(CO[C@H](C)C[N]1C=NC2=C(N)N=CN=C12)OCOC(=O)OC(C)C	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00552	DB00194	0.1956521739130435	5	305	Morgan	3	2048	DB00552	OCC1OC(CC1O)[N]2C=NC3=C2N=CNCC3O	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00631	DB00194	0.4342105263157895	4	368	Morgan	3	2048	DB00631	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)[C@@H]3F)Cl	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00640	DB00194	1.0	1	376	Morgan	3	2048	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00718	DB00194	0.24489795918367346	4	432	Morgan	3	2048	DB00718	CC(C)(C)C(=O)OCO[P](=O)(COCC[N]1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00811	DB00194	0.3287671232876712	1	498	Morgan	3	2048	DB00811	NC(=O)C1=N[N](C=N1)C2OC(CO)C(O)C2O	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB01073	DB00194	0.5735294117647058	1	690	Morgan	3	2048	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB01280	DB00194	0.4864864864864865	3	842	Morgan	3	2048	DB01280	COC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)N	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB06213	DB00194	0.43820224719101125	3	1065	Morgan	3	2048	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB06441	DB00194	0.2204724409448819	5	1089	Morgan	3	2048	DB06441	CSCCNC1=C2N=C[N](C3OC(CO[P](O)(=O)O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O)C(O)C3O)C2=NC(=N1)SCCC(F)(F)F	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
DB00118	DB00131	0.5280898876404494	3	10	Morgan	3	2048	DB00118	C[SH](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N]2C=NC3=C(N)N=CN=C23	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O
DB00194	DB00131	0.6764705882352942	2	48	Morgan	3	2048	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O
DB00300	DB00131	0.2641509433962264	3	132	Morgan	3	2048	DB00300	CC(C)OC(=O)OCO[P](=O)(CO[C@H](C)C[N]1C=NC2=C(N)N=CN=C12)OCOC(=O)OC(C)C	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O
DB00640	DB00131	0.6764705882352942	2	376	Morgan	3	2048	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O
DB00718	DB00131	0.2692307692307692	3	432	Morgan	3	2048	DB00718	CC(C)(C)C(=O)OCO[P](=O)(COCC[N]1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O
DB06441	DB00131	0.32	1	1089	Morgan	3	2048	DB06441	CSCCNC1=C2N=C[N](C3OC(CO[P](O)(=O)O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O)C(O)C3O)C2=NC(=N1)SCCC(F)(F)F	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O
DB09299	DB00131	0.2288135593220339	3	1362	Morgan	3	2048	DB09299	CC(C)OC(=O)C(C)N[P@](=O)(COC(C)C[N]1C=NC2=C1N=CN=C2N)OC3=CC=CC=C3	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O
DB00118	DB01073	0.34375	4	10	Morgan	3	2048	DB00118	C[SH](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N]2C=NC3=C(N)N=CN=C23	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB00131	DB01073	0.39285714285714285	4	14	Morgan	3	2048	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB00194	DB01073	0.5735294117647058	4	48	Morgan	3	2048	DB00194	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB00242	DB01073	0.38271604938271603	2	84	Morgan	3	2048	DB00242	NC1=NC(=NC2=C1N=C[N]2C3CC(O)C(CO)O3)Cl	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB00631	DB01073	0.5135135135135135	2	368	Morgan	3	2048	DB00631	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)[C@@H]3F)Cl	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB00640	DB01073	0.5735294117647058	4	376	Morgan	3	2048	DB00640	NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB00811	DB01073	0.3157894736842105	3	498	Morgan	3	2048	DB00811	NC(=O)C1=N[N](C=N1)C2OC(CO)C(O)C2O	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB01048	DB01073	0.20833333333333334	3	673	Morgan	3	2048	DB01048	NC1=NC2=C(N=C[N]2C3CC(CO)C=C3)C(=N1)NC4CC4	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB01280	DB01073	0.527027027027027	1	842	Morgan	3	2048	DB01280	COC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)N	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB06213	DB01073	0.5057471264367817	1	1065	Morgan	3	2048	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB06441	DB01073	0.25396825396825395	4	1089	Morgan	3	2048	DB06441	CSCCNC1=C2N=C[N](C3OC(CO[P](O)(=O)O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O)C(O)C3O)C2=NC(=N1)SCCC(F)(F)F	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB08816	DB01073	0.13740458015267176	4	1177	Morgan	3	2048	DB08816	CCCSC1=NC2=C(N=N[N]2C3CC(OCCO)C(O)C3O)C(=N1)NC4CC4C5=CC(=C(F)C=C5)F	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB08907	DB01073	0.17592592592592593	4	1208	Morgan	3	2048	DB08907	CC1=CC=C(C=C1CC2=CC=C(S2)C3=CC=C(F)C=C3)[C@@H]4OC(CO)C(O)C(O)C4O	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB09353	DB01073	0.03508771929824561	5	1378	Morgan	3	2048	DB09353	S1SSSSSSS1	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
DB00118	DB06213	0.3157894736842105	5	10	Morgan	3	2048	DB00118	C[SH](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N]2C=NC3=C(N)N=CN=C23	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N
DB00131	DB06213	0.35294117647058826	5	14	Morgan	3	2048	DB00131	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N
DB00242	DB06213	0.33	4	84	Morgan	3	2048	DB00242	NC1=NC(=NC2=C1N=C[N]2C3CC(O)C(CO)O3)Cl	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N
DB00631	DB06213	0.4	5	368	Morgan	3	2048	DB00631	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)[C@@H]3F)Cl	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N
DB01073	DB06213	0.5057471264367817	5	690	Morgan	3	2048	DB01073	NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N
DB01280	DB06213	0.44086021505376344	4	842	Morgan	3	2048	DB01280	COC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)N	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N
DB06441	DB06213	0.2695035460992908	2	1089	Morgan	3	2048	DB06441	CSCCNC1=C2N=C[N](C3OC(CO[P](O)(=O)O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O)C(O)C3O)C2=NC(=N1)SCCC(F)(F)F	DB06213	CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N
DB00120	DB00182	0.4857142857142857	2	11	Morgan	3	2048	DB00120	NC(CC1=CC=CC=C1)C(O)=O	DB00182	CC(N)CC1=CC=CC=C1
DB00168	DB00182	0.3333333333333333	3	25	Morgan	3	2048	DB00168	COC(=O)C(CC1=CC=CC=C1)NC(=O)C(N)CC(O)=O	DB00182	CC(N)CC1=CC=CC=C1
DB00191	DB00182	0.37142857142857144	2	45	Morgan	3	2048	DB00191	CC(C)(N)CC1=CC=CC=C1	DB00182	CC(N)CC1=CC=CC=C1
DB00379	DB00182	0.2857142857142857	3	188	Morgan	3	2048	DB00379	CC(N)COC1=C(C)C=CC=C1C	DB00182	CC(N)CC1=CC=CC=C1
DB00731	DB00182	0.2982456140350877	2	440	Morgan	3	2048	DB00731	CC(C)[C@@H]1CC[C@H](CC1)C(O)=N[C@H](CC2=CC=CC=C2)C(O)=O	DB00182	CC(N)CC1=CC=CC=C1
DB00780	DB00182	0.32432432432432434	5	475	Morgan	3	2048	DB00780	NNCCC1=CC=CC=C1	DB00182	CC(N)CC1=CC=CC=C1
DB00865	DB00182	0.4146341463414634	2	538	Morgan	3	2048	DB00865	CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2	DB00182	CC(N)CC1=CC=CC=C1
DB01037	DB00182	0.3953488372093023	3	665	Morgan	3	2048	DB01037	CC(CC1=CC=CC=C1)N(C)CC#C	DB00182	CC(N)CC1=CC=CC=C1
DB01191	DB00182	0.23076923076923078	5	777	Morgan	3	2048	DB01191	CCNC(C)CC1=CC=CC(=C1)C(F)(F)F	DB00182	CC(N)CC1=CC=CC=C1
DB01252	DB00182	0.27586206896551724	3	829	Morgan	3	2048	DB01252	OC(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)CC3=CC=CC=C3	DB00182	CC(N)CC1=CC=CC=C1
DB01255	DB00182	0.3584905660377358	5	832	Morgan	3	2048	DB01255	CC(CC1=CC=CC=C1)NC(=O)C(N)CCCCN	DB00182	CC(N)CC1=CC=CC=C1
DB01365	DB00182	0.3076923076923077	5	880	Morgan	3	2048	DB01365	CNC(C)(C)CC1=CC=CC=C1	DB00182	CC(N)CC1=CC=CC=C1
DB01438	DB00182	0.17307692307692307	2	912	Morgan	3	2048	DB01438	NC1=CC=C(N=NC2=CC=CC=C2)C(=N1)N	DB00182	CC(N)CC1=CC=CC=C1
DB01550	DB00182	0.37777777777777777	4	920	Morgan	3	2048	DB01550	CC(CC1=CC=CC=C1)NCCC#N	DB00182	CC(N)CC1=CC=CC=C1
DB01576	DB00182	1.0	1	926	Morgan	3	2048	DB01576	CC(N)CC1=CC=CC=C1	DB00182	CC(N)CC1=CC=CC=C1
DB01577	DB00182	0.5	3	927	Morgan	3	2048	DB01577	CNC(C)CC1=CC=CC=C1	DB00182	CC(N)CC1=CC=CC=C1
DB06704	DB00182	0.1875	3	1113	Morgan	3	2048	DB06704	NC(N)=NCC1=CC(=CC=C1)I	DB00182	CC(N)CC1=CC=CC=C1
DB06770	DB00182	0.36666666666666664	3	1135	Morgan	3	2048	DB06770	OCC1=CC=CC=C1	DB00182	CC(N)CC1=CC=CC=C1
DB08924	DB00182	0.3953488372093023	2	1215	Morgan	3	2048	DB08924	CC(CC1=CC=CC=C1)N=CC(Cl)(Cl)Cl	DB00182	CC(N)CC1=CC=CC=C1
DB09352	DB00182	0.47058823529411764	3	1377	Morgan	3	2048	DB09352	CC(N)CC1=CC=C(O)C=C1	DB00182	CC(N)CC1=CC=CC=C1
DB09571	DB00182	0.5	3	1391	Morgan	3	2048	DB09571	CNC(C)CC1=CC=CC=C1	DB00182	CC(N)CC1=CC=CC=C1
DB00120	DB01576	0.4857142857142857	3	11	Morgan	3	2048	DB00120	NC(CC1=CC=CC=C1)C(O)=O	DB01576	CC(N)CC1=CC=CC=C1
DB00168	DB01576	0.3333333333333333	4	25	Morgan	3	2048	DB00168	COC(=O)C(CC1=CC=CC=C1)NC(=O)C(N)CC(O)=O	DB01576	CC(N)CC1=CC=CC=C1
DB00182	DB01576	1.0	1	37	Morgan	3	2048	DB00182	CC(N)CC1=CC=CC=C1	DB01576	CC(N)CC1=CC=CC=C1
DB00191	DB01576	0.37142857142857144	3	45	Morgan	3	2048	DB00191	CC(C)(N)CC1=CC=CC=C1	DB01576	CC(N)CC1=CC=CC=C1
DB00379	DB01576	0.2857142857142857	2	188	Morgan	3	2048	DB00379	CC(N)COC1=C(C)C=CC=C1C	DB01576	CC(N)CC1=CC=CC=C1
DB00724	DB01576	0.171875	5	437	Morgan	3	2048	DB00724	CC(C)C[N]1C=NC2=C(N)N=C3C=CC=CC3=C12	DB01576	CC(N)CC1=CC=CC=C1
DB00731	DB01576	0.2982456140350877	3	440	Morgan	3	2048	DB00731	CC(C)[C@@H]1CC[C@H](CC1)C(O)=N[C@H](CC2=CC=CC=C2)C(O)=O	DB01576	CC(N)CC1=CC=CC=C1
DB00865	DB01576	0.4146341463414634	3	538	Morgan	3	2048	DB00865	CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2	DB01576	CC(N)CC1=CC=CC=C1
DB01037	DB01576	0.3953488372093023	4	665	Morgan	3	2048	DB01037	CC(CC1=CC=CC=C1)N(C)CC#C	DB01576	CC(N)CC1=CC=CC=C1
DB01252	DB01576	0.27586206896551724	4	829	Morgan	3	2048	DB01252	OC(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)CC3=CC=CC=C3	DB01576	CC(N)CC1=CC=CC=C1
DB01438	DB01576	0.17307692307692307	3	912	Morgan	3	2048	DB01438	NC1=CC=C(N=NC2=CC=CC=C2)C(=N1)N	DB01576	CC(N)CC1=CC=CC=C1
DB01550	DB01576	0.37777777777777777	3	920	Morgan	3	2048	DB01550	CC(CC1=CC=CC=C1)NCCC#N	DB01576	CC(N)CC1=CC=CC=C1
DB01577	DB01576	0.5	2	927	Morgan	3	2048	DB01577	CNC(C)CC1=CC=CC=C1	DB01576	CC(N)CC1=CC=CC=C1
DB06704	DB01576	0.1875	4	1113	Morgan	3	2048	DB06704	NC(N)=NCC1=CC(=CC=C1)I	DB01576	CC(N)CC1=CC=CC=C1
DB06770	DB01576	0.36666666666666664	4	1135	Morgan	3	2048	DB06770	OCC1=CC=CC=C1	DB01576	CC(N)CC1=CC=CC=C1
DB08924	DB01576	0.3953488372093023	1	1215	Morgan	3	2048	DB08924	CC(CC1=CC=CC=C1)N=CC(Cl)(Cl)Cl	DB01576	CC(N)CC1=CC=CC=C1
DB09352	DB01576	0.47058823529411764	2	1377	Morgan	3	2048	DB09352	CC(N)CC1=CC=C(O)C=C1	DB01576	CC(N)CC1=CC=CC=C1
DB09571	DB01576	0.5	2	1391	Morgan	3	2048	DB09571	CNC(C)CC1=CC=CC=C1	DB01576	CC(N)CC1=CC=CC=C1
DB00120	DB01042	0.44680851063829785	4	11	Morgan	3	2048	DB00120	NC(CC1=CC=CC=C1)C(O)=O	DB01042	NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
DB00135	DB01042	0.48936170212765956	4	15	Morgan	3	2048	DB00135	NC(CC1=CC=C(O)C=C1)C(O)=O	DB01042	NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
DB00291	DB01042	0.48148148148148145	1	125	Morgan	3	2048	DB00291	OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl	DB01042	NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
DB00531	DB01042	0.12307692307692308	4	295	Morgan	3	2048	DB00531	ClCCN(CCCl)[P]1(=O)NCCCO1	DB01042	NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
DB01261	DB01042	0.15053763440860216	4	836	Morgan	3	2048	DB01261	NC(CC(=O)N1CC[N]2C(=NN=C2C(F)(F)F)C1)CC3=C(F)C=C(F)C(=C3)F	DB01042	NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
