ID_x	Structure_x	bms_x	sk_struct_x	idx_x	closest_order_x	bucket_id_x	embedded_hs_coordinates_x	Dim_1_x	Dim_2_x	is_valid_x	key	ID_y	Structure_y	bms_y	sk_struct_y	idx_y	closest_order_y	bucket_id_y	embedded_hs_coordinates_y	Dim_1_y	Dim_2_y	is_valid_y	not_nn_mol_query	not_nn_mol_target	not_nn_fp_query	not_nn_fp_target	sim
DB04837	CN(C)CCC(O)(C1=CC=CC=C1)C2=C(Cl)C=CC=C2	c1ccc(Cc2ccccc2)cc1	13 1 2 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0	997	3124	3683	34;10	34	10	True	1	DB01138	O=C1C(CC[S](=O)C2=CC=CC=C2)C(=O)N(N1C3=CC=CC=C3)C4=CC=CC=C4	O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	26 3 4 4 0 6 3 0 9 0 3 0 6 6 0 1 3 2 0 1 0 0 0 1 2 0 3 0 2 5 3 5	740	42008	49506	227;122	227	122	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edacb0>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e813f0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86d00>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b580>	0.1282051282051282
DB04837	CN(C)CCC(O)(C1=CC=CC=C1)C2=C(Cl)C=CC=C2	c1ccc(Cc2ccccc2)cc1	13 1 2 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0	997	3124	3683	34;10	34	10	True	1	DB00237	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	O=C1CC(=O)NC(=O)N1	6 0 0 1 0 6 0 0 2 0 0 0 2 5 0 0 3 2 0 0 0 1 0 0 4 0 0 0 0 0 3 0	79	165	195	14;6	14	6	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60eda9e0>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81440>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86d50>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b5d0>	0.058823529411764705
DB04837	CN(C)CCC(O)(C1=CC=CC=C1)C2=C(Cl)C=CC=C2	c1ccc(Cc2ccccc2)cc1	13 1 2 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0	997	3124	3683	34;10	34	10	True	1	DB01325	CCC1NC(=O)C2=C(N1)C=C(Cl)C(=C2)[S](N)(=O)=O	O=C1NCNc2ccccc21	10 0 0 2 0 6 1 1 2 0 0 0 2 3 0 0 1 2 0 0 0 1 0 0 1 0 1 0 0 0 1 0	859	952	1123	13;37	13	37	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60eda1c0>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81490>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86da0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b620>	0.08333333333333333
DB04837	CN(C)CCC(O)(C1=CC=CC=C1)C2=C(Cl)C=CC=C2	c1ccc(Cc2ccccc2)cc1	13 1 2 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0	997	3124	3683	34;10	34	10	True	1	DB01124	CCCCNC(=O)N[S](=O)(=O)C1=CC=C(C)C=C1	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	729	135	160	11;12	11	12	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edae40>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e814e0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86df0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b670>	0.0759493670886076
DB04837	CN(C)CCC(O)(C1=CC=CC=C1)C2=C(Cl)C=CC=C2	c1ccc(Cc2ccccc2)cc1	13 1 2 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0	997	3124	3683	34;10	34	10	True	1	DB00177	CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=N[NH]N=N3)C(C(C)C)C(O)=O	c1ccc(-c2ccccc2-c2nn[nH]n2)cc1	17 0 0 3 0 6 3 0 4 0 0 0 4 4 0 0 0 4 0 3 2 1 0 0 0 0 3 0 2 1 0 1	32	10463	12331	56;120	56	120	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edadf0>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81530>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86e40>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b6c0>	0.13592233009708737
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB11994	CC(=O)OC1=CC=CC2=C1C(=O)C3=C(OC(C)=O)C=C(C=C3C2=O)C(O)=O	O=C1c2ccccc2C(=O)c2ccccc21	14 0 0 3 0 6 3 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 4 2 4	1449	4409	5197	97;11	97	11	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edad50>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81580>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86e90>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b710>	0.06796116504854369
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB00593	CCC1(C)CC(=O)NC1=O	O=C1CCC(=O)N1	5 0 0 1 0 5 0 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 2 0 0 0 0 0 2 0	336	29	35	5;5	5	5	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60eda580>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e815d0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86ee0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b760>	0.03825136612021858
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB00613	CCN(CC)CC1=CC(=CC=C1O)NC2=C3C=CC(=CC3=NC=C2)Cl	c1ccc(Nc2ccnc3ccccc23)cc1	17 1 2 3 0 6 3 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 2 1 1 1 0 1	354	11476	13525	56;86	56	86	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edaee0>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81620>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86f30>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b7b0>	0.05454545454545454
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB00172	OC(=O)C1CCCN1	C1CCNC1	5 0 0 1 0 5 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	28	22	27	7;3	7	3	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edae90>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81670>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e86f80>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b800>	0.05027932960893855
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB00704	OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(=C2[C@@]34CCN5CC6CC6)C=C1	O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	22 1 2 6 1 6 1 2 4 0 0 1 3 3 0 0 2 1 0 0 0 0 0 0 0 0 7 3 8 14 1 14	422	28679	33798	160;131	160	131	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edada0>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e816c0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e88030>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b850>	0.07623318385650224
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB00204	CN(CCOC1=CC=C(N[S](C)(=O)=O)C=C1)CCC2=CC=C(N[S](C)(=O)=O)C=C2	c1ccc(CCNCCOc2ccccc2)cc1	18 6 7 2 0 6 2 0 2 0 0 1 1 2 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0	53	16117	18994	55;178	55	178	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60eda030>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81710>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e88080>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b8a0>	0.05314009661835749
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB01104	CNC1CCC(C2=CC(=C(Cl)C=C2)Cl)C3=C1C=CC=C3	c1ccc(C2CCCc3ccccc32)cc1	16 0 0 3 0 6 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 1 0 1	712	7855	9258	103;70	103	70	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edaf80>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81760>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e880d0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b8f0>	0.065
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB01114	CN(C)CCC(C1=CC=C(Cl)C=C1)C2=NC=CC=C2	c1ccc(Cc2ccccn2)cc1	13 1 2 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0	721	3283	3870	53;2	53	2	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60edaf30>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e817b0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e88120>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b940>	0.05970149253731343
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB00860	C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21	17 0 0 4 0 6 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 4 0 3 3 1 3	535	10765	12687	37;119	37	119	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60eda760>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81800>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e88170>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b990>	0.06818181818181818
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB00770	CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(O)=O	O=C1CCCC1	5 0 0 1 0 5 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0	468	21	26	7;2	7	2	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e7e030>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81850>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e881c0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8b9e0>	0.09523809523809523
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB08924	CC(CC1=CC=CC=C1)N=CC(Cl)(Cl)Cl	c1ccccc1	6 0 0 1 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	1215	135	160	11;12	11	12	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e7e080>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e818a0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e88210>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8ba30>	0.10326086956521739
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB06282	OC(=O)COCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3	c1ccc(C(c2ccccc2)N2CCNCC2)cc1	19 1 3 3 0 6 2 0 4 0 0 0 4 2 0 0 0 2 3 0 0 0 2 0 0 0 3 0 3 0 0 0	1076	17519	20647	13;207	13	207	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e7e0d0>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e818f0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e88260>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8ba80>	0.08653846153846154
DB00006	CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(CCCNC(N)=N)NC(=O)C3CCCN3C(=O)C(N)CC4=CC=CC=C4)C(=O)N5CCCC5C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CC6=CC=C(O)C=C6)C(=O)NC(CC(C)C)C(O)=O	O=C(CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	85 52 57 6 0 6 3 0 24 0 0 0 24 36 0 0 18 18 3 0 0 0 17 0 18 0 3 1 0 0 18 0	1	55534	65446	252;15	252	15	True	1	DB06736	OC(=O)COC(=O)CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl	c1ccc(Nc2ccccc2)cc1	13 1 2 2 0 6 2 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0	1125	3283	3870	53;2	53	2	True	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e7e120>	<rdkit.Chem.rdchem.Mol object at 0x7f9c60e81940>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e882b0>	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f9c60e8bad0>	0.0784313725490196
