Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
ClCCN(N=O)C(=O)NC1CCCCC1	DB01206	DrugBank Approved 5.0.9	4	0	2.914	0.7036	2.914	0.7036	2.83	0.4351	2.83	0.4351	3.973	0.6013	4.511	0.5524	-0.3104	0.3585	-	- = 0.65;+ = 0.35;	+	- = 0.4999;+ = 0.5001;	no	no = 0.8;yes = 0.2;	high	low = 0.0625;medium = 0.0625;high = 0.6875;very high = 0.1875;	low	low = 0.81;high = 0.19;	233.7	0	1	0	5	0	61.77	0	0.4	0	6	0
OC(=O)CCCCO\N=C(C1=CC=CN=C1)/C2=CC(=CC=C2)C(F)(F)F	DB01207	DrugBank Approved 5.0.9	4	0	1.065	0.7036	2.13	0.621	3.221	0.4351	0.6813	inf	5.174	0.6013	4.133	0.6147	-1.388	0.3585	-	- = 0.91;+ = 0.09;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.79;yes = 0.21;	high	low = 0.0769231;medium = 0.230769;high = 0.538462;very high = 0.153846;	high	low = 0.38;high = 0.62;	366.3	0	1	0	5	0	71.78	0	0.3333	0	9	0
CC1CN(CC(C)N1)C2=C(F)C3=C(C(=C2F)N)[C](=O)C(=C[N]3C4CC4)C(O)=O	DB01208	DrugBank Approved 5.0.9	4	0	1.435	1.033	3.244	0.621	-0.5352	0.6296	-0.7793	inf	5.171	0.6013	4.375	0.6303	-1.185	inf	-	- = 0.97;+ = 0.03;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.26;yes = 0.74;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.9;high = 0.1;	392.4	0	3	0	7	0	100.6	0	0.09677	0	3	0
C[C@@]12CCCCC[C@@H](CC3=C1C=C(O)C=C3)C2N	DB01209	DrugBank Approved 5.0.9	4	0	3.201	0.7036	1.575	0.621	3.632	0.4351	0.3686	inf	4.636	0.6013	4.761	0.4901	-0.4904	0.3585	+	- = 0.26;+ = 0.74;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.42;yes = 0.58;	very high	low = 0.125;medium = 0.125;high = 0.125;very high = 0.625;	low	low = 0.7;high = 0.3;	245.4	0	2	0	2	0	46.25	0	0	0	0	0
CC(C)(C)NCC(O)COC1=CC=CC2=C1CCCC2=O	DB01210	DrugBank Approved 5.0.9	4	0	3.327	1.033	2.075	0.621	2.4	0.4351	0.5099	0.5843	4.585	0.6013	5.045	0.3946	0.5695	0.3585	-	- = 0.55;+ = 0.45;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.71;yes = 0.29;	medium	low = 0.0588235;medium = 0.647059;high = 0.235294;very high = 0.0588235;	low	low = 0.52;high = 0.48;	291.4	0	2	0	4	0	58.56	0	0.2727	0	6	0
CCC1OC(=O)C(C)C(O[C@H]2C[C@@](C)(OC)C(O)C(C)O2)C(C)C(O[C@@H]3OC(C)CC(C3O)N(C)C)[C@@](C)(CC(C)C(=O)C(C)C(O)[C@]1(C)O)OC	DB01211	DrugBank Approved 5.0.9	4	0	2.601	1.033	4.331	inf	2.759	0.6296	1.529	inf	5.142	inf	3.99	0.4446	-1.661	inf	-	- = 0.78;+ = 0.22;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.11;yes = 0.89;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.92;high = 0.08;	748	0	4	0	14	0	182.9	0	0.1481	0	8	0
CO\N=C(/C(=O)NC1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSC3=N[C](=O)[C](=O)[NH][N]3C)C4=CSC(=N4)N	DB01212	DrugBank Approved 5.0.9	4	0	1.853	1.033	4.187	inf	-0.6207	0.4351	-0.8441	inf	5.16	inf	2.141	1.072	-2.163	inf	-	- = 0.88;+ = 0.12;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.26;yes = 0.74;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.54;high = 0.46;	554.6	0	4	0	15	0	215	0	0.2308	0	9	0
CC1=C[NH]N=C1	DB01213	DrugBank Approved 5.0.9	4	0	5.38	0.7036	5.38	0.7036	0.2399	0.4351	0.2399	0.4351	3.982	0.6013	3.581	0.4873	-0.2302	0.3585	+	- = 0.07;+ = 0.93;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.65;yes = 0.35;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 1;high = 0;	82.1	0	1	0	2	0	28.68	0	0	0	0	0
CC(C)NCC(O)COC1=C(C)C(=C(OC(C)=O)C(=C1)C)C	DB01214	DrugBank Approved 5.0.9	4	0	3.047	0.7036	2.487	0.621	2.867	0.4351	0.55	0.5843	4.739	0.6013	4.451	0.6201	0.3861	0.3585	-	- = 0.73;+ = 0.27;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.64;yes = 0.36;	high	low = 0.0625;medium = 0.0625;high = 0.6875;very high = 0.1875;	low	low = 0.87;high = 0.13;	309.4	0	2	0	5	0	67.79	0	0.3636	0	8	0
ClC1=CC2=C(C=C1)[N]3C=NN=C3CN=C2C4=CC=CC=C4	DB01215	DrugBank Approved 5.0.9	4	0	2.14	0.7036	2.14	0.7036	2.002	0.4351	2.002	0.4351	5.28	0.6013	4.882	0.5771	-0.3302	0.3585	+	- = 0.19;+ = 0.81;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.55;yes = 0.45;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.26;high = 0.74;	294.7	0	0	0	4	0	43.07	0	0.04167	0	1	0
CC(C)(C)NC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C	DB01216	DrugBank Approved 5.0.9	4	0	1.907	1.033	1.907	1.033	3.03	0.4351	3.03	0.4351	4.718	inf	4.246	0.7055	-0.1564	0.3585	+	- = 0.34;+ = 0.66;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.65;yes = 0.35;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.46;high = 0.54;	372.5	0	2	0	4	0	58.2	0	0.1	0	3	0
CC(C)(C#N)C1=CC(=CC(=C1)C[N]2C=NC=N2)C(C)(C)C#N	DB01217	DrugBank Approved 5.0.9	4	0	2.301	1.033	2.301	1.033	2.941	0.4351	2.941	0.4351	4.807	0.6013	4.846	0.6912	0.17	0.3585	-	- = 0.86;+ = 0.14;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.64;yes = 0.36;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	low	low = 0.77;high = 0.23;	293.4	0	0	0	5	0	78.29	0	0.2609	0	6	0
CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C3C=C(Cl)C=C(Cl)C3=C1)C(F)(F)F	DB01218	DrugBank Approved 5.0.9	4	0	-0.1823	1.033	0.422	0.621	7.661	0.4351	5.138	inf	5.144	0.6013	7.365	0.4628	0.1914	0.3585	+	- = 0.28;+ = 0.72;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.08;yes = 0.92;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.17;high = 0.83;	500.4	0	1	0	2	0	23.47	0	0.3143	0	11	0
O[N](=O)C1=CC=C(C=C1)C2=CC=C(O2)C=NN3CC(=O)NC3=O	DB01219	DrugBank Approved 5.0.9	4	0	1.535	1.033	1.535	1.033	1.687	0.4351	1.687	0.4351	4.408	0.6013	4.153	0.6839	-0.5053	0.3585	-	- = 0.92;+ = 0.08;	+	- = 0.222222;+ = 0.777778;	no	no = 0.67;yes = 0.33;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.74;high = 0.26;	315.3	0	2	0	9	0	112.2	0	0.16	0	4	0
COC1C=CO[C@@]2(C)OC3=C(C)C(=C4C(=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C)C5=C(N=C6C=C(C)C=C[N]56)C4=C3C2=O)O)O	DB01220	DrugBank Approved 5.0.9	4	0	-0.2745	1.033	-0.2745	1.033	4.28	0.4351	4.28	0.4351	5.941	inf	5.729	1.294	-0.966	inf	-	- = 0.76;+ = 0.24;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.07;yes = 0.93;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.49;high = 0.51;	785.9	0	5	0	14	0	198.4	0	0.04839	0	3	0
CNC1(CCCCC1=O)C2=C(Cl)C=CC=C2	DB01221	DrugBank Approved 5.0.9	4	0	5.93	0.7036	1.866	0.621	2.18	0.4351	0.6739	0.6135	4.784	0.6013	4.615	0.4408	0.06948	0.3585	+	- = 0.05;+ = 0.95;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.91;yes = 0.09;	low	low = 0.4;medium = 0.2;high = 0.3;very high = 0.1;	low	low = 0.78;high = 0.22;	237.7	0	1	0	2	0	29.1	0	0.1176	0	2	0
CCCC1OC2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4C(O)C[C@]3(C)[C@@]2(O1)C(=O)CO	DB01222	DrugBank Approved 5.0.9	4	0	1.894	0.7036	1.894	0.7036	3.034	0.4351	3.034	0.4351	4.764	0.6013	4.563	0.6399	-0.8036	0.3585	-	- = 0.84;+ = 0.16;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.58;yes = 0.42;	medium	low = 0.111111;medium = 0.666667;high = 0.111111;very high = 0.111111;	low	low = 0.91;high = 0.09;	430.5	0	2	0	6	0	93.06	0	0.1143	0	4	0
	DB01223	DrugBank Approved 5.0.9	4	0																																				
OCCOCCN1CCN(CC1)C2=NC3=C(SC4=C2C=CC=C4)C=CC=C3	DB01224	DrugBank Approved 5.0.9	4	0	2.292	0.7036	2.179	inf	2.553	0.4351	1.843	0.5843	4.838	0.6013	5.668	0.4442	-0.0218	0.3585	-	- = 0.64;+ = 0.36;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.21;yes = 0.79;	very high	low = 0.111111;medium = 0.111111;high = 0.333333;very high = 0.444444;	low	low = 0.77;high = 0.23;	383.5	0	1	0	5	0	48.3	0	0.2	0	6	0
COC1=CC2=C(C=C1OC)C(CC3=CC(=C(OC)C(=C3)OC)OC)[N](C)(CCCOC(=O)CCC=CCCC(=O)OCCC[N]4(C)CCC5=C(C=C(OC)C(=C5)OC)C4CC6=CC(=C(OC)C(=C6)OC)OC)CC2	DB01226	DrugBank Approved 5.0.9	4	0	1.563	1.033	5.456	inf	4.816	0.6296	4.464	inf	5.507	inf	7.911	2.037	-0.1602	inf	-	- = 0.64;+ = 0.36;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.13;yes = 0.87;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.79;high = 0.21;	1029	0	0	0	16	0	144.9	0	0.3797	0	30	0
CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2	DB01227	DrugBank Approved 5.0.9	4	0	2.066	1.033	1.638	0.621	4.27	0.4351	1.987	0.5843	4.972	0.6013	5.584	0.4032	0.9437	0.3585	+	- = 0.18;+ = 0.82;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.35;yes = 0.65;	medium	low = 0.0588235;medium = 0.647059;high = 0.235294;very high = 0.0588235;	low	low = 0.8;high = 0.2;	353.5	0	0	0	3	0	29.54	0	0.3333	0	9	0
COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2CCC3CCCCN3C	DB01228	DrugBank Approved 5.0.9	4	0	2.82	1.033	2.329	0.621	3.609	0.4351	2.534	0.5843	4.707	0.6013	5.958	0.3931	0.1406	0.3585	+	- = 0.1;+ = 0.9;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.42;yes = 0.58;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	low	low = 0.83;high = 0.17;	352.5	0	1	0	4	0	41.57	0	0.25	0	7	0
CC(=O)OC1C(=O)[C@]2(C)C(O)CC3OC[C@@]3(OC(C)=O)[C@H]2C(OC(=O)C4=CC=CC=C4)[C@]5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C(=C1C5(C)C)C	DB01229	DrugBank Approved 5.0.9	4	0	-0.546	1.033	-0.546	1.033	3.205	0.4351	3.205	0.4351	5.5	inf	3.762	1.08	-1.165	inf	-	- = 0.79;+ = 0.21;	+	- = 0.136364;+ = 0.863636;	yes	no = 0;yes = 1;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.22;high = 0.78;	853.9	0	4	0	15	0	221.3	0	0.2206	0	15	0
OC(CCCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3	DB01231	DrugBank Approved 5.0.9	4	0	3.336	0.7036	1.809	0.621	3.794	0.4351	1.945	0.5843	4.687	0.6013	5.89	0.355	0.7331	0.3585	+	- = 0.21;+ = 0.79;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.52;yes = 0.48;	high	low = 0.0769231;medium = 0.230769;high = 0.538462;very high = 0.153846;	low	low = 0.72;high = 0.28;	309.4	0	1	0	2	0	23.47	0	0.24	0	6	0
CC(C)(C)N=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC3=CC=CC=C3)N=C(O)[C@H](CC(O)=N)NC(=O)C4=NC5=CC=CC=C5C=C4	DB01232	DrugBank Approved 5.0.9	4	0	2.039	1.033	1.429	0.621	4.087	0.4351	2.031	inf	4.995	inf	5.933	1.017	-1.217	inf	-	- = 0.76;+ = 0.24;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.05;yes = 0.95;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.27;high = 0.73;	670.8	0	6	0	11	0	174.7	0	0.2642	0	14	0
CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(=C1)Cl	DB01233	DrugBank Approved 5.0.9	4	0	2.82	0.7036	1.966	0.621	2.353	0.4351	0.41	0.5843	4.234	0.6013	4.531	0.4126	-0.0141	0.3585	-	- = 0.76;+ = 0.24;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.47;yes = 0.53;	high	low = 0.0625;medium = 0.0625;high = 0.6875;very high = 0.1875;	low	low = 0.96;high = 0.04;	299.8	0	2	0	5	0	67.59	0	0.4	0	8	0
CC1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO	DB01234	DrugBank Approved 5.0.9	4	0	2.111	1.033	2.111	1.033	2.01	0.4351	2.01	0.4351	4.678	inf	4.444	0.6931	-0.9581	0.3585	-	- = 0.8;+ = 0.2;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.53;yes = 0.47;	low	low = 0.4;medium = 0.2;high = 0.3;very high = 0.1;	low	low = 0.92;high = 0.08;	392.5	0	3	0	5	0	94.83	0	0.06452	0	2	0
NC(CC1=CC(=C(O)C=C1)O)C(O)=O	DB01235	DrugBank Approved 5.0.9	4	0	4.746	0.7036	4.41	0.621	-2.74	0.4351	-2.93	0.5843	3.966	0.6013	2.834	0.5702	-1.007	inf	-	- = 0.96;+ = 0.04;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.7;yes = 0.3;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.96;high = 0.04;	197.2	0	4	0	5	0	103.8	0	0.2143	0	3	0
FCOC(C(F)(F)F)C(F)(F)F	DB01236	DrugBank Approved 5.0.9	4	0	3.228	1.033	3.228	1.033	2.63	0.4351	2.63	0.4351	4.546	0.6013	4.879	0.672	0.3	0.3585	+	- = 0.21;+ = 0.79;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.92;yes = 0.08;	high	low = 0.0625;medium = 0.0625;high = 0.6875;very high = 0.1875;	low	low = 0.99;high = 0.01;	200.1	0	0	0	1	0	9.23	0	0.3636	0	4	0
CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(Br)C=C2	DB01237	DrugBank Approved 5.0.9	4	0	2.841	1.033	1.55	0.621	4.339	0.4351	2.418	0.5843	4.911	0.6013	5.826	0.3206	1.033	0.3585	+	- = 0.06;+ = 0.94;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.75;yes = 0.25;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	low	low = 0.5001;high = 0.4999;	334.3	0	0	0	2	0	12.47	0	0.2857	0	6	0
ClC1=CC=CC(=C1Cl)N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2	DB01238	DrugBank Approved 5.0.9	4	0	2.195	1.033	1.377	0.621	4.261	0.4351	3.763	0.5843	5.393	0.6013	6.444	0.4225	0.7379	0.3585	+	- = 0.42;+ = 0.58;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.22;yes = 0.78;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	high	low = 0.19;high = 0.81;	448.4	0	1	0	5	0	44.81	0	0.2121	0	7	0
CN(C)CC\C=C1/C2=C(SC3=CC=C(Cl)C=C13)C=CC=C2	DB01239	DrugBank Approved 5.0.9	4	0	1.413	0.7036	2.508	0.621	5.411	0.4351	3.688	0.5843	4.973	0.6013	5.856	0.4486	0.9385	0.3585	+	- = 0.04;+ = 0.96;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.71;yes = 0.29;	very high	low = 0.111111;medium = 0.111111;high = 0.333333;very high = 0.444444;	high	low = 0.22;high = 0.78;	315.9	0	0	0	1	0	3.24	0	0.1304	0	3	0
CCCCCC(O)C=CC1C(O)C[C@@H]2OC(C[C@H]12)=CCCCC(O)=O	DB01240	DrugBank Approved 5.0.9	4	0	2.456	1.033	3.533	0.621	3.098	0.4351	-0.3064	inf	4.42	0.6013	4.645	0.6815	-0.631	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.55;yes = 0.45;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.78;high = 0.22;	352.5	0	3	0	5	0	86.99	0	0.3846	0	10	0
CC1=CC(=C(C)C=C1)OCCCC(C)(C)C(O)=O	DB01241	DrugBank Approved 5.0.9	4	0	2.105	0.7036	2.894	0.621	3.662	0.4351	1.021	0.5843	4.587	0.6013	4.053	0.4788	-0.5686	0.3585	+	- = 0.21;+ = 0.79;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.76;yes = 0.24;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.18;high = 0.82;	250.3	0	1	0	3	0	46.53	0	0.3333	0	6	0
CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2	DB01242	DrugBank Approved 5.0.9	4	0	1.516	1.033	1.197	0.621	5.46	0.4351	3.32	0.5843	4.661	0.6013	6.203	0.371	1.168	0.3585	+	- = 0.06;+ = 0.94;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.68;yes = 0.32;	high	low = 0.1;medium = 0.2;high = 0.6;very high = 0.1;	high	low = 0.46;high = 0.54;	314.9	0	0	0	2	0	6.48	0	0.1667	0	4	0
OC1=C(Cl)C=C(Cl)C2=CC=CN=C12	DB01243	DrugBank Approved 5.0.9	4	0	2.182	0.7036	2.182	0.7036	3.527	0.4351	3.527	0.4351	4.457	0.6013	4.762	0.4431	-2.266	0.3585	+	- = 0.02;+ = 0.98;	+	- = 0.4999;+ = 0.5001;	no	no = 0.79;yes = 0.21;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	low	low = 0.69;high = 0.31;	214	0	1	0	2	0	33.12	0	0	0	0	0
CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3	DB01244	DrugBank Approved 5.0.9	4	0	1.729	1.033	1.048	0.621	5.143	0.4351	3.624	0.5843	4.722	0.6013	6.548	0.3726	1.075	0.3585	+	- = 0.25;+ = 0.75;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.15;yes = 0.85;	medium	low = 0.0588235;medium = 0.647059;high = 0.235294;very high = 0.0588235;	high	low = 0.3;high = 0.7;	366.5	0	0	0	3	0	15.71	0	0.3448	0	10	0
C[N](C)(C)CCCCCCCCCC[N](C)(C)C	DB01245	DrugBank Approved 5.0.9	4	0	4.665	1.033	3.817	inf	4.282	0.4351	0.954	inf	4.173	inf	6.416	0.7744	0.5927	0.3585	+	- = 0.09;+ = 0.91;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.56;yes = 0.44;	low	low = 0.454545;medium = 0.181818;high = 0.272727;very high = 0.0909091;	low	low = 0.64;high = 0.36;	258.5	0	0	0	2	0	0	0	0.6471	0	11	0
CC(CN(C)C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2	DB01246	DrugBank Approved 5.0.9	4	0	1.674	1.033	2.041	inf	4.82	0.4351	2.953	0.5843	4.869	0.6013	5.844	0.4137	0.5651	0.3585	+	- = 0.1;+ = 0.9;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.6;yes = 0.4;	very high	low = 0.111111;medium = 0.111111;high = 0.333333;very high = 0.444444;	low	low = 0.87;high = 0.13;	298.4	0	0	0	2	0	6.48	0	0.1739	0	4	0
CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2	DB01247	DrugBank Approved 5.0.9	4	0	3.857	0.7036	3.296	0.621	1.49	0.4351	0.5682	0.5843	3.823	0.6013	3.957	0.4286	0.03124	0.3585	-	- = 0.88;+ = 0.12;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.85;yes = 0.15;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.7;high = 0.3;	231.3	0	2	0	5	0	67.16	0	0.2778	0	5	0
CC(=O)O[C@@]12CO[C@@H]1CC(O)[C@]3(C)[C@@H]2C(OC(=O)C4=CC=CC=C4)[C@]5(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)C6=CC=CC=C6)C(=C(C(O)C3=O)C5(C)C)C	DB01248	DrugBank Approved 5.0.9	4	0	0.1843	1.033	0.1843	1.033	2.41	0.6296	2.41	0.6296	5.368	inf	3.883	0.9879	-1.243	inf	-	- = 0.78;+ = 0.22;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.02;yes = 0.98;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.37;high = 0.63;	807.9	0	5	0	15	0	224.4	0	0.2222	0	14	0
CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(=C(I)C(=C1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO)C2=C(I)C(=C(I)C(=C2I)C(=O)NCC(O)CO)C(=O)NCC(O)CO	DB01249	DrugBank Approved 5.0.9	4	0	3.674	1.033	3.674	1.033	-2.773	0.6296	-2.773	0.6296	5.696	inf	2.617	2.285	-1.396	inf	-	- = 0.81;+ = 0.19;	-	- = 0.894737;+ = 0.105263;	yes	no = 0.21;yes = 0.79;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.61;high = 0.39;	1550	0	13	0	21	0	339.1	0	0.4444	0	28	0
OC(=O)C1=C(O)C=CC(=C1)N=NC2=CC(=C(O)C=C2)C(O)=O	DB01250	DrugBank Approved 5.0.9	4	0	1.027	1.033	4.663	0.621	2.614	0.4351	-4.5	inf	4.924	0.6013	2.776	1.021	-0.8028	inf	-	- = 0.97;+ = 0.03;	-	- = 0.933333;+ = 0.0666667;	no	no = 0.65;yes = 0.35;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.12;high = 0.88;	302.2	0	4	0	8	0	139.8	0	0.1739	0	4	0
COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC3=CC=C(C=C3)[S](=O)(=O)NC(=O)NC4CCCCC4)C2=O	DB01251	DrugBank Approved 5.0.9	4	0	0.2532	1.033	2.119	0.621	4.02	0.4351	1.788	inf	5.39	0.6013	5.12	0.6139	-0.9175	inf	-	- = 0.71;+ = 0.29;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.43;yes = 0.57;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.12;high = 0.88;	527.6	0	2	0	9	0	121.9	0	0.225	0	9	0
OC(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)CC3=CC=CC=C3	DB01252	DrugBank Approved 5.0.9	4	0	2.584	0.7036	2.741	0.621	2.967	0.4351	-0.1763	inf	4.492	0.6013	4.138	0.5849	-1.307	0.3585	+	- = 0.33;+ = 0.67;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.76;yes = 0.24;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.52;high = 0.48;	315.4	0	1	0	4	0	57.61	0	0.24	0	6	0
CC(CO)NC(=O)C1CN(C)[C@@H]2CC3=C[NH]C4=CC=CC(=C34)C2=C1	DB01253	DrugBank Approved 5.0.9	4	0	3.98	1.033	1.764	inf	1.634	0.4351	1.341	inf	4.545	0.6013	4.809	0.631	-0.5119	inf	-	- = 0.79;+ = 0.21;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.29;yes = 0.71;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.87;high = 0.13;	325.4	0	3	0	5	0	68.36	0	0.1481	0	4	0
CC1=NC(=CC(=N1)N2CCN(CCO)CC2)NC3=NC=C(S3)C(=O)NC4=C(C)C=CC=C4Cl	DB01254	DrugBank Approved 5.0.9	4	0	2.544	1.033	0.9103	0.621	3.176	0.4351	2.307	inf	5.856	0.6013	5.874	0.74	-1.3	inf	-	- = 0.83;+ = 0.17;	+	- = 0.2;+ = 0.8;	yes	no = 0.26;yes = 0.74;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.29;high = 0.71;	488	0	3	0	9	0	106.5	0	0.2222	0	8	0
CC(CC1=CC=CC=C1)NC(=O)C(N)CCCCN	DB01255	DrugBank Approved 5.0.9	4	0	4.177	1.033	3.369	inf	0.8546	0.4351	-1.04	0.5843	3.954	0.6013	3.725	0.6087	-0.4614	0.3585	-	- = 0.72;+ = 0.28;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.59;yes = 0.41;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.9;high = 0.1;	263.4	0	3	0	4	0	81.14	0	0.4737	0	9	0
